OLIS-3D-ASCII	SySl1066							
375	-1.73E-03							
376	-1.53E-03							
377	-1.35E-03							
378	-1.19E-03							
379	-1.03E-03							
380	-8.98E-04							
381	-7.81E-04							
382	-6.79E-04							
383	-5.99E-04							
384	-5.84E-04							
385	-5.43E-04							
386	-5.45E-04							
387	-4.75E-04							
388	-3.91E-04							
389	-3.29E-04							
390	-2.42E-04							
391	-1.62E-04							
392	-7.54E-05							
393	-5.93E-06							
394	5.03E-05							
395	1.04E-04							
396	1.56E-04							
397	1.95E-04							
398	2.26E-04							
399	2.85E-04							
400	2.97E-04							
401	3.77E-04							
402	4.77E-04							
403	5.68E-04							
404	6.52E-04							
405	7.63E-04							
406	8.62E-04							
407	9.54E-04							
408	1.04E-03							
409	1.15E-03							
410	1.24E-03							
411	1.31E-03							
412	1.39E-03							
413	1.47E-03							
414	1.55E-03							
415	1.59E-03							
416	1.64E-03							
417	1.68E-03							
418	1.71E-03							
419	1.72E-03							
420	1.75E-03							
421	1.80E-03							
422	1.84E-03							
423	1.88E-03							
424	1.93E-03							
425	1.96E-03							
426	1.99E-03							
427	2.03E-03							
428	2.06E-03							
429	2.10E-03							
430	2.16E-03							
431	2.21E-03							
432	2.26E-03							
433	2.30E-03							
434	2.34E-03							
435	2.38E-03							
436	2.42E-03							
437	2.43E-03							
438	2.45E-03							
439	2.45E-03							
440	2.43E-03							
441	2.40E-03							
442	2.36E-03							
443	2.29E-03							
444	2.20E-03							
445	2.10E-03							
446	2.01E-03							
447	1.93E-03							
448	1.83E-03							
449	1.73E-03							
450	1.67E-03							
451	1.60E-03							
452	1.54E-03							
453	1.50E-03							
454	1.48E-03							
455	1.44E-03							
456	1.42E-03							
457	1.41E-03							
458	1.39E-03							
459	1.38E-03							
460	1.36E-03							
461	1.34E-03							
462	1.33E-03							
463	1.33E-03							
464	1.32E-03							
465	1.32E-03							
466	1.32E-03							
467	1.30E-03							
468	1.29E-03							
469	1.27E-03							
470	1.26E-03							
471	1.25E-03							
472	1.22E-03							
473	1.20E-03							
474	1.19E-03							
475	1.19E-03							
476	1.18E-03							
477	1.18E-03							
478	1.17E-03							
479	1.18E-03							
480	1.19E-03							
481	1.20E-03							
482	1.23E-03							
483	1.25E-03							
484	1.26E-03							
485	1.27E-03							
486	1.29E-03							
487	1.33E-03							
488	1.36E-03							
489	1.39E-03							
490	1.42E-03							
491	1.45E-03							
492	1.48E-03							
493	1.51E-03							
494	1.56E-03							
495	1.60E-03							
496	1.64E-03							
497	1.67E-03							
498	1.70E-03							
499	1.73E-03							
500	1.75E-03							
501	1.76E-03							
502	1.76E-03							
503	1.77E-03							
504	1.77E-03							
505	1.79E-03							
506	1.82E-03							
507	1.83E-03							
508	1.87E-03							
509	1.89E-03							
510	1.91E-03							
511	1.93E-03							
512	1.95E-03							
513	1.98E-03							
514	2.00E-03							
515	2.04E-03							
516	2.08E-03							
517	2.13E-03							
518	2.18E-03							
519	2.23E-03							
520	2.29E-03							
521	2.33E-03							
522	2.40E-03							
523	2.44E-03							
