OLIS-3D-ASCII	SySl1098							
375	1.20E-03							
376	1.43E-03							
377	1.59E-03							
378	1.68E-03							
379	1.72E-03							
380	1.72E-03							
381	1.70E-03							
382	1.67E-03							
383	1.69E-03							
384	1.65E-03							
385	1.67E-03							
386	1.67E-03							
387	1.69E-03							
388	1.72E-03							
389	1.74E-03							
390	1.70E-03							
391	1.71E-03							
392	1.67E-03							
393	1.65E-03							
394	1.64E-03							
395	1.63E-03							
396	1.64E-03							
397	1.65E-03							
398	1.63E-03							
399	1.59E-03							
400	1.62E-03							
401	1.61E-03							
402	1.62E-03							
403	1.66E-03							
404	1.67E-03							
405	1.67E-03							
406	1.66E-03							
407	1.65E-03							
408	1.68E-03							
409	1.69E-03							
410	1.71E-03							
411	1.71E-03							
412	1.76E-03							
413	1.79E-03							
414	1.83E-03							
415	1.86E-03							
416	1.82E-03							
417	1.79E-03							
418	1.79E-03							
419	1.81E-03							
420	1.82E-03							
421	1.84E-03							
422	1.84E-03							
423	1.84E-03							
424	1.85E-03							
425	1.85E-03							
426	1.84E-03							
427	1.86E-03							
428	1.84E-03							
429	1.86E-03							
430	1.90E-03							
431	1.92E-03							
432	1.94E-03							
433	1.97E-03							
434	1.97E-03							
435	1.97E-03							
436	1.97E-03							
437	1.96E-03							
438	1.95E-03							
439	1.95E-03							
440	1.94E-03							
441	1.92E-03							
442	1.89E-03							
443	1.86E-03							
444	1.81E-03							
445	1.75E-03							
446	1.67E-03							
447	1.61E-03							
448	1.54E-03							
449	1.49E-03							
450	1.43E-03							
451	1.38E-03							
452	1.33E-03							
453	1.26E-03							
454	1.23E-03							
455	1.21E-03							
456	1.18E-03							
457	1.14E-03							
458	1.12E-03							
459	1.10E-03							
460	1.09E-03							
461	1.09E-03							
462	1.08E-03							
463	1.06E-03							
464	1.03E-03							
465	9.88E-04							
466	9.57E-04							
467	9.34E-04							
468	9.16E-04							
469	9.01E-04							
470	8.85E-04							
471	8.68E-04							
472	8.63E-04							
473	8.52E-04							
474	8.41E-04							
475	8.20E-04							
476	8.01E-04							
477	7.87E-04							
478	7.76E-04							
479	7.71E-04							
480	7.73E-04							
481	7.80E-04							
482	7.69E-04							
483	7.65E-04							
484	7.65E-04							
485	7.75E-04							
486	7.80E-04							
487	7.70E-04							
488	7.68E-04							
489	7.82E-04							
490	7.68E-04							
491	7.58E-04							
492	7.62E-04							
493	7.61E-04							
494	7.55E-04							
495	7.60E-04							
496	7.67E-04							
497	7.75E-04							
498	7.77E-04							
499	7.64E-04							
500	7.60E-04							
501	7.46E-04							
502	7.18E-04							
503	7.16E-04							
504	7.06E-04							
505	6.89E-04							
506	6.69E-04							
507	6.62E-04							
508	6.53E-04							
509	6.25E-04							
510	6.13E-04							
511	5.71E-04							
512	5.36E-04							
513	5.01E-04							
514	4.76E-04							
515	4.62E-04							
516	4.24E-04							
517	3.96E-04							
518	3.61E-04							
519	3.43E-04							
520	3.14E-04							
521	2.87E-04							
522	2.74E-04							
523	2.36E-04							
524	2.24E-04							
525	2.17E-04							
526	2.10E-04							
527	1.96E-04							
528	1.83E-04							
529	1.84E-04							
530	1.83E-04							
531	1.83E-04							
532	1.86E-04							
533	1.92E-04							
534	1.86E-04							
535	1.79E-04							
536	1.77E-04							
537	1.79E-04							
538	1.71E-04							
539	1.39E-04							
540	1.16E-04							
541	1.02E-04							
542	1.03E-04							
543	9.38E-05							
544	9.10E-05							
545	8.56E-05							
546	8.66E-05							
547	9.83E-05							
548	1.06E-04							
549	1.38E-04							
550	1.50E-04							
551	1.46E-04							
552	1.52E-04							
553	1.61E-04							
554	1.72E-04							
555	1.74E-04							
556	1.81E-04							
557	1.85E-04							
558	1.87E-04							
559	1.90E-04							
560	1.86E-04							
561	2.00E-04							
562	2.07E-04							
563	2.23E-04							
564	2.34E-04							
565	2.46E-04							
566	2.59E-04							
567	2.79E-04							
568	2.99E-04							
569	3.14E-04							
570	3.29E-04							
571	3.44E-04							
572	3.47E-04							
573	3.62E-04							
574	3.62E-04							
575	3.68E-04							
576	3.66E-04							
577	3.73E-04							
578	3.76E-04							
579	3.82E-04							
580	3.95E-04							
581	4.15E-04							
582	4.41E-04							
583	4.63E-04							
584	4.68E-04							
585	4.80E-04							
586	4.71E-04							
587	4.86E-04							
588	4.95E-04							
589	5.00E-04							
590	5.00E-04							
591	5.00E-04							
592	5.01E-04							
593	5.07E-04							
594	5.17E-04							
595	5.30E-04							
596	5.33E-04							
597	5.47E-04							
598	5.57E-04							
599	5.93E-04							
600	6.19E-04							
601	6.34E-04							
602	6.50E-04							
603	6.57E-04							
604	6.57E-04							
605	6.66E-04							
606	6.71E-04							
607	6.95E-04							
608	7.07E-04							
609	7.30E-04							
610	7.58E-04							
611	7.96E-04							
612	8.22E-04							
613	8.49E-04							
614	8.84E-04							
615	9.00E-04							
616	9.05E-04							
617	9.18E-04							
618	9.25E-04							
619	9.40E-04							
620	9.52E-04							
621	9.55E-04							
622	9.58E-04							
623	9.68E-04							
624	9.71E-04							
625	9.87E-04							
626	1.00E-03							
627	1.01E-03							
628	1.02E-03							
629	1.03E-03							
630	1.03E-03							
631	1.03E-03							
632	1.02E-03							
633	9.94E-04							
634	9.87E-04							
635	9.76E-04							
636	9.63E-04							
637	9.41E-04							
638	9.12E-04							
639	8.98E-04							
640	8.79E-04							
641	8.61E-04							
642	8.32E-04							
643	7.95E-04							
644	7.54E-04							
645	7.32E-04							
646	7.21E-04							
647	7.17E-04							
648	6.90E-04							
649	6.68E-04							
650	6.40E-04							
651	6.35E-04							
652	6.05E-04							
653	5.90E-04							
654	5.74E-04							
655	5.88E-04							
656	5.90E-04							
657	6.17E-04							
658	6.64E-04							
659	6.97E-04							
660	7.11E-04							
661	7.40E-04							
662	7.81E-04							
663	8.10E-04							
664	8.46E-04							
665	8.85E-04							
666	9.53E-04							
667	1.01E-03							
668	1.04E-03							
669	1.10E-03							
670	1.18E-03							
671	1.21E-03							
672	1.27E-03							
673	0.001316827							
674	1.39E-03							
675	1.44E-03							
676	1.49E-03							
677	1.55E-03							
