OLIS-3D-ASCII	SySl1098							
375	1.15E-03							
376	1.05E-03							
377	1.02E-03							
378	1.05E-03							
379	1.11E-03							
380	1.20E-03							
381	1.28E-03							
382	1.33E-03							
383	1.29E-03							
384	1.33E-03							
385	1.26E-03							
386	1.24E-03							
387	1.18E-03							
388	1.17E-03							
389	1.26E-03							
390	1.29E-03							
391	1.34E-03							
392	1.35E-03							
393	1.38E-03							
394	1.33E-03							
395	1.33E-03							
396	1.38E-03							
397	1.34E-03							
398	1.37E-03							
399	1.35E-03							
400	1.39E-03							
401	1.40E-03							
402	1.38E-03							
403	1.42E-03							
404	1.44E-03							
405	1.43E-03							
406	1.47E-03							
407	1.51E-03							
408	1.57E-03							
409	1.58E-03							
410	1.62E-03							
411	1.62E-03							
412	1.66E-03							
413	1.64E-03							
414	1.66E-03							
415	1.72E-03							
416	1.73E-03							
417	1.74E-03							
418	1.76E-03							
419	1.76E-03							
420	1.76E-03							
421	1.75E-03							
422	1.75E-03							
423	1.72E-03							
424	1.71E-03							
425	1.72E-03							
426	0.001742443							
427	1.76E-03							
428	1.77E-03							
429	1.80E-03							
430	1.82E-03							
431	1.84E-03							
432	1.87E-03							
433	1.89E-03							
434	1.91E-03							
435	1.92E-03							
436	1.91E-03							
437	1.92E-03							
438	1.92E-03							
439	1.90E-03							
440	1.90E-03							
441	1.89E-03							
442	1.84E-03							
443	1.79E-03							
444	1.74E-03							
445	1.67E-03							
446	1.60E-03							
447	1.54E-03							
448	1.46E-03							
449	1.39E-03							
450	1.32E-03							
451	1.26E-03							
452	1.20E-03							
453	1.16E-03							
454	1.12E-03							
455	1.08E-03							
456	1.06E-03							
457	1.02E-03							
458	1.01E-03							
459	1.02E-03							
460	9.96E-04							
461	9.73E-04							
462	9.46E-04							
463	9.23E-04							
464	9.00E-04							
465	8.74E-04							
466	8.71E-04							
467	8.56E-04							
468	8.48E-04							
469	8.25E-04							
470	8.16E-04							
471	8.08E-04							
472	8.01E-04							
473	7.96E-04							
474	7.81E-04							
475	7.63E-04							
476	7.38E-04							
477	7.17E-04							
478	7.16E-04							
479	7.03E-04							
480	7.12E-04							
481	7.05E-04							
482	6.99E-04							
483	6.95E-04							
484	7.00E-04							
485	6.98E-04							
486	7.07E-04							
487	7.23E-04							
488	7.27E-04							
489	7.23E-04							
490	7.31E-04							
491	7.40E-04							
492	7.53E-04							
493	7.65E-04							
494	7.61E-04							
495	7.48E-04							
496	7.37E-04							
497	7.26E-04							
498	7.28E-04							
499	7.32E-04							
500	7.22E-04							
501	7.17E-04							
502	7.14E-04							
