OLIS-3D-ASCII	SySl1321		
375	-1.68E-03		
376	-1.73E-03		
377	-1.73E-03		
378	-1.71E-03		
379	-1.65E-03		
380	-1.59E-03		
381	-1.52E-03		
382	-1.45E-03		
383	-1.39E-03		
384	-1.45E-03		
385	-1.44E-03		
386	-1.41E-03		
387	-1.37E-03		
388	-1.39E-03		
389	-1.39E-03		
390	-1.38E-03		
391	-1.38E-03		
392	-1.37E-03		
393	-1.35E-03		
394	-1.35E-03		
395	-1.33E-03		
396	-1.31E-03		
397	-1.27E-03		
398	-1.24E-03		
399	-1.23E-03		
400	-1.25E-03		
401	-1.22E-03		
402	-1.19E-03		
403	-1.14E-03		
404	-1.12E-03		
405	-1.08E-03		
406	-1.05E-03		
407	-1.04E-03		
408	-1.01E-03		
409	-1.00E-03		
410	-9.92E-04		
411	-9.75E-04		
412	-9.52E-04		
413	-9.12E-04		
414	-9.01E-04		
415	-8.90E-04		
416	-9.04E-04		
417	-9.20E-04		
418	-9.46E-04		
419	-9.66E-04		
420	-9.81E-04		
421	-9.87E-04		
422	-9.72E-04		
423	-9.23E-04		
424	-8.82E-04		
425	-8.53E-04		
426	-8.24E-04		
427	-8.10E-04		
428	-8.20E-04		
429	-8.41E-04		
430	-8.12E-04		
431	-8.00E-04		
432	-7.97E-04		
433	-8.07E-04		
434	-7.95E-04		
435	-7.83E-04		
436	-7.87E-04		
437	-7.86E-04		
438	-7.89E-04		
439	-8.10E-04		
440	-8.29E-04		
441	-8.36E-04		
442	-8.20E-04		
443	-8.30E-04		
444	-8.32E-04		
445	-8.46E-04		
446	-8.47E-04		
447	-8.61E-04		
448	-8.75E-04		
449	-8.68E-04		
450	-8.62E-04		
451	-8.73E-04		
452	-8.87E-04		
453	-8.89E-04		
454	-8.85E-04		
455	-8.87E-04		
456	-8.86E-04		
457	-8.87E-04		
458	-8.73E-04		
459	-8.87E-04		
460	-8.72E-04		
461	-8.62E-04		
462	-8.59E-04		
463	-8.78E-04		
464	-8.89E-04		
465	-8.96E-04		
466	-9.10E-04		
467	-9.26E-04		
468	-9.45E-04		
469	-9.53E-04		
470	-9.56E-04		
471	-9.68E-04		
472	-9.67E-04		
473	-9.63E-04		
474	-9.61E-04		
475	-9.61E-04		
476	-9.61E-04		
477	-9.58E-04		
478	-9.61E-04		
479	-9.62E-04		
480	-9.66E-04		
481	-9.62E-04		
482	-9.67E-04		
483	-9.81E-04		
484	-9.84E-04		
485	-9.85E-04		
486	-9.92E-04		
487	-1.02E-03		
488	-1.04E-03		
489	-1.04E-03		
490	-1.05E-03		
491	-1.05E-03		
492	-1.04E-03		
493	-1.04E-03		
494	-1.03E-03		
495	-1.03E-03		
496	-1.03E-03		
497	-1.06E-03		
498	-1.09E-03		
499	-1.13E-03		
500	-1.15E-03		
501	-1.18E-03		
502	-1.20E-03		
503	-1.22E-03		
504	-1.24E-03		
505	-1.25E-03		
506	-1.27E-03		
507	-1.29E-03		
508	-1.31E-03		
509	-1.36E-03		
510	-1.39E-03		
511	-1.43E-03		
512	-1.47E-03		
513	-1.52E-03		
514	-1.55E-03		
515	-1.57E-03		
516	-1.59E-03		
