OLIS-3D-ASCII	SySl1090							
375	3.98E-03							
376	4.30E-03							
377	4.55E-03							
378	4.72E-03							
379	4.83E-03							
380	4.89E-03							
381	4.92E-03							
382	4.92E-03							
383	4.94E-03							
384	4.95E-03							
385	4.97E-03							
386	5.02E-03							
387	4.98E-03							
388	4.92E-03							
389	4.84E-03							
390	4.82E-03							
391	4.82E-03							
392	4.74E-03							
393	4.75E-03							
394	4.76E-03							
395	4.75E-03							
396	4.78E-03							
397	4.82E-03							
398	4.84E-03							
399	4.87E-03							
400	4.91E-03							
401	4.99E-03							
402	5.08E-03							
403	5.16E-03							
404	5.18E-03							
405	5.27E-03							
406	5.38E-03							
407	5.50E-03							
408	5.59E-03							
409	5.69E-03							
410	5.80E-03							
411	5.91E-03							
412	6.03E-03							
413	6.15E-03							
414	6.23E-03							
415	6.26E-03							
416	6.29E-03							
417	6.31E-03							
418	6.35E-03							
419	6.40E-03							
420	6.43E-03							
421	6.44E-03							
422	6.46E-03							
423	6.47E-03							
424	6.49E-03							
425	6.52E-03							
426	6.55E-03							
427	6.59E-03							
428	6.66E-03							
429	6.72E-03							
430	6.78E-03							
431	6.86E-03							
432	6.92E-03							
433	6.98E-03							
434	7.02E-03							
435	7.04E-03							
436	7.05E-03							
437	7.06E-03							
438	7.05E-03							
439	7.03E-03							
440	6.97E-03							
441	6.87E-03							
442	6.75E-03							
443	6.57E-03							
444	6.39E-03							
445	6.19E-03							
446	5.95E-03							
447	5.71E-03							
448	5.47E-03							
449	5.23E-03							
450	5.00E-03							
451	4.79E-03							
452	4.59E-03							
453	4.42E-03							
454	4.27E-03							
455	4.14E-03							
456	4.05E-03							
457	3.96E-03							
458	3.88E-03							
459	3.83E-03							
460	3.78E-03							
461	3.72E-03							
462	3.67E-03							
463	3.62E-03							
464	3.55E-03							
465	3.50E-03							
466	3.44E-03							
467	3.39E-03							
468	3.34E-03							
469	3.28E-03							
470	3.23E-03							
471	3.20E-03							
472	3.16E-03							
473	3.10E-03							
474	3.06E-03							
475	3.01E-03							
476	2.96E-03							
477	2.91E-03							
478	2.86E-03							
479	2.82E-03							
480	2.79E-03							
481	2.77E-03							
482	2.75E-03							
483	2.75E-03							
484	2.75E-03							
485	2.75E-03							
486	2.76E-03							
487	2.77E-03							
488	2.78E-03							
489	2.79E-03							
490	2.82E-03							
491	2.83E-03							
492	2.85E-03							
493	2.86E-03							
494	2.86E-03							
495	2.87E-03							
496	2.88E-03							
497	2.88E-03							
498	2.88E-03							
499	2.88E-03							
500	2.87E-03							
501	2.86E-03							
502	2.83E-03							
503	2.80E-03							
504	2.75E-03							
505	2.69E-03							
506	2.63E-03							
507	2.58E-03							
508	2.52E-03							
509	2.45E-03							
510	2.37E-03							
511	2.29E-03							
512	2.20E-03							
513	2.11E-03							
514	2.03E-03							
515	1.94E-03							
516	1.85E-03							
517	1.76E-03							
518	1.70E-03							
519	1.64E-03							
520	1.56E-03							
521	1.50E-03							
522	1.44E-03							
523	1.38E-03							
524	1.33E-03							
525	1.26E-03							
526	1.21E-03							
527	1.16E-03							
528	1.14E-03							
529	1.10E-03							
530	1.08E-03							
531	1.07E-03							
532	1.05E-03							
533	1.05E-03							
534	1.05E-03							
535	1.06E-03							
536	1.06E-03							
537	1.08E-03							
538	1.08E-03							
539	1.07E-03							
540	1.07E-03							
541	1.07E-03							
542	1.08E-03							
543	1.10E-03							
544	1.11E-03							
545	1.13E-03							
546	1.16E-03							
547	1.19E-03							
548	0.001238099							
549	1.27E-03							
550	1.30E-03							
551	1.33E-03							
552	1.36E-03							
553	1.40E-03							
554	1.44E-03							
555	1.49E-03							
556	1.53E-03							
557	1.58E-03							
558	1.63E-03							
559	1.67E-03							
560	1.71E-03							
561	1.74E-03							
562	1.78E-03							
563	1.84E-03							
564	1.87E-03							
565	1.92E-03							
566	1.98E-03							
567	2.04E-03							
568	2.10E-03							
569	2.16E-03							
570	2.23E-03							
571	2.28E-03							
572	2.33E-03							
573	2.40E-03							
574	2.46E-03							
575	2.52E-03							
576	2.58E-03							
577	2.63E-03							
578	2.67E-03							
579	2.71E-03							
580	2.76E-03							
581	2.81E-03							
582	2.86E-03							
583	2.91E-03							
584	2.97E-03							
585	3.03E-03							
586	3.09E-03							
587	3.15E-03							
588	3.20E-03							
589	3.26E-03							
590	3.29E-03							
591	3.34E-03							
592	3.40E-03							
593	3.44E-03							
594	3.50E-03							
595	3.55E-03							
596	3.60E-03							
597	3.65E-03							
598	3.70E-03							
599	3.75E-03							
600	3.81E-03							
601	3.87E-03							
602	3.93E-03							
603	4.02E-03							
604	4.11E-03							
605	4.20E-03							
606	4.32E-03							
607	4.42E-03							
608	4.53E-03							
609	4.65E-03							
610	4.75E-03							
611	4.86E-03							
612	4.95E-03							
613	5.05E-03							
614	5.14E-03							
615	5.25E-03							
616	5.33E-03							
617	5.41E-03							
618	5.50E-03							
619	5.57E-03							
620	5.64E-03							
621	5.70E-03							
622	5.73E-03							
623	5.77E-03							
624	5.78E-03							
625	5.79E-03							
626	5.81E-03							
627	5.83E-03							
628	5.83E-03							
629	5.83E-03							
630	5.85E-03							
631	5.84E-03							
632	5.85E-03							
633	5.81E-03							
634	5.78E-03							
635	5.74E-03							
636	5.70E-03							
637	5.63E-03							
638	5.56E-03							
639	5.46E-03							
640	5.34E-03							
641	5.19E-03							
642	5.06E-03							
643	4.90E-03							
644	4.72E-03							
645	4.53E-03							
646	4.36E-03							
647	4.18E-03							
648	4.04E-03							
649	3.87E-03							
650	3.71E-03							
651	3.56E-03							
652	3.43E-03							
653	3.31E-03							
654	3.22E-03							
655	3.14E-03							
656	3.10E-03							
657	3.10E-03							
658	3.13E-03							
659	3.22E-03							
660	3.34E-03							
661	3.45E-03							
662	3.60E-03							
663	3.76E-03							
664	3.94E-03							
665	4.13E-03							
666	4.34E-03							
667	4.53E-03							
668	4.74E-03							
669	4.95E-03							
670	5.15E-03							
671	5.36E-03							
672	5.54E-03							
673	5.75E-03							
674	5.94E-03							
675	6.11E-03							
676	6.27E-03							
677	6.42E-03							
678	6.58E-03							
679	6.66E-03							
680	6.73E-03							
681	6.74E-03							
682	6.68E-03							
683	6.54E-03							
684	6.37E-03							
685	6.14E-03							
686	5.84E-03							
687	5.49E-03							
688	5.16E-03							
689	4.85E-03							
690	4.54E-03							
691	4.15E-03							
692	3.81E-03							
693	3.47E-03							
694	3.11E-03							
695	2.79E-03							
696	2.50E-03							
697	2.23E-03							
698	1.96E-03							
699	1.71E-03							
700	1.58E-03							
701	1.52E-03							
702	1.46E-03							
703	1.37E-03							
704	1.32E-03							
705	1.27E-03							
706	1.21E-03							
707	1.11E-03							
708	9.64E-04							
709	7.49E-04							
710	4.53E-04							
