OLIS-3D-ASCII	SySl1082							
375	1.08E-03							
376	1.03E-03							
377	1.01E-03							
378	1.04E-03							
379	1.10E-03							
380	1.17E-03							
381	0.001253818							
382	1.39E-03							
383	1.44E-03							
384	1.43E-03							
385	1.41E-03							
386	1.32E-03							
387	1.31E-03							
388	1.28E-03							
389	1.25E-03							
390	1.23E-03							
391	1.28E-03							
392	1.32E-03							
393	1.26E-03							
394	1.31E-03							
395	1.32E-03							
396	1.30E-03							
397	1.29E-03							
398	1.24E-03							
399	1.21E-03							
400	1.22E-03							
401	1.21E-03							
402	1.26E-03							
403	1.35E-03							
404	1.38E-03							
405	1.42E-03							
406	1.48E-03							
407	1.53E-03							
408	1.58E-03							
409	1.65E-03							
410	1.71E-03							
411	1.80E-03							
412	1.86E-03							
413	1.91E-03							
414	1.96E-03							
415	2.02E-03							
416	2.04E-03							
417	2.04E-03							
418	2.04E-03							
419	2.04E-03							
420	2.03E-03							
421	2.05E-03							
422	2.08E-03							
423	2.07E-03							
424	2.05E-03							
425	2.05E-03							
426	2.05E-03							
427	2.09E-03							
428	2.09E-03							
429	2.12E-03							
430	2.15E-03							
431	2.17E-03							
432	2.19E-03							
433	2.22E-03							
434	2.25E-03							
435	2.25E-03							
436	2.26E-03							
437	2.28E-03							
438	2.29E-03							
439	2.31E-03							
440	2.31E-03							
441	2.29E-03							
442	2.26E-03							
443	2.19E-03							
444	2.14E-03							
445	2.07E-03							
446	2.00E-03							
447	1.92E-03							
448	1.84E-03							
449	1.76E-03							
450	1.68E-03							
451	1.59E-03							
452	1.50E-03							
453	1.42E-03							
454	1.39E-03							
455	1.35E-03							
456	1.32E-03							
457	1.29E-03							
458	1.28E-03							
459	1.26E-03							
460	1.23E-03							
461	1.23E-03							
462	1.20E-03							
463	1.17E-03							
464	1.16E-03							
465	1.15E-03							
466	1.15E-03							
467	1.15E-03							
468	1.14E-03							
469	1.13E-03							
470	1.11E-03							
471	1.08E-03							
472	1.06E-03							
473	1.04E-03							
474	1.01E-03							
475	9.87E-04							
476	9.73E-04							
477	9.50E-04							
478	9.41E-04							
479	9.39E-04							
480	9.41E-04							
481	9.41E-04							
482	9.40E-04							
483	9.42E-04							
484	9.47E-04							
485	9.40E-04							
486	9.39E-04							
487	9.43E-04							
488	9.58E-04							
489	9.63E-04							
490	9.74E-04							
491	9.83E-04							
492	9.88E-04							
493	9.85E-04							
494	9.93E-04							
495	9.98E-04							
496	9.91E-04							
497	9.81E-04							
498	9.81E-04							
499	9.69E-04							
500	9.72E-04							
501	9.63E-04							
502	9.55E-04							
503	9.46E-04							
504	9.21E-04							
505	9.05E-04							
506	9.17E-04							
507	9.06E-04							
508	8.88E-04							
509	8.78E-04							
510	8.72E-04							
511	8.51E-04							
512	8.33E-04							
513	8.07E-04							
514	7.73E-04							
515	7.35E-04							
516	6.82E-04							
517	6.48E-04							
518	6.18E-04							
519	5.69E-04							
520	5.26E-04							
521	4.90E-04							
522	4.67E-04							
523	4.40E-04							
524	4.27E-04							
525	4.25E-04							
526	4.25E-04							
527	4.26E-04							
528	4.23E-04							
529	4.17E-04							
530	4.12E-04							
531	4.02E-04							
532	3.90E-04							
533	3.88E-04							
534	3.82E-04							
535	3.81E-04							
536	3.71E-04							
537	3.75E-04							
538	3.75E-04							
539	3.74E-04							
540	3.74E-04							
541	3.70E-04							
542	3.83E-04							
543	3.92E-04							
544	4.16E-04							
545	4.25E-04							
546	4.43E-04							
547	4.57E-04							
548	4.59E-04							
549	4.83E-04							
550	4.87E-04							
551	4.95E-04							
552	5.04E-04							
553	5.13E-04							
554	5.34E-04							
555	5.42E-04							
556	5.62E-04							
557	5.68E-04							
558	6.00E-04							
559	6.03E-04							
560	6.25E-04							
561	6.41E-04							
562	6.56E-04							
563	6.75E-04							
564	6.98E-04							
565	7.22E-04							
566	7.49E-04							
567	7.82E-04							
568	8.12E-04							
569	8.45E-04							
570	8.83E-04							
571	9.08E-04							
572	9.39E-04							
573	9.53E-04							
574	9.68E-04							
575	9.88E-04							
576	9.91E-04							
577	1.02E-03							
578	1.03E-03							
579	1.06E-03							
580	1.07E-03							
581	1.11E-03							
582	1.14E-03							
583	1.16E-03							
584	1.19E-03							
585	1.20E-03							
586	1.22E-03							
587	1.24E-03							
588	1.24E-03							
589	1.27E-03							
590	1.28E-03							
591	1.29E-03							
592	1.29E-03							
593	1.31E-03							
594	1.32E-03							
595	1.34E-03							
596	1.37E-03							
597	1.39E-03							
598	1.42E-03							
599	1.45E-03							
600	1.48E-03							
601	1.52E-03							
602	1.54E-03							
603	1.58E-03							
604	1.61E-03							
605	1.65E-03							
606	1.69E-03							
607	1.73E-03							
608	1.75E-03							
609	1.78E-03							
610	1.82E-03							
611	1.87E-03							
612	1.91E-03							
613	1.95E-03							
614	1.98E-03							
615	2.02E-03							
616	2.04E-03							
617	2.08E-03							
618	0.002110629							
619	2.14E-03							
620	2.14E-03							
621	2.16E-03							
622	2.17E-03							
623	2.20E-03							
624	2.22E-03							
625	2.22E-03							
626	2.23E-03							
627	2.23E-03							
628	2.22E-03							
629	2.23E-03							
630	2.23E-03							
631	2.24E-03							
632	2.22E-03							
633	2.23E-03							
634	2.23E-03							
635	2.24E-03							
636	2.23E-03							
637	2.18E-03							
638	2.14E-03							
639	2.11E-03							
640	2.06E-03							
641	2.01E-03							
642	1.95E-03							
643	1.90E-03							
644	1.83E-03							
645	1.78E-03							
646	1.72E-03							
647	1.64E-03							
648	1.58E-03							
649	1.49E-03							
650	1.45E-03							
651	1.42E-03							
652	1.35E-03							
653	1.32E-03							
654	1.29E-03							
655	1.26E-03							
656	1.26E-03							
657	1.25E-03							
658	1.24E-03							
659	1.26E-03							
660	1.30E-03							
661	1.34E-03							
662	1.39E-03							
663	1.45E-03							
664	1.50E-03							
665	1.59E-03							
666	1.67E-03							
667	1.76E-03							
668	1.85E-03							
669	1.92E-03							
670	1.98E-03							
671	2.09E-03							
672	2.16E-03							
673	2.21E-03							
674	2.27E-03							
675	2.34E-03							
676	2.42E-03							
677	2.48E-03							
678	2.56E-03							
679	2.59E-03							
680	2.61E-03							
681	2.58E-03							
682	2.58E-03							
683	2.56E-03							
684	2.50E-03							
685	2.40E-03							
686	2.31E-03							
687	2.14E-03							
688	2.00E-03							
689	1.82E-03							
690	1.66E-03							
691	1.53E-03							
692	1.39E-03							
693	1.27E-03							
694	1.23E-03							
695	1.14E-03							
696	1.06E-03							
697	9.18E-04							
698	8.06E-04							
699	7.38E-04							
700	7.70E-04							
701	7.38E-04							
702	7.28E-04							
703	7.13E-04							
704	6.98E-04							
705	7.04E-04							
706	7.18E-04							
707	7.40E-04							
708	7.71E-04							
709	8.12E-04							
710	8.62E-04							
