OLIS-3D-ASCII	SySl1162							
375	6.57E-03							
376	6.94E-03							
377	7.24E-03							
378	7.48E-03							
379	7.65E-03							
380	0.00778071							
381	7.86E-03							
382	7.89E-03							
383	7.91E-03							
384	7.88E-03							
385	7.89E-03							
386	7.92E-03							
387	7.99E-03							
388	8.10E-03							
389	8.07E-03							
390	8.12E-03							
391	8.24E-03							
392	8.33E-03							
393	8.39E-03							
394	8.47E-03							
395	8.59E-03							
396	8.70E-03							
397	8.84E-03							
398	9.07E-03							
399	9.29E-03							
400	9.46E-03							
401	9.61E-03							
402	9.79E-03							
403	1.00E-02							
404	1.02E-02							
405	1.04E-02							
406	1.06E-02							
407	1.08E-02							
408	1.11E-02							
409	0.011415374							
410	1.17E-02							
411	1.20E-02							
412	1.24E-02							
413	1.27E-02							
414	1.30E-02							
415	1.32E-02							
416	0.01349848							
417	1.37E-02							
418	1.39E-02							
419	1.40E-02							
420	1.42E-02							
421	0.014290049							
422	1.44E-02							
423	1.45E-02							
424	1.46E-02							
425	1.47E-02							
426	1.49E-02							
427	1.51E-02							
428	1.53E-02							
429	1.54E-02							
430	1.56E-02							
431	1.59E-02							
432	1.61E-02							
433	1.63E-02							
434	0.016444374							
435	1.66E-02							
436	1.67E-02							
437	0.016808908							
438	1.69E-02							
439	1.68E-02							
440	1.67E-02							
441	1.66E-02							
442	0.016462993							
443	1.62E-02							
444	1.59E-02							
445	1.56E-02							
446	1.52E-02							
447	1.49E-02							
448	1.45E-02							
449	1.42E-02							
450	1.38E-02							
451	1.35E-02							
452	1.32E-02							
453	1.30E-02							
454	0.012762065							
455	1.26E-02							
456	1.24E-02							
457	1.23E-02							
458	1.21E-02							
459	1.20E-02							
460	1.19E-02							
461	1.18E-02							
462	1.17E-02							
463	1.16E-02							
464	1.15E-02							
465	0.011340972							
466	1.12E-02							
467	1.10E-02							
468	1.09E-02							
469	1.07E-02							
470	1.05E-02							
471	1.04E-02							
472	1.02E-02							
473	1.01E-02							
474	9.92E-03							
475	9.79E-03							
476	9.70E-03							
477	9.63E-03							
478	9.56E-03							
479	9.50E-03							
480	9.49E-03							
481	9.49E-03							
482	9.53E-03							
483	0.009581008							
484	9.64E-03							
485	9.72E-03							
486	9.80E-03							
487	9.90E-03							
488	9.99E-03							
489	1.01E-02							
490	1.02E-02							
491	0.010223821							
492	1.03E-02							
493	1.03E-02							
494	1.03E-02							
495	1.03E-02							
496	1.02E-02							
497	1.02E-02							
498	0.010114336							
499	1.00E-02							
500	9.89E-03							
501	9.76E-03							
502	9.60E-03							
503	9.43E-03							
504	9.22E-03							
505	9.00E-03							
506	8.77E-03							
507	8.54E-03							
508	8.30E-03							
509	8.07E-03							
510	7.86E-03							
511	7.62E-03							
512	7.41E-03							
513	7.21E-03							
514	7.02E-03							
515	6.86E-03							
516	6.68E-03							
517	6.52E-03							
518	6.37E-03							
519	6.22E-03							
520	6.08E-03							
521	5.97E-03							
522	5.87E-03							
523	5.76E-03							
524	0.005652834							
525	5.58E-03							
526	5.50E-03							
527	5.44E-03							
528	5.37E-03							
529	5.30E-03							
530	5.24E-03							
531	5.16E-03							
532	5.11E-03							
533	5.04E-03							
534	4.96E-03							
535	4.89E-03							
536	4.81E-03							
537	4.76E-03							
538	4.70E-03							
539	4.64E-03							
540	4.58E-03							
541	4.51E-03							
542	4.47E-03							
543	4.42E-03							
544	4.37E-03							
545	4.32E-03							
546	4.30E-03							
547	4.30E-03							
548	4.28E-03							
549	4.29E-03							
550	4.31E-03							
551	4.31E-03							
552	4.32E-03							
553	4.34E-03							
554	4.38E-03							
555	0.004401015							
556	4.42E-03							
557	4.45E-03							
558	4.48E-03							
559	4.52E-03							
560	4.55E-03							
561	4.60E-03							
562	4.65E-03							
563	4.68E-03							
564	4.72E-03							
565	4.77E-03							
566	4.81E-03							
567	4.82E-03							
568	4.83E-03							
569	4.83E-03							
570	4.80E-03							
571	4.74E-03							
572	4.66E-03							
573	4.54E-03							
574	4.40E-03							
575	4.23E-03							
576	4.07E-03							
577	3.89E-03							
578	3.72E-03							
579	3.55E-03							
580	3.41E-03							
581	3.29E-03							
582	3.18E-03							
583	3.07E-03							
584	2.97E-03							
585	2.89E-03							
586	2.80E-03							
587	2.72E-03							
588	2.66E-03							
589	2.60E-03							
590	2.55E-03							
591	2.52E-03							
592	2.49E-03							
593	2.48E-03							
594	2.47E-03							
595	2.46E-03							
596	2.44E-03							
597	2.42E-03							
598	2.39E-03							
599	2.38E-03							
600	2.36E-03							
601	2.36E-03							
602	2.38E-03							
603	2.40E-03							
604	2.40E-03							
605	2.43E-03							
606	2.44E-03							
607	2.47E-03							
608	2.47E-03							
609	2.49E-03							
610	2.52E-03							
611	2.55E-03							
612	2.58E-03							
613	2.64E-03							
614	2.70E-03							
615	2.76E-03							
616	2.79E-03							
617	2.85E-03							
618	2.91E-03							
619	2.95E-03							
620	2.98E-03							
621	3.00E-03							
622	3.02E-03							
623	3.02E-03							
624	3.03E-03							
625	3.06E-03							
626	3.08E-03							
627	3.09E-03							
628	3.11E-03							
629	3.14E-03							
630	3.15E-03							
631	3.14E-03							
632	3.11E-03							
633	3.09E-03							
634	3.07E-03							
635	3.03E-03							
636	3.01E-03							
637	2.99E-03							
638	2.97E-03							
639	2.96E-03							
640	2.95E-03							
641	2.94E-03							
642	2.94E-03							
643	2.91E-03							
644	2.87E-03							
645	2.87E-03							
646	2.85E-03							
647	2.84E-03							
648	2.87E-03							
649	2.85E-03							
650	2.87E-03							
651	2.92E-03							
652	2.98E-03							
653	3.07E-03							
654	3.16E-03							
655	3.29E-03							
656	3.44E-03							
657	3.63E-03							
658	3.84E-03							
659	4.12E-03							
660	4.42E-03							
661	4.72E-03							
662	5.07E-03							
663	5.50E-03							
664	5.93E-03							
665	6.37E-03							
666	6.83E-03							
667	7.30E-03							
668	7.77E-03							
669	8.23E-03							
670	8.70E-03							
671	9.19E-03							
672	9.60E-03							
673	1.00E-02							
674	1.04E-02							
675	1.08E-02							
676	1.11E-02							
677	1.14E-02							
678	1.16E-02							
679	1.17E-02							
680	1.17E-02							
681	1.16E-02							
682	1.13E-02							
683	1.09E-02							
684	0.010420047							
685	0.009871441							
686	9.18E-03							
687	8.44E-03							
688	7.71E-03							
689	7.03E-03							
690	6.36E-03							
691	5.67E-03							
692	5.03E-03							
693	4.44E-03							
694	3.93E-03							
695	3.47E-03							
696	3.02E-03							
697	0.002631039							
698	2.29E-03							
699	1.97E-03							
700	1.73E-03							
701	1.53E-03							
702	1.37E-03							
703	1.11E-03							
704	9.50E-04							
705	8.02E-04							
706	6.70E-04							
707	5.52E-04							
708	4.45E-04							
709	3.46E-04							
710	2.52E-04							
