OLIS-3D-ASCII	SySl1167
375	2.30E-03
376	2.61E-03
377	2.82E-03
378	2.94E-03
379	3.00E-03
380	3.01E-03
381	2.99E-03
382	2.99E-03
383	2.96E-03
384	2.95E-03
385	2.95E-03
386	3.03E-03
387	3.06E-03
388	3.17E-03
389	3.17E-03
390	3.17E-03
391	3.15E-03
392	3.16E-03
393	3.15E-03
394	3.15E-03
395	3.17E-03
396	3.23E-03
397	3.28E-03
398	3.36E-03
399	3.39E-03
400	3.42E-03
401	3.43E-03
402	3.48E-03
403	3.54E-03
404	3.61E-03
405	3.75E-03
406	3.84E-03
407	3.95E-03
408	4.05E-03
409	4.14E-03
410	4.27E-03
411	4.33E-03
412	4.43E-03
413	4.52E-03
414	4.61E-03
415	4.70E-03
416	4.82E-03
417	4.92E-03
418	4.94E-03
419	4.98E-03
420	4.99E-03
421	5.01E-03
422	5.07E-03
423	5.10E-03
424	5.17E-03
425	5.22E-03
426	5.27E-03
427	5.33E-03
428	5.39E-03
429	5.42E-03
430	5.44E-03
431	5.51E-03
432	5.58E-03
433	5.64E-03
434	5.71E-03
435	5.76E-03
436	5.80E-03
437	5.82E-03
438	5.81E-03
439	5.80E-03
440	5.76E-03
441	5.69E-03
442	5.61E-03
443	5.51E-03
444	5.37E-03
445	5.21E-03
446	5.01E-03
447	4.82E-03
448	4.61E-03
449	4.42E-03
450	4.25E-03
451	4.11E-03
452	3.97E-03
453	3.86E-03
454	3.76E-03
455	3.68E-03
456	3.61E-03
457	3.53E-03
458	3.45E-03
459	3.39E-03
460	3.33E-03
461	3.28E-03
462	3.25E-03
463	3.22E-03
464	3.17E-03
465	3.13E-03
466	3.09E-03
467	3.07E-03
468	3.02E-03
469	2.97E-03
470	2.92E-03
471	2.86E-03
472	2.79E-03
473	2.71E-03
474	2.66E-03
475	2.61E-03
476	2.56E-03
477	2.52E-03
478	2.49E-03
479	2.48E-03
480	2.47E-03
481	2.47E-03
482	2.46E-03
483	2.45E-03
484	2.45E-03
485	2.45E-03
486	2.46E-03
487	2.47E-03
488	2.48E-03
489	2.50E-03
490	2.51E-03
491	2.53E-03
492	2.54E-03
493	2.55E-03
494	2.54E-03
495	2.54E-03
496	2.54E-03
497	2.53E-03
498	2.53E-03
499	2.52E-03
500	2.50E-03
501	2.49E-03
502	2.46E-03
503	2.42E-03
504	2.39E-03
505	2.36E-03
506	2.29E-03
507	2.23E-03
508	2.17E-03
509	2.10E-03
510	0.002025666
511	1.94E-03
512	1.86E-03
513	1.80E-03
514	1.73E-03
515	1.65E-03
516	1.58E-03
517	1.51E-03
518	1.43E-03
519	1.37E-03
520	1.32E-03
521	1.26E-03
522	1.19E-03
523	1.14E-03
524	1.09E-03
525	1.04E-03
526	9.99E-04
527	9.44E-04
528	9.10E-04
529	8.54E-04
530	8.27E-04
531	8.18E-04
532	8.10E-04
533	8.02E-04
534	7.87E-04
535	7.82E-04
536	7.81E-04
537	7.73E-04
538	7.75E-04
539	7.78E-04
540	7.83E-04
541	7.71E-04
542	7.75E-04
543	7.91E-04
544	8.05E-04
545	8.33E-04
546	8.42E-04
547	8.65E-04
548	8.87E-04
549	9.13E-04
550	9.36E-04
551	9.49E-04
552	9.68E-04
553	9.85E-04
554	1.00E-03
555	1.03E-03
556	1.06E-03
557	1.10E-03
558	1.12E-03
559	1.15E-03
560	1.19E-03
561	1.23E-03
562	1.26E-03
563	1.29E-03
564	1.33E-03
565	1.36E-03
566	1.40E-03
567	1.45E-03
568	1.48E-03
569	1.54E-03
570	1.58E-03
571	1.61E-03
572	1.64E-03
573	1.69E-03
574	1.73E-03
575	1.77E-03
576	1.82E-03
577	1.86E-03
578	1.91E-03
579	1.95E-03
580	2.00E-03
581	2.05E-03
582	2.11E-03
583	2.14E-03
584	2.18E-03
585	2.24E-03
586	2.29E-03
587	2.34E-03
588	2.39E-03
589	2.41E-03
590	2.43E-03
591	2.44E-03
592	2.47E-03
593	2.49E-03
594	2.53E-03
595	2.57E-03
596	2.61E-03
597	2.66E-03
598	2.72E-03
599	2.77E-03
600	2.82E-03
601	2.87E-03
602	2.92E-03
603	2.98E-03
604	3.04E-03
605	3.12E-03
606	3.21E-03
607	3.30E-03
608	3.37E-03
609	3.46E-03
610	3.55E-03
611	3.62E-03
612	3.69E-03
613	3.77E-03
614	3.83E-03
615	3.90E-03
616	3.97E-03
617	4.04E-03
618	4.11E-03
619	4.17E-03
620	4.21E-03
621	4.27E-03
622	4.31E-03
623	4.33E-03
624	4.36E-03
625	4.39E-03
626	4.40E-03
627	4.41E-03
628	4.41E-03
629	4.41E-03
630	4.42E-03
631	4.42E-03
632	4.41E-03
633	4.42E-03
634	4.40E-03
635	4.38E-03
636	4.36E-03
637	4.33E-03
638	4.26E-03
639	4.19E-03
640	4.10E-03
641	0.004034229
642	3.94E-03
643	3.85E-03
644	3.75E-03
645	3.62E-03
646	3.50E-03
647	3.39E-03
648	3.27E-03
649	3.16E-03
650	3.03E-03
651	2.92E-03
652	2.84E-03
653	2.79E-03
654	2.73E-03
655	2.71E-03
656	2.69E-03
657	2.67E-03
658	2.72E-03
659	2.78E-03
660	2.86E-03
661	2.96E-03
662	3.06E-03
663	3.16E-03
664	3.33E-03
665	3.44E-03
666	3.58E-03
667	3.73E-03
668	3.86E-03
669	4.00E-03
670	4.13E-03
671	4.29E-03
672	4.44E-03
673	4.57E-03
674	4.68E-03
675	4.80E-03
676	4.93E-03
677	5.05E-03
678	5.16E-03
679	5.25E-03
680	5.31E-03
681	5.29E-03
682	5.28E-03
683	5.19E-03
684	5.03E-03
685	4.80E-03
686	4.53E-03
687	4.23E-03
688	3.92E-03
689	3.63E-03
690	3.33E-03
691	3.06E-03
692	2.77E-03
693	2.48E-03
694	2.25E-03
695	1.96E-03
696	1.79E-03
697	1.62E-03
698	1.47E-03
699	1.36E-03
700	1.21E-03
701	1.08E-03
702	1.02E-03
703	1.01E-03
704	9.87E-04
705	9.54E-04
706	9.10E-04
707	8.45E-04
708	7.49E-04
709	6.14E-04
710	4.29E-04
