OLIS-3D-ASCII	SySl1088
375	1.00E-02
376	1.01E-02
377	1.02E-02
378	1.03E-02
379	1.05E-02
380	1.07E-02
381	1.09E-02
382	1.11E-02
383	0.011219165
384	1.12E-02
385	1.12E-02
386	1.12E-02
387	1.12E-02
388	1.11E-02
389	1.11E-02
390	1.11E-02
391	1.11E-02
392	1.12E-02
393	0.011249972
394	1.14E-02
395	1.14E-02
396	1.14E-02
397	1.16E-02
398	1.18E-02
399	1.19E-02
400	1.20E-02
401	0.012182543
402	1.24E-02
403	1.26E-02
404	1.28E-02
405	1.31E-02
406	1.34E-02
407	1.37E-02
408	1.40E-02
409	1.43E-02
410	1.47E-02
411	1.50E-02
412	1.53E-02
413	1.56E-02
414	1.59E-02
415	1.61E-02
416	1.63E-02
417	1.65E-02
418	1.66E-02
419	1.68E-02
420	1.68E-02
421	1.69E-02
422	0.016969649
423	1.71E-02
424	1.71E-02
425	1.72E-02
426	1.74E-02
427	1.75E-02
428	1.76E-02
429	1.78E-02
430	1.80E-02
431	0.018200038
432	1.84E-02
433	1.86E-02
434	1.88E-02
435	1.89E-02
436	1.90E-02
437	1.90E-02
438	1.90E-02
439	1.89E-02
440	1.87E-02
441	1.85E-02
442	1.82E-02
443	1.78E-02
444	1.73E-02
445	1.68E-02
446	0.016282718
447	1.57E-02
448	1.51E-02
449	1.45E-02
450	0.01389718
451	1.34E-02
452	1.29E-02
453	0.012494231
454	1.22E-02
455	1.19E-02
456	1.16E-02
457	1.14E-02
458	1.13E-02
459	0.011083857
460	1.10E-02
461	1.08E-02
462	1.07E-02
463	1.05E-02
464	0.010397024
465	1.03E-02
466	1.02E-02
467	1.00E-02
468	9.88E-03
469	9.71E-03
470	9.56E-03
471	9.38E-03
472	9.22E-03
473	9.03E-03
474	8.86E-03
475	8.69E-03
476	8.54E-03
477	8.41E-03
478	8.30E-03
479	8.23E-03
480	8.17E-03
481	8.11E-03
482	8.09E-03
483	8.08E-03
484	8.08E-03
485	8.08E-03
486	8.09E-03
487	8.11E-03
488	8.14E-03
489	8.21E-03
490	8.27E-03
491	8.34E-03
492	8.41E-03
493	8.46E-03
494	8.52E-03
495	8.55E-03
496	8.55E-03
497	8.53E-03
498	8.47E-03
499	8.40E-03
500	8.32E-03
501	8.20E-03
502	8.08E-03
503	7.95E-03
504	7.78E-03
505	7.61E-03
506	7.42E-03
507	7.20E-03
508	6.99E-03
509	6.77E-03
510	6.55E-03
511	6.32E-03
512	6.07E-03
513	5.83E-03
514	5.61E-03
515	5.39E-03
516	5.14E-03
517	4.92E-03
518	4.69E-03
519	4.47E-03
520	4.28E-03
521	4.11E-03
522	3.95E-03
523	3.79E-03
524	3.64E-03
525	3.52E-03
526	3.40E-03
527	3.31E-03
528	3.20E-03
529	3.12E-03
530	3.06E-03
531	3.01E-03
532	2.99E-03
533	2.98E-03
534	2.98E-03
535	2.99E-03
536	2.98E-03
537	2.99E-03
538	3.01E-03
539	3.04E-03
540	3.06E-03
541	3.08E-03
542	0.003130904
543	3.18E-03
544	3.24E-03
545	3.32E-03
546	3.39E-03
547	3.45E-03
548	3.51E-03
549	3.59E-03
550	3.70E-03
551	3.80E-03
552	3.91E-03
553	4.02E-03
554	4.16E-03
555	4.28E-03
556	4.41E-03
557	4.54E-03
558	4.65E-03
559	4.76E-03
560	4.88E-03
561	5.01E-03
562	5.18E-03
563	5.33E-03
564	5.49E-03
565	5.64E-03
566	5.81E-03
567	5.98E-03
568	6.13E-03
569	6.28E-03
570	6.43E-03
571	6.59E-03
572	6.75E-03
573	6.92E-03
574	7.11E-03
575	7.28E-03
576	7.45E-03
577	7.61E-03
578	7.77E-03
579	7.94E-03
580	8.10E-03
581	8.25E-03
582	8.42E-03
583	8.59E-03
584	8.74E-03
585	8.90E-03
586	9.05E-03
587	9.20E-03
588	9.33E-03
589	9.47E-03
590	9.61E-03
591	9.76E-03
592	9.90E-03
593	1.01E-02
594	1.02E-02
595	1.04E-02
596	1.05E-02
597	1.07E-02
598	1.09E-02
599	0.011029445
600	1.12E-02
601	1.15E-02
602	1.17E-02
603	1.20E-02
604	1.22E-02
605	1.25E-02
606	1.28E-02
607	1.31E-02
608	1.34E-02
609	1.37E-02
610	1.40E-02
