OLIS-3D-ASCII	SySl1044
375	3.41E-03
376	3.48E-03
377	3.62E-03
378	3.80E-03
379	4.02E-03
380	4.25E-03
381	4.47E-03
382	4.65E-03
383	4.79E-03
384	4.85E-03
385	4.76E-03
386	4.74E-03
387	4.77E-03
388	4.88E-03
389	4.93E-03
390	5.01E-03
391	5.10E-03
392	5.22E-03
393	5.34E-03
394	5.44E-03
395	5.50E-03
396	5.57E-03
397	5.69E-03
398	5.79E-03
399	5.88E-03
400	5.99E-03
401	6.08E-03
402	6.18E-03
403	6.35E-03
404	6.54E-03
405	6.69E-03
406	6.89E-03
407	7.10E-03
408	7.32E-03
409	7.61E-03
410	7.81E-03
411	8.02E-03
412	8.22E-03
413	8.40E-03
414	8.60E-03
415	8.77E-03
416	8.91E-03
417	8.98E-03
418	9.08E-03
419	9.13E-03
420	9.17E-03
421	9.24E-03
422	9.26E-03
423	9.34E-03
424	9.38E-03
425	9.45E-03
426	9.56E-03
427	9.64E-03
428	9.73E-03
429	9.84E-03
430	9.96E-03
431	1.01E-02
432	1.02E-02
433	0.010312553
434	1.04E-02
435	1.05E-02
436	1.05E-02
437	1.06E-02
438	1.06E-02
439	1.05E-02
440	1.04E-02
441	0.010277792
442	1.01E-02
443	9.88E-03
444	9.64E-03
445	9.37E-03
446	9.06E-03
447	8.75E-03
448	8.42E-03
449	8.11E-03
450	7.81E-03
451	7.51E-03
452	7.26E-03
453	7.03E-03
454	6.85E-03
455	6.67E-03
456	6.55E-03
457	6.43E-03
458	6.34E-03
459	6.26E-03
460	6.19E-03
461	6.12E-03
462	6.05E-03
463	5.99E-03
464	5.94E-03
465	5.88E-03
466	5.82E-03
467	5.74E-03
468	5.67E-03
469	5.60E-03
470	5.54E-03
471	5.46E-03
472	5.37E-03
473	5.29E-03
474	5.21E-03
475	5.14E-03
476	5.09E-03
477	5.05E-03
478	5.01E-03
479	5.00E-03
480	4.99E-03
481	4.99E-03
482	5.02E-03
483	5.05E-03
484	5.08E-03
485	5.12E-03
486	5.17E-03
487	5.22E-03
488	5.30E-03
489	5.37E-03
490	5.45E-03
491	5.53E-03
492	5.61E-03
493	5.68E-03
494	5.77E-03
495	5.86E-03
496	5.92E-03
497	5.99E-03
498	6.05E-03
499	6.08E-03
500	6.13E-03
501	6.17E-03
502	6.20E-03
503	6.21E-03
504	6.20E-03
505	6.20E-03
506	6.21E-03
507	6.21E-03
508	6.20E-03
509	6.21E-03
510	6.22E-03
511	6.22E-03
512	6.22E-03
513	6.23E-03
514	6.24E-03
515	6.25E-03
516	6.29E-03
517	6.34E-03
518	6.40E-03
519	6.45E-03
520	6.51E-03
521	6.60E-03
522	6.66E-03
523	6.72E-03
524	6.75E-03
525	6.83E-03
526	6.89E-03
527	6.97E-03
528	7.05E-03
529	7.14E-03
530	7.25E-03
531	7.36E-03
532	7.47E-03
533	7.56E-03
534	0.007661779
535	7.77E-03
536	7.87E-03
537	7.98E-03
538	8.07E-03
539	8.17E-03
540	8.30E-03
541	8.42E-03
542	8.56E-03
543	8.71E-03
544	8.86E-03
545	8.99E-03
546	9.14E-03
547	9.27E-03
548	9.37E-03
549	9.47E-03
550	9.55E-03
551	9.64E-03
552	9.76E-03
553	9.84E-03
554	9.96E-03
555	1.01E-02
556	1.02E-02
557	1.04E-02
558	1.05E-02
559	1.06E-02
560	1.08E-02
561	1.09E-02
562	1.11E-02
563	1.12E-02
564	1.14E-02
565	1.15E-02
566	1.16E-02
567	1.16E-02
568	1.16E-02
569	1.16E-02
570	0.011398727
571	1.11E-02
572	1.08E-02
573	1.04E-02
574	9.90E-03
575	9.34E-03
576	8.73E-03
577	8.10E-03
578	7.46E-03
579	6.85E-03
580	6.26E-03
581	5.74E-03
582	5.24E-03
583	4.79E-03
584	4.43E-03
585	4.10E-03
586	3.82E-03
587	3.58E-03
588	3.38E-03
589	3.20E-03
590	3.06E-03
591	2.94E-03
592	2.85E-03
593	2.79E-03
594	2.71E-03
595	2.66E-03
596	2.63E-03
597	2.58E-03
