OLIS-3D-ASCII	SySl1163
375	5.98E-03
376	6.11E-03
377	6.24E-03
378	6.36E-03
379	6.48E-03
380	6.60E-03
381	6.72E-03
382	6.86E-03
383	6.99E-03
384	7.14E-03
385	7.21E-03
386	7.24E-03
387	7.25E-03
388	7.39E-03
389	7.45E-03
390	7.56E-03
391	7.51E-03
392	7.53E-03
393	7.59E-03
394	7.72E-03
395	7.81E-03
396	7.95E-03
397	8.05E-03
398	8.18E-03
399	8.32E-03
400	8.49E-03
401	8.60E-03
402	8.77E-03
403	8.88E-03
404	9.08E-03
405	9.27E-03
406	9.47E-03
407	9.71E-03
408	9.94E-03
409	1.01E-02
410	1.04E-02
411	0.010590738
412	1.08E-02
413	1.11E-02
414	1.14E-02
415	1.16E-02
416	1.19E-02
417	1.20E-02
418	1.22E-02
419	1.24E-02
420	1.25E-02
421	1.25E-02
422	1.26E-02
423	1.27E-02
424	1.27E-02
425	1.29E-02
426	1.30E-02
427	1.31E-02
428	1.33E-02
429	1.34E-02
430	1.36E-02
431	1.38E-02
432	1.39E-02
433	1.41E-02
434	1.42E-02
435	1.43E-02
436	1.44E-02
437	1.45E-02
438	0.014515538
439	1.45E-02
440	1.44E-02
441	1.42E-02
442	0.014098922
443	1.39E-02
444	1.36E-02
445	1.33E-02
446	1.30E-02
447	1.26E-02
448	1.22E-02
449	1.19E-02
450	1.15E-02
451	1.12E-02
452	0.010882693
453	1.06E-02
454	1.04E-02
455	1.02E-02
456	1.00E-02
457	9.88E-03
458	9.74E-03
459	9.65E-03
460	9.55E-03
461	9.46E-03
462	9.40E-03
463	9.32E-03
464	9.24E-03
465	9.16E-03
466	9.05E-03
467	8.93E-03
468	8.80E-03
469	8.65E-03
470	8.51E-03
471	8.37E-03
472	8.22E-03
473	8.09E-03
474	7.98E-03
475	7.88E-03
476	7.78E-03
477	7.71E-03
478	7.65E-03
479	7.60E-03
480	7.57E-03
481	7.56E-03
482	7.57E-03
483	7.60E-03
484	7.62E-03
485	7.67E-03
486	7.73E-03
487	7.82E-03
488	7.88E-03
489	7.98E-03
490	8.04E-03
491	8.10E-03
492	8.16E-03
493	8.18E-03
494	8.21E-03
495	8.21E-03
496	8.19E-03
497	8.18E-03
498	8.13E-03
499	8.08E-03
500	8.00E-03
501	7.91E-03
502	7.82E-03
503	7.72E-03
504	7.59E-03
505	7.45E-03
506	7.31E-03
507	7.17E-03
508	7.01E-03
509	6.87E-03
510	6.71E-03
511	6.55E-03
512	6.39E-03
513	6.24E-03
514	6.10E-03
515	5.96E-03
516	5.82E-03
517	5.70E-03
518	5.59E-03
519	5.45E-03
520	5.34E-03
521	5.25E-03
522	5.16E-03
523	5.07E-03
524	4.99E-03
525	4.92E-03
526	4.86E-03
527	4.81E-03
528	4.76E-03
529	4.72E-03
530	4.68E-03
531	4.62E-03
532	4.58E-03
533	4.56E-03
534	4.53E-03
535	4.49E-03
536	4.46E-03
537	4.43E-03
538	4.41E-03
539	4.39E-03
540	4.37E-03
541	4.35E-03
542	4.33E-03
543	4.32E-03
544	4.31E-03
545	4.34E-03
546	4.33E-03
547	4.33E-03
548	4.34E-03
549	4.37E-03
550	4.39E-03
551	4.42E-03
552	4.43E-03
553	4.46E-03
554	4.48E-03
555	4.53E-03
556	4.56E-03
557	4.62E-03
558	4.67E-03
559	4.71E-03
560	4.77E-03
561	4.81E-03
562	4.85E-03
563	4.91E-03
564	4.96E-03
565	5.02E-03
566	5.05E-03
567	5.09E-03
568	5.11E-03
569	5.12E-03
570	5.08E-03
571	5.02E-03
572	4.93E-03
573	4.79E-03
574	4.64E-03
575	4.49E-03
576	4.31E-03
577	4.11E-03
578	3.91E-03
579	3.73E-03
580	3.56E-03
581	3.40E-03
582	3.26E-03
583	3.14E-03
584	3.03E-03
585	2.95E-03
586	2.88E-03
587	2.83E-03
588	2.78E-03
589	2.72E-03
590	2.67E-03
591	2.63E-03
592	2.58E-03
593	2.55E-03
594	2.53E-03
595	2.50E-03
596	2.47E-03
597	2.46E-03
598	2.45E-03
599	2.45E-03
600	2.43E-03
601	2.42E-03
602	2.42E-03
603	2.41E-03
604	2.42E-03
605	2.44E-03
606	2.46E-03
607	2.50E-03
608	0.002534112
609	2.56E-03
610	2.59E-03
611	2.63E-03
612	2.67E-03
613	2.71E-03
614	2.75E-03
615	2.77E-03
616	2.81E-03
617	2.83E-03
618	0.002865078
619	2.90E-03
620	2.93E-03
621	2.96E-03
622	2.98E-03
623	3.01E-03
624	3.04E-03
625	3.07E-03
626	3.08E-03
627	3.10E-03
628	3.10E-03
629	3.09E-03
630	3.09E-03
631	3.08E-03
632	3.08E-03
633	3.09E-03
634	3.07E-03
635	3.05E-03
636	3.02E-03
637	2.99E-03
638	2.97E-03
639	2.93E-03
640	2.88E-03
641	2.86E-03
642	2.84E-03
643	2.82E-03
644	2.81E-03
645	2.81E-03
646	2.82E-03
647	2.84E-03
648	2.85E-03
649	2.87E-03
650	2.91E-03
651	2.96E-03
652	3.00E-03
653	3.08E-03
654	3.17E-03
655	3.29E-03
656	3.45E-03
657	3.64E-03
658	3.88E-03
659	4.12E-03
660	4.37E-03
661	4.67E-03
662	5.01E-03
663	5.34E-03
664	5.72E-03
665	6.12E-03
666	6.55E-03
667	6.99E-03
668	7.41E-03
669	7.85E-03
670	8.26E-03
671	8.63E-03
672	9.01E-03
673	9.41E-03
674	9.76E-03
675	1.01E-02
676	1.04E-02
677	0.010714352
678	1.09E-02
679	1.11E-02
680	1.11E-02
681	1.11E-02
682	1.10E-02
683	1.07E-02
684	1.03E-02
685	9.80E-03
686	9.14E-03
687	8.46E-03
688	7.74E-03
689	7.07E-03
690	6.39E-03
691	5.74E-03
692	5.16E-03
693	4.68E-03
694	4.21E-03
695	3.79E-03
696	3.42E-03
697	3.10E-03
698	2.79E-03
699	2.48E-03
700	2.23E-03
701	2.02E-03
702	1.79E-03
703	1.58E-03
704	1.46E-03
705	1.33E-03
706	0.001195551
707	1.06E-03
708	9.02E-04
709	7.20E-04
710	5.02E-04
