OLIS-3D-ASCII	SySl1088
375	9.49E-03
376	9.56E-03
377	9.69E-03
378	9.85E-03
379	1.00E-02
380	1.02E-02
381	1.04E-02
382	0.010518284
383	1.06E-02
384	1.07E-02
385	1.07E-02
386	1.08E-02
387	1.09E-02
388	1.09E-02
389	1.09E-02
390	1.09E-02
391	1.10E-02
392	1.10E-02
393	1.12E-02
394	1.13E-02
395	1.14E-02
396	1.15E-02
397	1.16E-02
398	1.17E-02
399	1.19E-02
400	1.20E-02
401	1.22E-02
402	1.24E-02
403	1.26E-02
404	1.29E-02
405	0.013137814
406	1.34E-02
407	1.37E-02
408	1.40E-02
409	1.44E-02
410	0.014743535
411	1.51E-02
412	0.015459925
413	1.58E-02
414	1.61E-02
415	0.016375708
416	1.66E-02
417	1.68E-02
418	1.70E-02
419	1.71E-02
420	0.017192713
421	1.73E-02
422	1.73E-02
423	1.74E-02
424	1.75E-02
425	1.76E-02
426	1.77E-02
427	1.79E-02
428	0.018112612
429	1.83E-02
430	1.85E-02
431	1.87E-02
432	1.89E-02
433	0.019080929
434	1.92E-02
435	1.93E-02
436	1.94E-02
437	1.95E-02
438	1.94E-02
439	1.93E-02
440	1.91E-02
441	1.89E-02
442	1.86E-02
443	1.82E-02
444	1.78E-02
445	1.73E-02
446	1.67E-02
447	1.61E-02
448	1.55E-02
449	1.50E-02
450	1.44E-02
451	1.39E-02
452	1.35E-02
453	1.31E-02
454	1.28E-02
455	1.25E-02
456	1.23E-02
457	1.21E-02
458	1.19E-02
459	1.17E-02
460	1.16E-02
461	1.15E-02
462	1.14E-02
463	0.011238133
464	1.11E-02
465	1.09E-02
466	1.08E-02
467	1.06E-02
468	1.04E-02
469	1.03E-02
470	1.01E-02
471	9.89E-03
472	9.74E-03
473	9.57E-03
474	9.39E-03
475	9.24E-03
476	9.11E-03
477	8.98E-03
478	8.89E-03
479	8.80E-03
480	8.72E-03
481	8.66E-03
482	8.63E-03
483	8.63E-03
484	8.62E-03
485	8.65E-03
486	8.68E-03
487	8.73E-03
488	8.79E-03
489	8.84E-03
490	8.90E-03
491	8.94E-03
492	8.98E-03
493	9.02E-03
494	9.05E-03
495	9.06E-03
496	9.04E-03
497	9.02E-03
498	8.98E-03
499	8.90E-03
500	8.78E-03
501	8.64E-03
502	8.50E-03
503	8.36E-03
504	8.17E-03
505	7.97E-03
506	7.75E-03
507	7.54E-03
508	7.30E-03
509	7.06E-03
510	6.81E-03
511	6.53E-03
512	6.27E-03
513	6.01E-03
514	5.78E-03
515	5.54E-03
516	5.28E-03
517	5.05E-03
518	4.82E-03
519	4.60E-03
520	4.40E-03
521	4.20E-03
522	4.01E-03
523	3.84E-03
524	3.67E-03
525	3.51E-03
526	3.38E-03
527	3.24E-03
528	3.14E-03
529	3.03E-03
530	2.96E-03
531	2.90E-03
532	2.85E-03
533	2.81E-03
534	2.78E-03
535	2.76E-03
536	2.74E-03
537	2.73E-03
538	2.72E-03
539	2.71E-03
540	2.70E-03
541	2.71E-03
542	2.73E-03
543	2.74E-03
544	2.76E-03
545	2.80E-03
546	2.86E-03
547	2.92E-03
548	2.99E-03
549	3.05E-03
550	3.13E-03
551	3.21E-03
552	3.30E-03
553	3.40E-03
554	3.47E-03
555	3.54E-03
556	3.61E-03
557	3.69E-03
558	3.77E-03
559	3.86E-03
560	3.96E-03
561	4.05E-03
562	4.18E-03
563	4.30E-03
564	4.44E-03
565	4.55E-03
566	4.69E-03
567	4.81E-03
568	4.93E-03
569	5.06E-03
570	5.20E-03
571	5.34E-03
572	5.48E-03
573	5.61E-03
574	5.75E-03
575	5.89E-03
576	6.03E-03
577	6.16E-03
578	6.29E-03
579	6.42E-03
580	6.56E-03
581	6.71E-03
582	6.87E-03
583	7.04E-03
584	7.18E-03
585	7.31E-03
586	7.44E-03
587	7.56E-03
588	7.68E-03
589	7.77E-03
590	7.85E-03
591	7.94E-03
592	8.04E-03
593	8.16E-03
594	8.29E-03
595	8.43E-03
596	8.55E-03
597	8.68E-03
598	8.84E-03
599	8.99E-03
600	9.16E-03
601	9.34E-03
602	9.53E-03
603	9.73E-03
604	9.97E-03
605	1.02E-02
606	1.04E-02
607	1.07E-02
608	1.10E-02
609	1.12E-02
610	1.15E-02
611	1.17E-02
612	1.20E-02
613	1.22E-02
614	1.24E-02
615	1.26E-02
616	1.29E-02
617	1.31E-02
618	1.33E-02
619	1.34E-02
620	1.36E-02
621	1.37E-02
622	1.38E-02
623	1.39E-02
624	1.39E-02
625	1.40E-02
626	1.40E-02
627	1.40E-02
628	1.41E-02
629	1.40E-02
630	1.41E-02
631	1.41E-02
632	1.40E-02
633	1.40E-02
634	1.39E-02
635	1.38E-02
636	0.013708938
637	1.36E-02
638	1.34E-02
639	1.33E-02
640	1.30E-02
641	1.28E-02
642	1.25E-02
643	1.21E-02
644	1.17E-02
645	0.011316627
646	1.09E-02
647	1.04E-02
648	9.98E-03
649	0.009595454
650	0.009222103
651	8.89E-03
652	8.59E-03
653	8.36E-03
654	8.13E-03
655	7.97E-03
656	7.92E-03
657	7.90E-03
658	7.95E-03
659	8.08E-03
660	8.27E-03
661	8.53E-03
662	8.85E-03
663	9.20E-03
664	9.59E-03
665	9.97E-03
666	1.04E-02
667	1.08E-02
668	1.12E-02
669	1.16E-02
670	1.20E-02
671	1.25E-02
672	1.28E-02
673	1.33E-02
674	1.36E-02
675	1.40E-02
676	1.44E-02
677	1.47E-02
678	1.51E-02
679	1.54E-02
680	1.56E-02
681	1.57E-02
682	1.55E-02
683	1.52E-02
684	1.47E-02
685	1.41E-02
686	1.33E-02
687	1.24E-02
688	1.15E-02
689	0.010608849
690	9.76E-03
691	8.99E-03
692	8.25E-03
693	7.53E-03
694	6.84E-03
695	6.20E-03
696	5.61E-03
697	5.16E-03
698	4.69E-03
699	4.29E-03
700	3.94E-03
701	3.70E-03
702	3.50E-03
703	3.31E-03
704	3.22E-03
705	3.12E-03
706	3.06E-03
707	0.003014822
708	3.00E-03
709	3.00E-03
710	3.01E-03
