OLIS-3D-ASCII	SySl1101
375	8.19E-03
376	8.77E-03
377	9.22E-03
378	9.57E-03
379	9.82E-03
380	9.99E-03
381	1.01E-02
382	1.02E-02
383	1.02E-02
384	1.02E-02
385	1.02E-02
386	1.02E-02
387	1.03E-02
388	1.03E-02
389	1.04E-02
390	1.06E-02
391	0.010708987
392	1.08E-02
393	1.09E-02
394	1.10E-02
395	1.12E-02
396	1.13E-02
397	1.14E-02
398	1.16E-02
399	1.17E-02
400	1.19E-02
401	0.012086736
402	1.23E-02
403	1.26E-02
404	1.29E-02
405	1.32E-02
406	0.013554416
407	1.39E-02
408	1.42E-02
409	1.45E-02
410	1.48E-02
411	1.51E-02
412	1.54E-02
413	1.57E-02
414	1.60E-02
415	1.64E-02
416	1.66E-02
417	1.68E-02
418	1.70E-02
419	1.72E-02
420	1.73E-02
421	1.74E-02
422	1.76E-02
423	1.77E-02
424	1.79E-02
425	1.81E-02
426	0.018251831
427	1.84E-02
428	1.86E-02
429	1.87E-02
430	1.89E-02
431	1.92E-02
432	1.94E-02
433	1.96E-02
434	1.98E-02
435	2.00E-02
436	2.01E-02
437	2.02E-02
438	2.02E-02
439	2.01E-02
440	1.99E-02
441	1.97E-02
442	1.94E-02
443	1.91E-02
444	1.88E-02
445	0.018338806
446	1.79E-02
447	1.74E-02
448	0.016949949
449	1.65E-02
450	1.60E-02
451	0.015637738
452	1.53E-02
453	1.50E-02
454	1.47E-02
455	1.45E-02
456	1.43E-02
457	1.41E-02
458	1.39E-02
459	1.38E-02
460	1.36E-02
461	0.013481088
462	1.33E-02
463	1.32E-02
464	1.31E-02
465	1.29E-02
466	1.27E-02
467	1.25E-02
468	0.012329182
469	1.21E-02
470	1.18E-02
471	1.16E-02
472	1.14E-02
473	1.12E-02
474	1.10E-02
475	0.010862661
476	1.07E-02
477	1.06E-02
478	1.05E-02
479	1.04E-02
480	1.03E-02
481	1.02E-02
482	1.02E-02
483	1.02E-02
484	0.010186262
485	1.02E-02
486	1.03E-02
487	1.03E-02
488	1.04E-02
489	1.05E-02
490	1.06E-02
491	1.06E-02
492	1.06E-02
493	1.07E-02
494	1.07E-02
495	1.06E-02
496	1.06E-02
497	1.05E-02
498	1.04E-02
499	1.02E-02
500	1.01E-02
501	9.92E-03
502	9.71E-03
503	9.48E-03
504	9.22E-03
505	8.94E-03
506	8.65E-03
507	8.33E-03
508	8.01E-03
509	7.67E-03
510	0.007333821
511	7.00E-03
512	6.67E-03
513	6.35E-03
514	6.03E-03
515	5.74E-03
516	5.43E-03
517	5.14E-03
518	4.86E-03
519	4.59E-03
520	4.32E-03
521	4.06E-03
522	3.82E-03
523	3.61E-03
524	3.39E-03
525	3.19E-03
526	3.01E-03
527	2.85E-03
528	2.67E-03
529	2.52E-03
530	2.39E-03
531	2.26E-03
532	2.14E-03
533	2.03E-03
534	1.93E-03
535	0.001855027
536	1.78E-03
537	0.001699857
538	1.63E-03
539	1.55E-03
540	1.49E-03
541	1.43E-03
542	1.37E-03
543	1.32E-03
544	1.27E-03
545	1.22E-03
546	1.18E-03
547	1.16E-03
548	1.14E-03
549	1.11E-03
550	1.11E-03
551	1.08E-03
552	1.09E-03
553	1.08E-03
554	1.06E-03
555	1.05E-03
556	1.04E-03
557	1.02E-03
558	1.00E-03
559	9.91E-04
560	1.00E-03
561	1.03E-03
562	1.06E-03
563	1.07E-03
564	1.09E-03
565	1.11E-03
566	1.13E-03
567	1.14E-03
568	1.16E-03
569	1.17E-03
570	1.20E-03
571	1.24E-03
572	1.29E-03
573	1.34E-03
574	1.38E-03
575	1.41E-03
576	1.46E-03
577	1.50E-03
578	1.53E-03
579	1.57E-03
580	1.62E-03
581	1.66E-03
582	1.71E-03
583	1.73E-03
584	1.75E-03
585	1.76E-03
586	1.79E-03
587	1.81E-03
588	1.83E-03
589	1.84E-03
590	1.87E-03
591	1.91E-03
592	1.96E-03
593	1.97E-03
594	1.98E-03
595	1.99E-03
596	2.01E-03
597	2.02E-03
598	2.03E-03
599	2.03E-03
600	2.03E-03
601	2.04E-03
602	2.09E-03
603	2.13E-03
604	2.16E-03
605	2.19E-03
606	2.25E-03
607	2.31E-03
608	2.38E-03
609	2.44E-03
610	2.51E-03
611	2.56E-03
612	2.65E-03
613	2.71E-03
614	2.79E-03
615	2.86E-03
616	2.93E-03
617	3.00E-03
618	3.07E-03
619	3.11E-03
620	3.17E-03
621	3.22E-03
622	3.25E-03
623	3.28E-03
624	3.33E-03
625	3.33E-03
626	3.37E-03
627	3.41E-03
628	3.43E-03
629	3.47E-03
630	3.46E-03
631	3.46E-03
632	3.48E-03
633	3.46E-03
634	3.42E-03
635	3.39E-03
636	3.33E-03
637	3.30E-03
638	3.27E-03
639	3.24E-03
640	3.21E-03
641	3.18E-03
642	3.13E-03
643	3.10E-03
644	3.08E-03
645	0.003045318
646	3.02E-03
647	3.03E-03
648	3.03E-03
649	3.05E-03
650	3.08E-03
651	3.16E-03
652	3.26E-03
653	3.36E-03
654	3.50E-03
655	3.67E-03
656	3.88E-03
657	4.13E-03
658	4.42E-03
659	4.76E-03
660	5.14E-03
661	5.54E-03
662	6.01E-03
663	6.49E-03
664	6.97E-03
665	7.47E-03
666	8.00E-03
667	8.51E-03
668	9.01E-03
669	9.47E-03
670	9.92E-03
671	1.04E-02
672	1.08E-02
673	1.13E-02
674	1.18E-02
675	1.22E-02
676	0.012567126
677	1.30E-02
678	1.33E-02
679	1.36E-02
680	1.37E-02
681	1.37E-02
682	1.35E-02
683	1.31E-02
684	1.26E-02
685	1.21E-02
686	1.14E-02
687	1.07E-02
688	9.91E-03
689	9.19E-03
690	8.49E-03
691	7.81E-03
692	7.16E-03
693	6.49E-03
694	5.91E-03
695	5.31E-03
696	4.87E-03
697	4.44E-03
698	4.04E-03
699	3.70E-03
700	3.36E-03
701	3.05E-03
702	2.81E-03
703	2.60E-03
704	2.41E-03
705	2.25E-03
706	2.12E-03
707	2.03E-03
708	1.98E-03
709	1.96E-03
710	1.98E-03
