OLIS-3D-ASCII	SySl1316							
375	9.99E-03							
376	1.02E-02							
377	1.05E-02							
378	1.07E-02							
379	0.010838012							
380	1.10E-02							
381	1.11E-02							
382	0.011243014							
383	1.13E-02							
384	1.13E-02							
385	1.14E-02							
386	1.14E-02							
387	1.14E-02							
388	1.15E-02							
389	1.15E-02							
390	1.15E-02							
391	1.15E-02							
392	1.16E-02							
393	1.17E-02							
394	0.011817437							
395	1.19E-02							
396	1.21E-02							
397	1.23E-02							
398	0.012418583							
399	1.25E-02							
400	1.27E-02							
401	1.28E-02							
402	1.30E-02							
403	0.013118157							
404	1.33E-02							
405	1.36E-02							
406	1.38E-02							
407	1.41E-02							
408	1.44E-02							
409	1.47E-02							
410	1.50E-02							
411	1.53E-02							
412	0.015655042							
413	1.60E-02							
414	1.62E-02							
415	1.65E-02							
416	1.67E-02							
417	1.69E-02							
418	1.70E-02							
419	1.71E-02							
420	1.73E-02							
421	1.74E-02							
422	1.76E-02							
423	1.78E-02							
424	1.80E-02							
425	1.82E-02							
426	0.018374589							
427	1.86E-02							
428	1.87E-02							
429	1.89E-02							
430	0.019082897							
431	1.93E-02							
432	1.95E-02							
433	1.97E-02							
434	1.99E-02							
435	0.020029976							
436	2.01E-02							
437	2.02E-02							
438	0.020260567							
439	2.02E-02							
440	2.01E-02							
441	2.00E-02							
442	0.019798215							
443	1.96E-02							
444	0.019350326							
445	1.91E-02							
446	1.88E-02							
447	1.84E-02							
448	1.81E-02							
449	1.78E-02							
450	0.017519528							
451	0.017226967							
452	1.70E-02							
453	1.68E-02							
454	1.66E-02							
455	0.016475495							
456	1.64E-02							
457	1.62E-02							
458	1.61E-02							
459	1.60E-02							
460	1.59E-02							
461	1.58E-02							
462	1.57E-02							
463	1.55E-02							
464	1.53E-02							
465	1.51E-02							
466	1.49E-02							
467	1.46E-02							
468	1.44E-02							
469	1.41E-02							
470	1.39E-02							
471	1.36E-02							
472	1.34E-02							
473	1.32E-02							
474	1.30E-02							
475	1.28E-02							
476	1.27E-02							
477	1.26E-02							
478	1.25E-02							
479	1.24E-02							
480	1.24E-02							
481	1.24E-02							
482	1.24E-02							
483	1.24E-02							
484	1.25E-02							
485	1.26E-02							
486	1.27E-02							
487	1.28E-02							
488	0.012905314							
489	1.30E-02							
490	0.013001998							
491	1.31E-02							
492	1.31E-02							
493	1.31E-02							
494	0.013007387							
495	1.29E-02							
496	1.28E-02							
497	1.27E-02							
498	1.25E-02							
499	1.23E-02							
500	1.21E-02							
501	1.18E-02							
502	1.15E-02							
503	1.12E-02							
504	1.09E-02							
505	1.05E-02							
506	1.01E-02							
507	9.79E-03							
508	9.42E-03							
509	9.05E-03							
510	8.71E-03							
511	8.37E-03							
512	8.03E-03							
513	7.70E-03							
514	7.39E-03							
515	7.10E-03							
516	6.82E-03							
517	6.55E-03							
518	6.28E-03							
519	6.04E-03							
520	5.80E-03							
521	5.60E-03							
522	5.39E-03							
523	5.19E-03							
524	4.99E-03							
525	4.81E-03							
526	4.65E-03							
527	4.49E-03							
528	4.33E-03							
529	4.18E-03							
530	4.04E-03							
531	3.90E-03							
532	3.76E-03							
533	3.62E-03							
534	3.47E-03							
535	3.32E-03							
536	3.17E-03							
537	3.03E-03							
538	2.89E-03							
539	2.75E-03							
540	2.60E-03							
541	2.47E-03							
542	2.36E-03							
543	2.25E-03							
544	2.14E-03							
545	2.05E-03							
