OLIS-3D-ASCII	SySl1034							
375	4.45E-03							
376	4.59E-03							
377	4.72E-03							
378	4.84E-03							
379	4.94E-03							
380	5.03E-03							
381	5.11E-03							
382	5.16E-03							
383	5.23E-03							
384	5.25E-03							
385	5.30E-03							
386	5.31E-03							
387	5.38E-03							
388	5.41E-03							
389	5.46E-03							
390	5.46E-03							
391	5.51E-03							
392	5.50E-03							
393	5.58E-03							
394	5.62E-03							
395	5.60E-03							
396	5.60E-03							
397	5.69E-03							
398	5.71E-03							
399	5.78E-03							
400	5.83E-03							
401	5.89E-03							
402	5.92E-03							
403	5.97E-03							
404	6.06E-03							
405	6.17E-03							
406	6.27E-03							
407	6.38E-03							
408	6.54E-03							
409	6.68E-03							
410	6.82E-03							
411	7.00E-03							
412	7.13E-03							
413	7.26E-03							
414	7.41E-03							
415	7.51E-03							
416	7.61E-03							
417	7.69E-03							
418	7.74E-03							
419	7.77E-03							
420	7.82E-03							
421	7.83E-03							
422	7.84E-03							
423	7.85E-03							
424	7.85E-03							
425	7.91E-03							
426	7.95E-03							
427	8.00E-03							
428	8.05E-03							
429	8.10E-03							
430	8.15E-03							
431	8.25E-03							
432	8.34E-03							
433	8.40E-03							
434	8.44E-03							
435	8.51E-03							
436	8.54E-03							
437	8.57E-03							
438	8.56E-03							
439	8.52E-03							
440	8.44E-03							
441	8.34E-03							
442	8.21E-03							
443	8.05E-03							
444	7.82E-03							
445	7.55E-03							
446	7.26E-03							
447	6.98E-03							
448	6.68E-03							
449	6.42E-03							
450	6.17E-03							
451	5.94E-03							
452	5.74E-03							
453	5.57E-03							
454	5.43E-03							
455	5.31E-03							
456	5.21E-03							
457	5.13E-03							
458	5.07E-03							
459	5.00E-03							
460	4.94E-03							
461	4.90E-03							
462	4.85E-03							
463	4.81E-03							
464	4.77E-03							
465	4.71E-03							
466	4.66E-03							
467	4.61E-03							
468	4.56E-03							
469	4.52E-03							
470	4.46E-03							
471	4.40E-03							
472	4.36E-03							
473	4.33E-03							
474	4.29E-03							
475	4.26E-03							
476	4.23E-03							
477	4.20E-03							
478	4.18E-03							
479	4.17E-03							
480	4.17E-03							
481	4.18E-03							
482	4.21E-03							
483	4.24E-03							
484	4.29E-03							
485	4.35E-03							
486	4.40E-03							
487	4.47E-03							
488	4.55E-03							
489	4.64E-03							
490	4.73E-03							
491	4.82E-03							
492	4.91E-03							
493	4.99E-03							
494	5.10E-03							
495	5.18E-03							
496	5.26E-03							
497	5.34E-03							
498	5.42E-03							
499	5.51E-03							
500	5.60E-03							
501	5.69E-03							
502	5.78E-03							
503	5.85E-03							
504	5.91E-03							
505	5.98E-03							
506	6.04E-03							
507	6.09E-03							
508	6.14E-03							
509	6.20E-03							
510	6.26E-03							
511	6.33E-03							
512	6.43E-03							
513	6.54E-03							
514	6.68E-03							
515	6.81E-03							
516	6.93E-03							
517	7.07E-03							
518	7.20E-03							
519	7.32E-03							
520	7.44E-03							
521	7.57E-03							
522	7.68E-03							
523	7.80E-03							
524	7.92E-03							
525	8.05E-03							
526	8.20E-03							
527	8.33E-03							
528	8.46E-03							
529	8.61E-03							
530	8.76E-03							
531	8.88E-03							
532	9.03E-03							
533	9.17E-03							
534	9.31E-03							
535	9.45E-03							
536	9.56E-03							
537	9.69E-03							
538	9.82E-03							
539	9.96E-03							
540	1.01E-02							
541	1.02E-02							
542	1.04E-02							
543	1.05E-02							
544	1.07E-02							
545	1.08E-02							
546	1.10E-02							
547	1.11E-02							
548	1.13E-02							
549	1.14E-02							
550	1.16E-02							
551	0.011699855							
552	1.18E-02							
553	1.19E-02							
554	1.21E-02							
555	1.22E-02							
556	1.23E-02							
557	1.25E-02							
558	1.26E-02							
559	1.28E-02							
560	1.29E-02							
561	1.31E-02							
562	1.33E-02							
563	1.34E-02							
564	1.36E-02							
565	1.37E-02							
566	1.38E-02							
567	1.39E-02							
568	1.39E-02							
569	1.38E-02							
570	0.013612972							
571	1.33E-02							
572	1.29E-02							
573	1.24E-02							
574	1.18E-02							
575	1.11E-02							
576	1.04E-02							
577	9.56E-03							
578	8.77E-03							
579	8.00E-03							
580	7.27E-03							
581	6.60E-03							
582	5.98E-03							
583	5.43E-03							
584	4.93E-03							
585	4.50E-03							
586	4.15E-03							
587	0.003829634							
588	3.56E-03							
589	3.34E-03							
590	3.18E-03							
591	3.04E-03							
592	2.93E-03							
593	2.87E-03							
594	2.81E-03							
595	2.74E-03							
596	2.68E-03							
597	2.63E-03							
598	2.60E-03							
599	2.56E-03							
600	2.53E-03							
601	2.50E-03							
602	0.002485598							
603	2.48E-03							
604	2.48E-03							
605	2.49E-03							
606	2.49E-03							
607	2.50E-03							
608	2.52E-03							
609	2.54E-03							
610	2.56E-03							
611	2.57E-03							
612	2.59E-03							
613	2.62E-03							
614	0.002647321							
615	2.68E-03							
616	2.69E-03							
617	2.71E-03							
618	2.73E-03							
619	2.76E-03							
620	2.78E-03							
621	2.78E-03							
622	2.79E-03							
623	2.80E-03							
624	2.83E-03							
625	2.87E-03							
626	2.87E-03							
627	2.86E-03							
628	2.84E-03							
629	2.83E-03							
630	2.82E-03							
631	2.78E-03							
632	2.74E-03							
633	2.69E-03							
634	2.68E-03							
635	2.68E-03							
636	2.68E-03							
637	2.66E-03							
638	2.64E-03							
639	2.60E-03							
640	2.59E-03							
641	2.57E-03							
642	2.54E-03							
643	2.48E-03							
644	2.47E-03							
645	2.44E-03							
646	2.45E-03							
647	2.44E-03							
648	2.42E-03							
649	2.43E-03							
650	2.45E-03							
651	2.48E-03							
652	2.54E-03							
653	2.60E-03							
654	2.66E-03							
655	2.75E-03							
656	2.85E-03							
657	2.98E-03							
658	3.12E-03							
659	3.29E-03							
660	3.48E-03							
661	3.68E-03							
662	3.90E-03							
663	4.15E-03							
664	4.38E-03							
665	4.65E-03							
666	4.91E-03							
667	5.14E-03							
668	5.34E-03							
669	5.59E-03							
670	5.80E-03							
671	6.05E-03							
672	6.24E-03							
673	6.44E-03							
674	6.64E-03							
675	6.86E-03							
676	7.06E-03							
677	7.31E-03							
678	7.53E-03							
679	7.72E-03							
680	7.83E-03							
681	7.89E-03							
682	7.81E-03							
683	7.70E-03							
684	7.42E-03							
685	7.11E-03							
686	6.65E-03							
687	6.19E-03							
688	5.74E-03							
689	5.32E-03							
690	4.92E-03							
691	4.53E-03							
692	4.16E-03							
693	3.81E-03							
694	3.53E-03							
695	3.28E-03							
696	3.05E-03							
697	2.80E-03							
698	2.52E-03							
699	2.39E-03							
700	2.23E-03							
701	2.06E-03							
702	1.96E-03							
703	1.89E-03							
704	1.80E-03							
705	1.74E-03							
706	0.001671733							
707	0.00157801							
708	1.45E-03							
709	1.26E-03							
710	1.01E-03							
