OLIS-3D-ASCII	SySl1178							
375	5.14E-03							
376	4.89E-03							
377	4.77E-03							
378	4.76E-03							
379	4.84E-03							
380	4.97E-03							
381	5.14E-03							
382	5.24E-03							
383	5.41E-03							
384	5.51E-03							
385	5.66E-03							
386	5.70E-03							
387	5.73E-03							
388	5.75E-03							
389	5.71E-03							
390	5.83E-03							
391	5.90E-03							
392	5.96E-03							
393	6.03E-03							
394	6.08E-03							
395	6.20E-03							
396	6.28E-03							
397	6.35E-03							
398	6.45E-03							
399	6.57E-03							
400	6.74E-03							
401	6.94E-03							
402	7.15E-03							
403	7.33E-03							
404	7.54E-03							
405	7.77E-03							
406	7.96E-03							
407	8.16E-03							
408	8.33E-03							
409	8.50E-03							
410	8.72E-03							
411	8.95E-03							
412	9.18E-03							
413	9.44E-03							
414	9.65E-03							
415	9.85E-03							
416	1.00E-02							
417	1.02E-02							
418	1.04E-02							
419	0.010520958							
420	1.07E-02							
421	1.08E-02							
422	1.09E-02							
423	1.10E-02							
424	1.11E-02							
425	1.12E-02							
426	1.13E-02							
427	0.011408964							
428	1.15E-02							
429	1.17E-02							
430	0.011867928							
431	1.21E-02							
432	1.23E-02							
433	1.24E-02							
434	1.25E-02							
435	1.26E-02							
436	0.012729264							
437	0.012798732							
438	1.28E-02							
439	1.28E-02							
440	1.27E-02							
441	0.012604219							
442	1.25E-02							
443	1.23E-02							
444	1.21E-02							
445	1.18E-02							
446	1.16E-02							
447	1.13E-02							
448	1.10E-02							
449	1.07E-02							
450	0.01046824							
451	1.02E-02							
452	1.00E-02							
453	9.83E-03							
454	9.67E-03							
455	9.53E-03							
456	9.42E-03							
457	9.31E-03							
458	9.22E-03							
459	9.14E-03							
460	9.07E-03							
461	9.00E-03							
462	8.92E-03							
463	8.82E-03							
464	8.74E-03							
465	8.65E-03							
466	8.54E-03							
467	8.39E-03							
468	8.26E-03							
469	8.09E-03							
470	7.95E-03							
471	7.82E-03							
472	7.70E-03							
473	7.59E-03							
474	7.49E-03							
475	7.41E-03							
476	7.34E-03							
477	7.27E-03							
