OLIS-3D-ASCII	SySl1082							
375	1.33E-03							
376	1.38E-03							
377	1.43E-03							
378	1.47E-03							
379	1.50E-03							
380	1.52E-03							
381	1.53E-03							
382	1.53E-03							
383	1.50E-03							
384	1.51E-03							
385	1.47E-03							
386	1.46E-03							
387	1.39E-03							
388	1.38E-03							
389	1.41E-03							
390	1.41E-03							
391	1.44E-03							
392	1.42E-03							
393	1.36E-03							
394	1.40E-03							
395	1.37E-03							
396	1.35E-03							
397	1.35E-03							
398	1.38E-03							
399	1.40E-03							
400	1.44E-03							
401	1.43E-03							
402	1.45E-03							
403	1.41E-03							
404	1.37E-03							
405	1.37E-03							
406	1.40E-03							
407	1.38E-03							
408	1.41E-03							
409	1.49E-03							
410	1.54E-03							
411	1.62E-03							
412	1.66E-03							
413	1.68E-03							
414	1.72E-03							
415	1.71E-03							
416	1.71E-03							
417	1.71E-03							
418	1.71E-03							
419	1.70E-03							
420	1.72E-03							
421	1.73E-03							
422	1.74E-03							
423	1.75E-03							
424	1.76E-03							
425	1.77E-03							
426	1.78E-03							
427	1.78E-03							
428	1.77E-03							
429	1.77E-03							
430	1.77E-03							
431	1.76E-03							
432	1.76E-03							
433	1.76E-03							
434	1.78E-03							
435	1.79E-03							
436	1.82E-03							
437	1.82E-03							
438	1.84E-03							
439	1.82E-03							
440	1.80E-03							
441	1.76E-03							
442	1.71E-03							
443	1.67E-03							
444	1.62E-03							
445	1.56E-03							
446	1.51E-03							
447	1.45E-03							
448	1.39E-03							
449	1.32E-03							
450	1.29E-03							
451	1.22E-03							
452	1.18E-03							
453	1.14E-03							
454	1.08E-03							
455	1.07E-03							
456	1.05E-03							
457	1.02E-03							
458	1.01E-03							
459	9.89E-04							
460	9.77E-04							
461	9.74E-04							
462	9.88E-04							
463	9.64E-04							
464	9.59E-04							
465	9.44E-04							
466	0.00092179							
467	9.15E-04							
468	9.07E-04							
469	8.87E-04							
470	8.67E-04							
471	8.49E-04							
472	8.35E-04							
473	8.29E-04							
474	8.20E-04							
475	7.93E-04							
476	7.88E-04							
477	7.82E-04							
478	7.71E-04							
479	7.70E-04							
480	7.75E-04							
481	7.72E-04							
482	7.56E-04							
483	7.45E-04							
484	7.35E-04							
485	7.30E-04							
486	7.22E-04							
487	7.19E-04							
488	7.17E-04							
489	7.36E-04							
490	7.41E-04							
491	7.54E-04							
492	7.62E-04							
493	7.72E-04							
494	7.74E-04							
495	7.73E-04							
496	7.65E-04							
497	7.61E-04							
498	7.62E-04							
499	7.66E-04							
500	7.55E-04							
501	7.65E-04							
502	7.65E-04							
503	7.66E-04							
504	7.68E-04							
505	7.54E-04							
506	7.44E-04							
507	7.22E-04							
508	6.96E-04							
509	6.77E-04							
510	6.63E-04							
511	6.57E-04							
512	6.28E-04							
513	6.15E-04							
514	5.94E-04							
515	5.81E-04							
516	5.63E-04							
517	5.44E-04							
518	5.27E-04							
519	4.97E-04							
520	4.70E-04							
521	4.58E-04							
522	4.41E-04							
523	4.31E-04							
524	4.07E-04							
525	3.88E-04							
526	3.81E-04							
527	3.86E-04							
528	3.89E-04							
529	3.86E-04							
530	3.83E-04							
531	3.78E-04							
532	3.71E-04							
533	3.69E-04							
534	3.52E-04							
535	3.38E-04							
536	3.33E-04							
537	3.23E-04							
538	3.28E-04							
539	3.29E-04							
540	3.43E-04							
541	3.41E-04							
542	3.56E-04							
543	3.67E-04							
544	3.73E-04							
545	3.87E-04							
546	3.98E-04							
547	3.93E-04							
548	4.04E-04							
549	3.99E-04							
550	4.03E-04							
551	4.13E-04							
552	4.25E-04							
553	4.28E-04							
554	4.39E-04							
555	4.51E-04							
556	4.64E-04							
557	4.80E-04							
558	4.95E-04							
559	4.97E-04							
560	5.32E-04							
561	5.42E-04							
562	5.63E-04							
563	5.74E-04							
564	5.79E-04							
565	5.99E-04							
566	6.20E-04							
567	6.31E-04							
568	6.44E-04							
569	6.39E-04							
570	6.52E-04							
571	6.72E-04							
572	6.99E-04							
573	7.02E-04							
574	7.14E-04							
575	7.23E-04							
576	7.31E-04							
577	7.50E-04							
578	7.65E-04							
579	7.76E-04							
580	7.86E-04							
581	7.86E-04							
582	8.21E-04							
583	8.48E-04							
584	8.62E-04							
585	8.77E-04							
586	8.92E-04							
587	9.15E-04							
588	9.23E-04							
589	9.27E-04							
590	9.45E-04							
591	9.66E-04							
592	9.78E-04							
593	1.00E-03							
594	1.03E-03							
595	1.04E-03							
596	1.05E-03							
597	1.07E-03							
598	1.08E-03							
599	1.09E-03							
600	1.10E-03							
601	1.10E-03							
602	1.12E-03							
603	1.14E-03							
604	1.16E-03							
605	1.19E-03							
606	1.22E-03							
607	1.24E-03							
608	1.27E-03							
609	1.30E-03							
610	1.32E-03							
611	1.34E-03							
612	1.36E-03							
613	1.38E-03							
614	1.40E-03							
615	1.42E-03							
616	1.44E-03							
617	1.47E-03							
618	0.001482134							
619	1.50E-03							
620	1.52E-03							
621	1.55E-03							
622	1.57E-03							
623	1.58E-03							
624	1.60E-03							
625	1.60E-03							
626	1.62E-03							
627	1.63E-03							
628	1.63E-03							
629	1.63E-03							
630	1.63E-03							
631	1.63E-03							
632	1.62E-03							
633	1.60E-03							
634	1.58E-03							
635	1.57E-03							
636	1.54E-03							
637	1.52E-03							
638	1.52E-03							
639	1.50E-03							
640	1.48E-03							
641	1.46E-03							
642	1.42E-03							
643	1.39E-03							
644	1.33E-03							
645	1.29E-03							
646	1.24E-03							
647	1.19E-03							
648	1.12E-03							
649	1.09E-03							
650	1.06E-03							
651	1.00E-03							
652	9.68E-04							
653	9.34E-04							
654	9.04E-04							
655	9.08E-04							
656	8.99E-04							
657	8.92E-04							
658	9.13E-04							
659	9.26E-04							
660	9.60E-04							
661	1.02E-03							
662	1.06E-03							
663	1.11E-03							
664	1.17E-03							
665	1.20E-03							
666	1.26E-03							
667	1.33E-03							
668	1.36E-03							
669	1.39E-03							
670	1.44E-03							
671	1.50E-03							
672	1.56E-03							
673	1.63E-03							
674	1.69E-03							
675	1.75E-03							
676	1.79E-03							
677	1.81E-03							
678	1.84E-03							
679	1.89E-03							
680	1.85E-03							
681	1.80E-03							
682	1.79E-03							
683	1.77E-03							
684	1.72E-03							
685	1.69E-03							
686	1.59E-03							
687	1.51E-03							
688	1.42E-03							
689	1.32E-03							
690	1.22E-03							
691	1.17E-03							
692	1.04E-03							
693	9.78E-04							
694	9.20E-04							
695	8.69E-04							
696	8.62E-04							
697	8.58E-04							
698	7.86E-04							
699	7.51E-04							
700	6.78E-04							
701	6.98E-04							
702	6.27E-04							
703	5.87E-04							
704	5.23E-04							
705	4.61E-04							
706	3.95E-04							
707	3.24E-04							
708	2.49E-04							
709	1.71E-04							
710	8.91E-05							
