OLIS-3D-ASCII	SySl1083
375	3.20E-03
376	3.31E-03
377	3.41E-03
378	3.50E-03
379	3.58E-03
380	3.64E-03
381	3.69E-03
382	3.68E-03
383	3.73E-03
384	3.73E-03
385	3.70E-03
386	3.63E-03
387	3.57E-03
388	3.56E-03
389	3.58E-03
390	3.56E-03
391	3.54E-03
392	3.53E-03
393	3.48E-03
394	3.50E-03
395	3.49E-03
396	3.47E-03
397	3.49E-03
398	3.52E-03
399	3.61E-03
400	3.67E-03
401	3.71E-03
402	3.77E-03
403	3.81E-03
404	3.85E-03
405	3.89E-03
406	3.97E-03
407	3.99E-03
408	0.004056926
409	4.14E-03
410	4.22E-03
411	4.29E-03
412	4.36E-03
413	4.45E-03
414	4.52E-03
415	4.57E-03
416	4.60E-03
417	4.62E-03
418	4.68E-03
419	4.69E-03
420	4.71E-03
421	4.72E-03
422	4.73E-03
423	4.72E-03
424	4.77E-03
425	4.78E-03
426	4.79E-03
427	4.81E-03
428	4.82E-03
429	4.83E-03
430	4.89E-03
431	4.91E-03
432	4.93E-03
433	4.97E-03
434	5.00E-03
435	5.05E-03
436	5.10E-03
437	5.10E-03
438	5.10E-03
439	5.07E-03
440	5.02E-03
441	4.95E-03
442	4.86E-03
443	4.75E-03
444	4.63E-03
445	4.49E-03
446	4.34E-03
447	4.17E-03
448	3.99E-03
449	3.81E-03
450	3.67E-03
451	3.51E-03
452	3.38E-03
453	3.27E-03
454	3.17E-03
455	3.10E-03
456	3.02E-03
457	2.96E-03
458	2.90E-03
459	2.84E-03
460	2.80E-03
461	2.76E-03
462	2.75E-03
463	2.71E-03
464	2.67E-03
465	2.64E-03
466	2.59E-03
467	2.57E-03
468	2.53E-03
469	2.51E-03
470	2.46E-03
471	2.41E-03
472	2.36E-03
473	2.32E-03
474	2.28E-03
475	2.23E-03
476	2.20E-03
477	2.16E-03
478	2.12E-03
479	2.11E-03
480	2.10E-03
481	2.09E-03
482	2.06E-03
483	2.04E-03
484	2.04E-03
485	2.04E-03
486	2.06E-03
487	2.07E-03
488	2.09E-03
489	2.11E-03
490	2.12E-03
491	2.14E-03
492	2.16E-03
493	2.17E-03
494	2.17E-03
495	0.002164119
496	2.17E-03
497	2.16E-03
498	2.16E-03
499	2.15E-03
500	2.13E-03
501	2.12E-03
502	2.10E-03
503	2.09E-03
504	2.07E-03
505	2.03E-03
506	1.98E-03
507	1.93E-03
508	1.88E-03
509	1.82E-03
510	1.76E-03
511	1.71E-03
512	1.63E-03
513	1.56E-03
514	1.50E-03
515	1.45E-03
516	1.39E-03
517	1.33E-03
518	1.26E-03
519	1.19E-03
520	1.14E-03
521	1.09E-03
522	1.05E-03
523	1.01E-03
524	9.56E-04
525	9.23E-04
526	8.94E-04
527	8.83E-04
528	8.60E-04
529	8.37E-04
530	8.15E-04
531	7.97E-04
532	7.88E-04
533	7.72E-04
534	7.59E-04
535	7.60E-04
536	7.54E-04
537	7.57E-04
538	7.62E-04
539	7.70E-04
540	7.79E-04
541	7.86E-04
542	8.02E-04
543	8.22E-04
544	8.29E-04
545	8.46E-04
546	8.63E-04
547	8.65E-04
548	8.81E-04
549	8.94E-04
550	9.11E-04
551	9.32E-04
552	9.60E-04
553	9.86E-04
554	1.02E-03
555	1.07E-03
556	1.09E-03
557	1.12E-03
558	1.15E-03
559	1.17E-03
560	1.21E-03
561	1.24E-03
562	1.28E-03
563	1.30E-03
564	1.34E-03
565	1.38E-03
566	1.42E-03
567	1.45E-03
568	1.48E-03
569	1.52E-03
570	1.55E-03
571	1.58E-03
572	1.63E-03
573	1.65E-03
574	1.70E-03
575	1.73E-03
576	1.77E-03
577	1.81E-03
578	1.84E-03
579	1.88E-03
580	1.93E-03
581	1.96E-03
582	2.02E-03
583	2.05E-03
584	2.09E-03
585	2.15E-03
586	2.18E-03
587	2.22E-03
588	2.24E-03
589	2.27E-03
590	2.30E-03
591	2.33E-03
592	2.36E-03
593	2.39E-03
594	2.42E-03
595	2.46E-03
596	2.49E-03
597	2.54E-03
598	2.57E-03
599	2.62E-03
600	2.66E-03
601	2.72E-03
602	2.77E-03
603	2.82E-03
604	2.87E-03
605	2.94E-03
606	3.00E-03
607	3.08E-03
608	3.14E-03
609	3.22E-03
610	3.29E-03
611	3.35E-03
612	3.42E-03
613	3.48E-03
614	3.53E-03
615	0.003587035
616	3.64E-03
617	3.70E-03
618	3.76E-03
619	3.83E-03
620	3.88E-03
621	3.93E-03
622	3.96E-03
623	3.98E-03
624	4.00E-03
625	4.01E-03
626	4.01E-03
627	4.02E-03
628	4.03E-03
629	4.05E-03
630	4.05E-03
631	4.04E-03
632	4.02E-03
633	4.00E-03
634	3.97E-03
635	3.94E-03
636	3.90E-03
637	3.86E-03
638	3.81E-03
639	3.75E-03
640	3.68E-03
641	3.60E-03
642	3.50E-03
643	3.40E-03
644	3.29E-03
645	3.19E-03
646	3.07E-03
647	2.95E-03
648	2.82E-03
649	2.72E-03
650	2.61E-03
651	2.49E-03
652	2.42E-03
653	2.35E-03
654	2.30E-03
655	2.29E-03
656	2.29E-03
657	2.29E-03
658	2.31E-03
659	2.36E-03
660	2.43E-03
661	2.52E-03
662	2.62E-03
663	2.74E-03
664	2.87E-03
665	3.00E-03
666	3.14E-03
667	3.30E-03
668	3.44E-03
669	3.57E-03
670	3.74E-03
671	3.88E-03
672	4.03E-03
673	4.16E-03
674	4.32E-03
675	4.44E-03
676	4.55E-03
677	4.67E-03
678	4.78E-03
679	4.88E-03
680	4.91E-03
681	4.88E-03
682	4.84E-03
683	0.004714596
684	4.60E-03
685	4.40E-03
686	4.17E-03
687	3.89E-03
688	3.62E-03
689	3.33E-03
690	3.09E-03
691	2.89E-03
692	2.65E-03
693	2.41E-03
694	2.24E-03
695	2.10E-03
696	2.00E-03
697	1.82E-03
698	1.67E-03
699	1.53E-03
700	1.38E-03
701	1.24E-03
702	1.19E-03
703	1.05E-03
704	9.48E-04
705	8.65E-04
706	7.90E-04
707	7.19E-04
708	6.51E-04
709	5.83E-04
710	5.12E-04
