OLIS-3D-ASCII	SySl1069
375	4.38E-03
376	4.42E-03
377	4.55E-03
378	4.74E-03
379	4.99E-03
380	5.26E-03
381	5.55E-03
382	5.88E-03
383	6.06E-03
384	6.15E-03
385	6.31E-03
386	6.38E-03
387	6.50E-03
388	6.57E-03
389	6.66E-03
390	6.71E-03
391	6.82E-03
392	6.91E-03
393	7.02E-03
394	7.18E-03
395	7.29E-03
396	7.45E-03
397	7.64E-03
398	7.84E-03
399	8.08E-03
400	8.30E-03
401	8.56E-03
402	8.82E-03
403	9.06E-03
404	9.31E-03
405	9.61E-03
406	9.93E-03
407	1.02E-02
408	1.05E-02
409	1.08E-02
410	1.11E-02
411	1.14E-02
412	0.011689265
413	1.20E-02
414	1.23E-02
415	1.25E-02
416	1.27E-02
417	1.29E-02
418	1.31E-02
419	1.32E-02
420	1.33E-02
421	0.013399608
422	1.35E-02
423	1.36E-02
424	1.38E-02
425	1.39E-02
426	1.40E-02
427	1.42E-02
428	1.43E-02
429	1.44E-02
430	1.46E-02
431	1.48E-02
432	1.50E-02
433	1.52E-02
434	1.53E-02
435	1.55E-02
436	1.56E-02
437	0.015605245
438	1.56E-02
439	1.55E-02
440	1.54E-02
441	1.52E-02
442	1.50E-02
443	1.46E-02
444	1.43E-02
445	1.39E-02
446	0.013421505
447	1.30E-02
448	1.25E-02
449	1.21E-02
450	1.17E-02
451	1.13E-02
452	1.10E-02
453	0.010721769
454	1.05E-02
455	1.03E-02
456	1.02E-02
457	1.00E-02
458	9.89E-03
459	9.79E-03
460	9.69E-03
461	9.57E-03
462	9.46E-03
463	9.37E-03
464	9.27E-03
465	9.17E-03
466	9.04E-03
467	8.91E-03
468	8.77E-03
469	8.63E-03
470	8.52E-03
471	8.40E-03
472	8.27E-03
473	8.14E-03
474	8.04E-03
475	7.95E-03
476	7.86E-03
477	7.78E-03
478	7.71E-03
479	7.67E-03
480	7.63E-03
481	7.63E-03
482	7.65E-03
483	7.69E-03
484	7.75E-03
485	7.84E-03
486	7.92E-03
487	8.02E-03
488	8.13E-03
489	8.23E-03
490	8.33E-03
491	8.44E-03
492	8.54E-03
493	8.64E-03
494	8.75E-03
495	8.85E-03
496	8.92E-03
497	8.99E-03
498	9.01E-03
499	9.02E-03
500	9.01E-03
501	9.00E-03
502	8.97E-03
503	8.96E-03
504	8.92E-03
505	8.88E-03
506	8.84E-03
507	8.79E-03
508	8.72E-03
509	8.64E-03
510	8.57E-03
511	8.49E-03
512	8.42E-03
513	8.39E-03
514	8.34E-03
515	8.33E-03
516	8.32E-03
517	8.32E-03
518	8.34E-03
519	8.35E-03
520	8.37E-03
521	8.39E-03
522	8.45E-03
523	8.48E-03
524	8.53E-03
525	8.60E-03
526	0.008666774
527	8.73E-03
528	8.82E-03
529	8.90E-03
530	8.98E-03
531	9.07E-03
532	9.17E-03
533	9.26E-03
534	9.37E-03
535	9.48E-03
536	9.60E-03
537	9.74E-03
538	9.87E-03
539	1.00E-02
540	1.01E-02
541	1.03E-02
542	1.04E-02
543	1.06E-02
544	1.07E-02
545	1.09E-02
546	1.10E-02
547	1.12E-02
548	1.14E-02
549	1.15E-02
550	0.011639645
551	1.18E-02
552	1.19E-02
553	1.21E-02
554	1.22E-02
555	1.23E-02
556	1.25E-02
557	1.27E-02
558	1.28E-02
559	1.30E-02
560	1.32E-02
561	1.34E-02
562	1.36E-02
563	1.37E-02
564	0.013922232
565	1.41E-02
566	1.42E-02
567	1.43E-02
568	1.43E-02
569	1.42E-02
570	1.40E-02
571	1.37E-02
572	1.33E-02
573	1.27E-02
574	1.21E-02
575	1.14E-02
576	1.07E-02
577	9.93E-03
578	9.18E-03
579	8.47E-03
580	7.79E-03
581	7.17E-03
582	6.63E-03
583	6.13E-03
584	5.69E-03
585	5.31E-03
586	4.99E-03
587	4.71E-03
588	4.50E-03
589	4.29E-03
590	4.13E-03
591	4.01E-03
592	3.91E-03
593	3.84E-03
594	3.78E-03
595	3.71E-03
596	3.65E-03
597	3.62E-03
598	3.58E-03
599	3.54E-03
600	3.52E-03
601	3.48E-03
602	3.47E-03
603	3.47E-03
604	3.47E-03
605	3.49E-03
606	3.51E-03
607	3.53E-03
608	3.56E-03
609	3.60E-03
610	3.64E-03
611	3.69E-03
612	3.73E-03
613	3.77E-03
614	3.81E-03
615	3.86E-03
616	3.90E-03
617	3.94E-03
618	3.97E-03
619	3.99E-03
620	4.03E-03
621	4.05E-03
622	4.08E-03
623	4.11E-03
624	4.14E-03
625	4.15E-03
626	4.16E-03
627	4.17E-03
628	4.18E-03
629	4.19E-03
630	4.18E-03
631	4.17E-03
632	4.16E-03
633	4.13E-03
634	4.10E-03
635	4.07E-03
636	4.03E-03
637	3.98E-03
638	3.95E-03
639	3.91E-03
640	3.88E-03
641	3.86E-03
642	3.83E-03
643	3.83E-03
644	3.81E-03
645	3.82E-03
646	3.83E-03
647	3.85E-03
648	3.87E-03
649	3.93E-03
650	3.96E-03
651	4.02E-03
652	4.09E-03
653	4.18E-03
654	4.30E-03
655	4.44E-03
656	4.59E-03
657	4.80E-03
658	5.06E-03
659	5.35E-03
660	5.66E-03
661	6.02E-03
662	6.38E-03
663	6.80E-03
664	7.24E-03
665	7.62E-03
666	8.09E-03
667	8.54E-03
668	8.98E-03
669	9.36E-03
670	9.76E-03
671	1.02E-02
672	1.05E-02
673	1.09E-02
674	1.13E-02
675	1.16E-02
676	1.20E-02
677	1.22E-02
678	1.26E-02
679	1.28E-02
680	1.30E-02
681	1.29E-02
682	1.28E-02
683	1.25E-02
684	1.20E-02
685	1.15E-02
686	1.08E-02
687	1.01E-02
688	9.33E-03
689	8.58E-03
690	7.86E-03
691	7.17E-03
692	6.51E-03
693	5.92E-03
694	5.35E-03
695	4.85E-03
