OLIS-3D-ASCII	SySl1042							
375	9.24E-03							
376	9.31E-03							
377	9.45E-03							
378	9.64E-03							
379	9.86E-03							
380	1.01E-02							
381	1.03E-02							
382	1.05E-02							
383	1.08E-02							
384	1.09E-02							
385	1.09E-02							
386	1.08E-02							
387	1.07E-02							
388	1.06E-02							
389	1.06E-02							
390	1.06E-02							
391	1.06E-02							
392	1.07E-02							
393	1.07E-02							
394	0.010868498							
395	1.10E-02							
396	1.11E-02							
397	0.011238945							
398	1.14E-02							
399	1.15E-02							
400	0.011624905							
401	1.19E-02							
402	1.21E-02							
403	1.23E-02							
404	1.25E-02							
405	1.26E-02							
406	1.29E-02							
407	1.32E-02							
408	1.35E-02							
409	1.38E-02							
410	1.41E-02							
411	1.44E-02							
412	0.014760774							
413	0.015138657							
414	1.55E-02							
415	1.58E-02							
416	1.60E-02							
417	1.62E-02							
418	1.64E-02							
419	1.65E-02							
420	1.66E-02							
421	1.66E-02							
422	1.67E-02							
423	0.016745582							
424	1.69E-02							
425	1.70E-02							
426	0.017167472							
427	1.73E-02							
428	0.017525214							
429	1.77E-02							
430	1.79E-02							
431	1.81E-02							
432	1.83E-02							
433	1.85E-02							
434	1.86E-02							
435	1.87E-02							
436	1.88E-02							
437	1.89E-02							
438	1.89E-02							
439	1.88E-02							
440	1.87E-02							
441	1.85E-02							
442	1.82E-02							
443	1.78E-02							
444	0.017399386							
445	1.69E-02							
446	1.63E-02							
447	1.58E-02							
448	0.015195644							
449	1.47E-02							
450	1.42E-02							
451	1.37E-02							
452	1.32E-02							
453	0.012880069							
454	1.26E-02							
455	1.23E-02							
456	1.21E-02							
457	1.18E-02							
458	1.17E-02							
459	1.15E-02							
460	0.011364375							
461	1.12E-02							
462	1.11E-02							
463	1.10E-02							
464	1.09E-02							
465	1.08E-02							
466	1.07E-02							
467	1.05E-02							
468	1.04E-02							
469	1.03E-02							
470	1.01E-02							
471	9.97E-03							
472	9.83E-03							
473	9.72E-03							
474	9.61E-03							
475	9.50E-03							
476	9.40E-03							
477	9.31E-03							
478	9.25E-03							
479	9.19E-03							
480	9.19E-03							
481	9.20E-03							
482	9.23E-03							
483	9.29E-03							
484	9.35E-03							
485	9.45E-03							
486	9.55E-03							
487	9.68E-03							
488	9.83E-03							
489	9.98E-03							
490	1.01E-02							
491	0.010237412							
492	1.04E-02							
493	1.05E-02							
494	1.07E-02							
495	1.08E-02							
496	1.08E-02							
497	1.10E-02							
498	1.10E-02							
499	0.011103687							
500	1.12E-02							
501	1.12E-02							
502	1.12E-02							
503	1.12E-02							
504	1.12E-02							
505	1.12E-02							
506	1.12E-02							
507	1.11E-02							
508	1.11E-02							
509	1.11E-02							
510	1.10E-02							
511	1.10E-02							
512	1.10E-02							
513	1.10E-02							
514	1.10E-02							
515	1.11E-02							
516	1.11E-02							
517	1.12E-02							
518	1.13E-02							
519	1.13E-02							
520	1.14E-02							
521	1.15E-02							
522	0.011575402							
523	1.17E-02							
524	1.18E-02							
525	1.19E-02							
526	1.20E-02							
527	1.21E-02							
528	1.23E-02							
529	1.24E-02							
530	1.26E-02							
531	1.27E-02							
532	1.29E-02							
533	1.31E-02							
534	1.33E-02							
535	1.34E-02							
536	1.36E-02							
537	1.38E-02							
538	0.013978377							
539	1.42E-02							
540	1.44E-02							
541	1.46E-02							
542	1.48E-02							
543	1.51E-02							
544	0.015272119							
545	0.01549555							
546	1.57E-02							
547	0.015925653							
548	1.61E-02							
549	1.63E-02							
550	1.65E-02							
551	1.67E-02							
552	1.69E-02							
553	0.017111218							
554	1.73E-02							
555	1.75E-02							
556	0.017718913							
557	1.80E-02							
558	1.82E-02							
559	0.018390593							
560	1.86E-02							
561	0.018865104							
562	1.91E-02							
563	0.01938587							
564	1.97E-02							
565	1.99E-02							
566	2.01E-02							
567	2.02E-02							
568	2.02E-02							
569	2.00E-02							
570	1.97E-02							
571	1.93E-02							
572	0.018677726							
573	0.017960329							
574	1.71E-02							
575	1.62E-02							
576	1.51E-02							
577	1.41E-02							
578	1.30E-02							
579	1.20E-02							
580	1.10E-02							
581	1.01E-02							
582	9.23E-03							
583	8.50E-03							
584	7.88E-03							
585	7.35E-03							
586	6.91E-03							
587	6.52E-03							
588	6.19E-03							
589	5.89E-03							
590	5.63E-03							
591	5.42E-03							
592	5.26E-03							
593	5.13E-03							
594	5.00E-03							
595	4.91E-03							
596	4.84E-03							
597	4.79E-03							
598	4.75E-03							
599	4.70E-03							
600	4.66E-03							
601	4.61E-03							
602	4.59E-03							
603	4.59E-03							
604	4.59E-03							
605	4.61E-03							
606	4.62E-03							
607	4.65E-03							
608	4.69E-03							
609	4.75E-03							
610	4.79E-03							
611	4.84E-03							
612	4.88E-03							
613	4.93E-03							
614	4.99E-03							
615	5.04E-03							
616	5.09E-03							
617	5.12E-03							
618	5.16E-03							
619	5.20E-03							
620	5.24E-03							
621	5.29E-03							
622	5.31E-03							
623	5.34E-03							
624	5.36E-03							
625	5.39E-03							
626	5.40E-03							
627	5.40E-03							
628	5.40E-03							
629	5.38E-03							
630	5.35E-03							
631	5.34E-03							
632	5.30E-03							
633	5.27E-03							
634	5.24E-03							
635	5.21E-03							
636	5.18E-03							
637	5.14E-03							
638	5.08E-03							
639	5.02E-03							
640	4.98E-03							
641	4.93E-03							
642	4.89E-03							
643	4.84E-03							
644	4.79E-03							
645	4.75E-03							
646	4.76E-03							
647	4.75E-03							
648	4.78E-03							
649	4.80E-03							
650	4.84E-03							
651	4.90E-03							
652	5.01E-03							
653	5.12E-03							
654	5.27E-03							
655	5.44E-03							
656	5.62E-03							
657	5.86E-03							
658	6.14E-03							
659	6.47E-03							
660	6.88E-03							
661	7.29E-03							
662	7.77E-03							
663	8.26E-03							
664	8.78E-03							
665	9.30E-03							
666	9.85E-03							
667	0.010394179							
668	1.09E-02							
669	1.14E-02							
670	1.19E-02							
671	1.24E-02							
672	1.29E-02							
673	0.0133122							
674	0.013791931							
675	1.42E-02							
676	1.46E-02							
677	0.015060477							
678	1.55E-02							
679	1.58E-02							
680	1.61E-02							
681	1.61E-02							
682	1.59E-02							
683	1.57E-02							
684	1.53E-02							
685	0.014684501							
686	1.39E-02							
687	1.31E-02							
688	1.22E-02							
689	1.13E-02							
690	1.05E-02							
691	9.60E-03							
692	8.76E-03							
693	7.93E-03							
694	7.20E-03							
695	6.56E-03							
696	6.00E-03							
697	5.48E-03							
698	4.94E-03							
699	4.51E-03							
700	4.16E-03							
701	3.81E-03							
702	3.44E-03							
703	3.22E-03							
704	2.99E-03							
705	2.78E-03							
706	2.57E-03							
707	2.34E-03							
708	2.07E-03							
709	1.75E-03							
710	1.36E-03							
