OLIS-3D-ASCII	SySl1086
375	8.79E-03
376	9.28E-03
377	9.67E-03
378	9.98E-03
379	1.02E-02
380	1.04E-02
381	1.06E-02
382	1.07E-02
383	1.08E-02
384	1.08E-02
385	1.09E-02
386	1.09E-02
387	1.09E-02
388	1.09E-02
389	1.09E-02
390	1.09E-02
391	1.09E-02
392	1.09E-02
393	0.011004066
394	1.11E-02
395	1.12E-02
396	1.14E-02
397	0.011534134
398	1.17E-02
399	1.18E-02
400	0.012064867
401	1.22E-02
402	1.25E-02
403	0.012667559
404	1.29E-02
405	0.013120557
406	1.34E-02
407	1.37E-02
408	1.40E-02
409	1.44E-02
410	0.014708277
411	1.51E-02
412	1.54E-02
413	1.57E-02
414	1.60E-02
415	1.62E-02
416	1.64E-02
417	1.66E-02
418	1.68E-02
419	1.69E-02
420	1.71E-02
421	1.72E-02
422	1.74E-02
423	1.75E-02
424	1.76E-02
425	1.77E-02
426	1.78E-02
427	1.80E-02
428	1.82E-02
429	1.83E-02
430	0.018559868
431	1.88E-02
432	1.89E-02
433	1.91E-02
434	1.93E-02
435	1.94E-02
436	1.95E-02
437	1.96E-02
438	1.96E-02
439	1.96E-02
440	1.94E-02
441	1.92E-02
442	1.90E-02
443	1.86E-02
444	1.82E-02
445	1.78E-02
446	0.017282024
447	0.016804549
448	1.63E-02
449	1.59E-02
450	1.55E-02
451	1.50E-02
452	1.46E-02
453	1.43E-02
454	1.40E-02
455	1.37E-02
456	1.35E-02
457	1.33E-02
458	1.31E-02
459	1.30E-02
460	0.012840634
461	1.27E-02
462	1.26E-02
463	1.24E-02
464	1.22E-02
465	1.21E-02
466	1.19E-02
467	1.17E-02
468	1.15E-02
469	0.011299603
470	1.11E-02
471	1.09E-02
472	1.08E-02
473	1.06E-02
474	1.04E-02
475	1.03E-02
476	1.02E-02
477	1.01E-02
478	9.99E-03
479	9.91E-03
480	9.86E-03
481	9.83E-03
482	9.83E-03
483	9.87E-03
484	9.89E-03
485	9.93E-03
486	9.97E-03
487	1.00E-02
488	1.01E-02
489	1.02E-02
490	1.02E-02
491	1.02E-02
492	1.03E-02
493	1.03E-02
494	1.03E-02
495	1.02E-02
496	0.010159925
497	1.01E-02
498	9.97E-03
499	9.85E-03
500	9.70E-03
501	9.52E-03
502	9.33E-03
503	9.11E-03
504	8.88E-03
505	8.63E-03
506	8.37E-03
507	8.12E-03
508	7.83E-03
509	7.55E-03
510	7.27E-03
511	7.00E-03
512	6.71E-03
513	6.43E-03
514	6.18E-03
515	5.93E-03
516	5.69E-03
517	5.45E-03
518	5.24E-03
519	5.02E-03
520	4.80E-03
521	4.60E-03
522	4.41E-03
523	4.23E-03
524	4.06E-03
525	3.89E-03
526	3.73E-03
527	3.57E-03
528	3.41E-03
529	3.26E-03
530	3.12E-03
531	2.98E-03
532	2.85E-03
533	2.73E-03
534	2.62E-03
535	2.51E-03
536	2.41E-03
537	2.31E-03
538	2.20E-03
539	2.08E-03
540	1.96E-03
541	1.85E-03
542	1.75E-03
543	1.65E-03
544	1.56E-03
545	1.49E-03
546	1.42E-03
547	1.37E-03
548	1.34E-03
549	1.29E-03
550	1.27E-03
551	1.23E-03
552	1.21E-03
553	1.18E-03
554	1.17E-03
555	1.14E-03
556	1.12E-03
557	1.11E-03
558	1.10E-03
559	1.10E-03
560	1.10E-03
561	1.09E-03
562	1.09E-03
563	1.09E-03
564	1.09E-03
565	1.10E-03
566	1.11E-03
567	1.12E-03
568	1.14E-03
569	1.18E-03
570	1.22E-03
571	1.26E-03
572	1.30E-03
573	1.35E-03
574	1.38E-03
575	1.42E-03
576	1.45E-03
577	1.46E-03
578	1.47E-03
579	1.49E-03
580	1.51E-03
581	1.55E-03
582	1.57E-03
583	1.61E-03
584	1.66E-03
585	1.70E-03
586	1.75E-03
587	1.78E-03
588	1.81E-03
589	1.83E-03
590	1.85E-03
591	1.89E-03
592	1.92E-03
593	1.94E-03
594	1.96E-03
595	1.98E-03
596	1.99E-03
597	1.99E-03
598	2.00E-03
599	2.00E-03
600	2.00E-03
601	2.01E-03
602	2.02E-03
603	2.06E-03
604	2.08E-03
605	2.11E-03
606	2.17E-03
607	2.22E-03
608	2.27E-03
609	2.34E-03
610	2.42E-03
611	2.51E-03
612	2.58E-03
613	2.66E-03
614	2.72E-03
615	2.80E-03
616	2.85E-03
617	2.91E-03
618	2.97E-03
619	3.02E-03
620	3.06E-03
621	3.12E-03
622	3.17E-03
623	3.20E-03
624	3.23E-03
625	3.25E-03
626	3.28E-03
627	3.30E-03
628	3.32E-03
629	3.32E-03
630	3.33E-03
631	3.33E-03
632	3.34E-03
633	3.32E-03
634	3.31E-03
635	3.26E-03
636	3.24E-03
637	3.21E-03
638	3.19E-03
639	3.17E-03
640	3.14E-03
641	3.11E-03
642	3.09E-03
643	3.06E-03
644	3.05E-03
645	3.02E-03
646	3.01E-03
647	2.97E-03
648	2.98E-03
649	3.00E-03
650	3.04E-03
651	3.08E-03
652	3.16E-03
653	3.24E-03
654	3.37E-03
655	3.50E-03
656	3.69E-03
657	3.91E-03
658	4.17E-03
659	4.47E-03
660	4.82E-03
661	5.21E-03
662	5.66E-03
663	6.12E-03
664	6.63E-03
665	7.13E-03
666	7.65E-03
