OLIS-3D-ASCII	SySl1069
375	-8.18E-04
376	-6.65E-04
377	-5.45E-04
378	-4.53E-04
379	-3.84E-04
380	-3.31E-04
381	-2.91E-04
382	-2.65E-04
383	-2.09E-04
384	-2.10E-04
385	-1.84E-04
386	-1.48E-04
387	-1.35E-04
388	-4.16E-06
389	6.13E-06
390	9.52E-05
391	1.57E-04
392	2.36E-04
393	2.68E-04
394	3.13E-04
395	2.88E-04
396	2.76E-04
397	3.14E-04
398	3.55E-04
399	3.99E-04
400	4.86E-04
401	5.69E-04
402	6.63E-04
403	7.27E-04
404	7.96E-04
405	8.45E-04
406	9.13E-04
407	9.65E-04
408	1.03E-03
409	1.10E-03
410	1.14E-03
411	1.17E-03
412	1.23E-03
413	1.27E-03
414	1.31E-03
415	1.35E-03
416	1.40E-03
417	1.45E-03
418	1.46E-03
419	1.49E-03
420	1.51E-03
421	1.53E-03
422	1.55E-03
423	1.58E-03
424	1.62E-03
425	1.65E-03
426	1.70E-03
427	1.74E-03
428	1.77E-03
429	1.79E-03
430	1.83E-03
431	1.87E-03
432	1.89E-03
433	1.90E-03
434	1.91E-03
435	1.95E-03
436	1.98E-03
437	1.98E-03
438	1.98E-03
439	1.96E-03
440	1.93E-03
441	1.92E-03
442	1.90E-03
443	1.86E-03
444	1.81E-03
445	1.73E-03
446	1.68E-03
447	1.64E-03
448	1.57E-03
449	1.51E-03
450	1.45E-03
451	1.39E-03
452	1.33E-03
453	1.29E-03
454	1.25E-03
455	1.24E-03
456	1.23E-03
457	1.21E-03
458	1.21E-03
459	1.20E-03
460	1.19E-03
461	1.18E-03
462	1.16E-03
463	1.14E-03
464	1.11E-03
465	1.09E-03
466	1.07E-03
467	1.06E-03
468	1.05E-03
469	1.03E-03
470	1.00E-03
471	1.01E-03
472	9.92E-04
473	9.80E-04
474	9.69E-04
475	9.58E-04
476	9.58E-04
477	9.54E-04
478	9.55E-04
479	9.61E-04
480	9.63E-04
481	9.63E-04
482	9.65E-04
483	9.75E-04
484	9.66E-04
485	9.72E-04
486	9.84E-04
487	9.99E-04
488	1.02E-03
489	1.03E-03
490	1.06E-03
491	1.08E-03
492	1.10E-03
493	1.12E-03
494	1.14E-03
495	1.16E-03
496	1.17E-03
497	1.19E-03
498	1.22E-03
499	1.22E-03
500	1.24E-03
501	1.25E-03
502	1.26E-03
503	0.001264428
504	1.29E-03
505	1.29E-03
506	1.30E-03
507	1.31E-03
508	1.31E-03
509	1.31E-03
510	1.32E-03
511	1.33E-03
512	1.34E-03
513	1.35E-03
514	1.36E-03
515	1.39E-03
516	1.40E-03
517	1.40E-03
518	1.42E-03
519	1.43E-03
520	1.43E-03
521	1.45E-03
522	1.48E-03
523	1.50E-03
524	1.53E-03
525	1.58E-03
526	1.62E-03
527	1.65E-03
528	1.67E-03
529	1.71E-03
530	1.74E-03
531	1.76E-03
532	1.78E-03
533	1.81E-03
534	1.86E-03
535	1.89E-03
536	1.92E-03
537	1.95E-03
538	1.97E-03
539	1.99E-03
540	2.01E-03
541	2.03E-03
542	2.05E-03
543	2.08E-03
544	2.11E-03
545	2.16E-03
546	2.20E-03
547	2.23E-03
548	2.26E-03
549	2.29E-03
550	2.32E-03
551	2.35E-03
552	2.37E-03
553	2.40E-03
554	2.43E-03
555	2.48E-03
556	2.52E-03
557	2.55E-03
558	2.59E-03
559	2.63E-03
560	2.67E-03
561	2.71E-03
562	2.75E-03
563	2.79E-03
564	2.82E-03
565	2.85E-03
566	2.88E-03
567	2.90E-03
568	2.90E-03
569	2.88E-03
570	2.84E-03
571	2.77E-03
572	2.68E-03
573	2.57E-03
574	2.43E-03
575	2.28E-03
576	2.13E-03
577	1.96E-03
578	1.81E-03
579	1.67E-03
580	1.52E-03
581	1.39E-03
582	1.27E-03
583	1.16E-03
584	1.06E-03
585	9.82E-04
586	9.09E-04
587	8.53E-04
588	8.15E-04
589	7.80E-04
590	7.49E-04
591	7.19E-04
592	6.85E-04
593	6.70E-04
594	0.000649727
595	0.000630907
596	6.18E-04
597	5.96E-04
598	5.84E-04
599	5.65E-04
600	5.55E-04
601	5.46E-04
602	5.46E-04
603	5.37E-04
604	5.48E-04
605	5.62E-04
606	5.61E-04
607	5.75E-04
608	5.91E-04
609	5.93E-04
610	6.06E-04
611	6.02E-04
612	6.03E-04
613	6.04E-04
614	6.16E-04
615	6.15E-04
616	6.24E-04
617	6.22E-04
618	6.19E-04
619	6.22E-04
620	6.29E-04
621	6.26E-04
622	6.41E-04
623	6.55E-04
624	6.51E-04
625	6.43E-04
626	6.52E-04
627	6.63E-04
628	6.65E-04
629	6.85E-04
630	6.74E-04
631	6.62E-04
632	6.53E-04
633	6.46E-04
634	6.66E-04
635	6.75E-04
636	6.46E-04
637	6.26E-04
638	6.18E-04
639	6.08E-04
640	5.97E-04
641	6.05E-04
642	5.88E-04
643	5.79E-04
644	5.79E-04
645	6.01E-04
646	6.23E-04
647	6.43E-04
648	6.33E-04
649	6.25E-04
650	6.25E-04
651	6.36E-04
652	6.37E-04
653	6.65E-04
654	6.97E-04
655	7.20E-04
656	7.53E-04
657	7.73E-04
658	8.11E-04
659	8.64E-04
660	9.07E-04
661	9.55E-04
662	9.98E-04
663	1.06E-03
664	1.11E-03
665	1.20E-03
666	1.30E-03
667	1.38E-03
668	1.44E-03
669	1.48E-03
670	1.57E-03
671	1.64E-03
672	1.70E-03
673	1.76E-03
674	1.76E-03
675	1.80E-03
676	1.83E-03
677	1.89E-03
678	1.96E-03
679	1.98E-03
680	2.02E-03
681	2.01E-03
682	2.02E-03
683	1.99E-03
684	1.95E-03
685	1.86E-03
686	1.72E-03
687	1.62E-03
688	1.49E-03
689	1.37E-03
690	1.23E-03
691	1.06E-03
692	9.55E-04
693	8.32E-04
694	7.73E-04
695	7.16E-04
696	6.58E-04
697	6.42E-04
698	5.71E-04
