OLIS-3D-ASCII	SySl1035						
375	3.28E-03						
376	3.25E-03						
377	3.26E-03						
378	3.31E-03						
379	3.39E-03						
380	3.48E-03						
381	3.58E-03						
382	3.60E-03						
383	3.68E-03						
384	3.74E-03						
385	3.78E-03						
386	3.75E-03						
387	3.69E-03						
388	3.68E-03						
389	3.63E-03						
390	3.70E-03						
391	3.68E-03						
392	3.66E-03						
393	3.63E-03						
394	3.60E-03						
395	3.65E-03						
396	3.72E-03						
397	3.75E-03						
398	3.81E-03						
399	3.87E-03						
400	3.94E-03						
401	4.02E-03						
402	4.11E-03						
403	4.15E-03						
404	4.25E-03						
405	4.33E-03						
406	4.43E-03						
407	4.54E-03						
408	4.61E-03						
409	4.70E-03						
410	4.80E-03						
411	4.90E-03						
412	4.97E-03						
413	5.05E-03						
414	5.10E-03						
415	5.14E-03						
416	5.22E-03						
417	5.25E-03						
418	5.30E-03						
419	5.35E-03						
420	5.37E-03						
421	5.40E-03						
422	5.44E-03						
423	5.47E-03						
424	5.47E-03						
425	5.51E-03						
426	5.54E-03						
427	5.57E-03						
428	5.60E-03						
429	5.62E-03						
430	5.70E-03						
431	5.77E-03						
432	5.81E-03						
433	5.88E-03						
434	5.93E-03						
435	5.96E-03						
436	5.99E-03						
437	6.00E-03						
438	5.99E-03						
439	5.94E-03						
440	5.87E-03						
441	5.79E-03						
442	5.70E-03						
443	5.58E-03						
444	5.44E-03						
445	5.29E-03						
446	5.10E-03						
447	4.90E-03						
448	4.73E-03						
449	4.54E-03						
450	4.36E-03						
451	4.18E-03						
452	4.02E-03						
453	3.90E-03						
454	3.78E-03						
455	3.69E-03						
456	3.62E-03						
457	3.56E-03						
458	3.49E-03						
459	3.45E-03						
460	3.43E-03						
461	3.39E-03						
462	3.35E-03						
463	3.31E-03						
464	3.28E-03						
465	3.24E-03						
466	3.19E-03						
467	3.14E-03						
468	3.10E-03						
469	3.07E-03						
470	3.02E-03						
471	2.99E-03						
472	2.95E-03						
473	2.91E-03						
474	2.89E-03						
475	2.86E-03						
476	2.85E-03						
477	2.84E-03						
478	2.81E-03						
479	2.80E-03						
480	2.78E-03						
481	2.80E-03						
482	2.80E-03						
483	2.82E-03						
484	2.85E-03						
485	2.88E-03						
486	2.92E-03						
487	2.96E-03						
488	3.01E-03						
489	3.05E-03						
490	3.09E-03						
491	3.14E-03						
492	3.18E-03						
493	3.23E-03						
494	3.28E-03						
495	3.35E-03						
496	0.003416678						
497	3.47E-03						
498	3.51E-03						
499	3.53E-03						
500	3.56E-03						
501	3.59E-03						
502	3.61E-03						
503	3.64E-03						
504	3.65E-03						
505	3.68E-03						
506	3.71E-03						
507	3.75E-03						
508	3.78E-03						
509	3.79E-03						
510	3.81E-03						
511	3.83E-03						
512	3.86E-03						
513	3.89E-03						
514	3.95E-03						
