OLIS-3D-ASCII	SySl1013				
375	2.34E-03				
376	2.22E-03				
377	2.16E-03				
378	2.15E-03				
379	2.18E-03				
380	2.25E-03				
381	2.33E-03				
382	2.40E-03				
383	2.55E-03				
384	2.65E-03				
385	2.74E-03				
386	2.73E-03				
387	2.67E-03				
388	2.66E-03				
389	2.61E-03				
390	2.42E-03				
391	2.28E-03				
392	2.23E-03				
393	2.24E-03				
394	2.28E-03				
395	2.39E-03				
396	2.47E-03				
397	2.54E-03				
398	2.61E-03				
399	2.69E-03				
400	2.72E-03				
401	2.69E-03				
402	2.60E-03				
403	2.68E-03				
404	2.64E-03				
405	2.74E-03				
406	2.78E-03				
407	2.89E-03				
408	2.95E-03				
409	3.00E-03				
410	3.06E-03				
411	3.14E-03				
412	3.17E-03				
413	3.22E-03				
414	3.25E-03				
415	3.34E-03				
416	3.35E-03				
417	3.39E-03				
418	3.40E-03				
419	3.42E-03				
420	3.41E-03				
421	3.36E-03				
422	3.34E-03				
423	3.33E-03				
424	3.33E-03				
425	3.35E-03				
426	3.39E-03				
427	3.47E-03				
428	3.50E-03				
429	3.57E-03				
430	3.62E-03				
431	3.66E-03				
432	3.70E-03				
433	3.75E-03				
434	3.79E-03				
435	3.78E-03				
436	3.77E-03				
437	3.75E-03				
438	3.77E-03				
439	3.74E-03				
440	3.68E-03				
441	3.64E-03				
442	3.56E-03				
443	3.49E-03				
444	3.42E-03				
445	3.33E-03				
446	3.21E-03				
447	3.08E-03				
448	2.96E-03				
449	2.83E-03				
450	2.73E-03				
451	2.62E-03				
452	0.002520764				
453	2.44E-03				
454	2.35E-03				
455	2.28E-03				
456	2.24E-03				
457	2.19E-03				
458	2.15E-03				
459	2.11E-03				
460	2.07E-03				
461	2.02E-03				
462	2.00E-03				
463	1.97E-03				
464	1.93E-03				
465	1.91E-03				
466	1.88E-03				
467	1.87E-03				
468	1.88E-03				
469	1.86E-03				
470	1.83E-03				
471	1.81E-03				
472	1.78E-03				
473	1.77E-03				
474	1.76E-03				
475	1.75E-03				
476	1.75E-03				
477	1.75E-03				
478	1.77E-03				
479	1.78E-03				
480	1.77E-03				
481	1.76E-03				
482	1.76E-03				
483	1.74E-03				
484	1.73E-03				
485	1.73E-03				
486	1.73E-03				
487	1.73E-03				
488	1.73E-03				
489	1.74E-03				
490	1.76E-03				
491	1.76E-03				
492	1.76E-03				
493	1.76E-03				
494	1.76E-03				
495	1.75E-03				
496	1.75E-03				
497	1.74E-03				
498	1.73E-03				
499	1.72E-03				
500	1.71E-03				
501	1.70E-03				
502	1.67E-03				
503	1.67E-03				
504	1.65E-03				
505	1.61E-03				
506	1.58E-03				
507	1.56E-03				
508	1.56E-03				
509	1.54E-03				
510	1.52E-03				
511	1.51E-03				
512	1.49E-03				
513	1.47E-03				
514	1.48E-03				
515	1.49E-03				
516	1.48E-03				
517	1.47E-03				
518	1.46E-03				
519	1.46E-03				
520	1.43E-03				
521	1.40E-03				
522	1.37E-03				
523	1.35E-03				
524	1.32E-03				
525	1.29E-03				
526	1.29E-03				
527	1.26E-03				
528	1.24E-03				
529	1.22E-03				
530	1.21E-03				
531	1.18E-03				
532	1.14E-03				
533	0.001133086				
534	1.10E-03				
535	1.10E-03				
536	1.09E-03				
537	1.06E-03				
538	1.05E-03				
539	1.01E-03				
540	9.79E-04				
541	9.55E-04				
542	9.46E-04				
543	9.23E-04				
544	9.20E-04				
545	9.29E-04				
546	9.26E-04				
547	9.60E-04				
548	9.77E-04				
549	1.01E-03				
550	1.02E-03				
551	1.01E-03				
552	1.01E-03				
553	1.01E-03				
554	1.00E-03				
555	1.01E-03				
556	1.03E-03				
557	1.05E-03				
558	1.08E-03				
559	1.12E-03				
560	1.15E-03				
561	1.21E-03				
562	1.22E-03				
563	1.25E-03				
564	1.28E-03				
565	1.30E-03				
566	1.33E-03				
567	1.39E-03				
568	1.42E-03				
569	1.48E-03				
570	1.54E-03				
571	1.58E-03				
572	1.64E-03				
573	1.69E-03				
574	1.72E-03				
575	1.74E-03				
576	1.75E-03				
577	1.74E-03				
578	1.76E-03				
579	1.80E-03				
580	1.83E-03				
581	1.87E-03				
582	1.93E-03				
583	1.97E-03				
584	2.04E-03				
585	2.10E-03				
586	2.14E-03				
587	2.16E-03				
588	2.16E-03				
589	2.18E-03				
590	2.20E-03				
591	2.24E-03				
592	0.002269798				
593	2.30E-03				
594	2.34E-03				
595	2.37E-03				
596	2.42E-03				
597	2.46E-03				
598	2.49E-03				
599	2.52E-03				
600	2.56E-03				
601	2.60E-03				
602	2.62E-03				
603	2.68E-03				
604	2.73E-03				
605	2.79E-03				
606	2.87E-03				
607	2.92E-03				
608	2.98E-03				
609	3.05E-03				
610	3.13E-03				
611	3.23E-03				
612	0.00331372				
613	3.40E-03				
614	3.48E-03				
615	3.59E-03				
616	3.69E-03				
617	3.77E-03				
618	3.85E-03				
619	3.91E-03				
620	3.95E-03				
621	4.00E-03				
622	4.04E-03				
623	4.09E-03				
624	4.13E-03				
625	4.15E-03				
626	4.16E-03				
627	4.18E-03				
628	4.18E-03				
629	4.15E-03				
630	4.14E-03				
631	4.14E-03				
632	4.09E-03				
633	4.07E-03				
634	4.01E-03				
635	3.99E-03				
636	3.93E-03				
637	3.88E-03				
638	3.82E-03				
639	3.77E-03				
640	3.66E-03				
641	3.56E-03				
642	3.48E-03				
643	3.37E-03				
644	3.27E-03				
645	3.19E-03				
646	3.07E-03				
647	3.01E-03				
648	2.93E-03				
649	2.90E-03				
650	2.87E-03				
651	2.84E-03				
652	2.78E-03				
653	2.75E-03				
654	2.72E-03				
655	2.66E-03				
656	2.63E-03				
657	2.59E-03				
658	2.58E-03				
659	2.57E-03				
660	2.58E-03				
661	2.63E-03				
662	2.68E-03				
663	2.77E-03				
664	2.82E-03				
665	2.91E-03				
666	2.98E-03				
667	3.06E-03				
668	3.14E-03				
669	3.23E-03				
670	3.34E-03				
671	3.40E-03				
672	3.46E-03				
673	0.003560837				
674	3.64E-03				
675	3.76E-03				
676	3.88E-03				
677	3.95E-03				
678	4.00E-03				
679	4.02E-03				
680	4.03E-03				
681	4.03E-03				
682	4.00E-03				
683	3.85E-03				
684	3.70E-03				
685	3.57E-03				
686	3.34E-03				
687	3.15E-03				
688	2.94E-03				
689	2.62E-03				
690	2.34E-03				
691	2.03E-03				
692	1.84E-03				
693	1.66E-03				
694	1.51E-03				
695	1.41E-03				
696	0.001401653				
697	1.38E-03				
698	1.29E-03				
699	1.19E-03				
700	1.09E-03				
701	9.53E-04				
702	9.07E-04				
703	7.27E-04				
704	7.32E-04				
705	7.28E-04				
706	7.44E-04				
707	7.74E-04				
708	8.15E-04				
709	8.60E-04				
710	9.06E-04				
