OLIS-3D-ASCII	SySl1108					
375	4.64E-04					
376	7.10E-04					
377	8.78E-04					
378	9.79E-04					
379	1.02E-03					
380	1.02E-03					
381	9.91E-04					
382	9.13E-04					
383	9.11E-04					
384	8.78E-04					
385	7.82E-04					
386	7.36E-04					
387	7.52E-04					
388	8.34E-04					
389	8.15E-04					
390	8.15E-04					
391	8.00E-04					
392	8.17E-04					
393	8.72E-04					
394	8.71E-04					
395	9.61E-04					
396	9.51E-04					
397	9.70E-04					
398	9.79E-04					
399	9.89E-04					
400	9.82E-04					
401	9.11E-04					
402	9.02E-04					
403	8.84E-04					
404	8.55E-04					
405	8.85E-04					
406	9.06E-04					
407	9.49E-04					
408	9.79E-04					
409	1.06E-03					
410	1.08E-03					
411	1.11E-03					
412	1.13E-03					
413	1.19E-03					
414	1.24E-03					
415	1.26E-03					
416	1.28E-03					
417	1.33E-03					
418	1.34E-03					
419	1.36E-03					
420	1.35E-03					
421	1.34E-03					
422	1.31E-03					
423	1.28E-03					
424	1.27E-03					
425	1.27E-03					
426	1.26E-03					
427	1.26E-03					
428	1.28E-03					
429	1.31E-03					
430	1.33E-03					
431	1.37E-03					
432	1.38E-03					
433	1.41E-03					
434	1.44E-03					
435	1.44E-03					
436	1.44E-03					
437	1.42E-03					
438	1.40E-03					
439	1.39E-03					
440	0.001378867					
441	1.36E-03					
442	1.32E-03					
443	1.27E-03					
444	1.22E-03					
445	1.19E-03					
446	1.15E-03					
447	1.11E-03					
448	1.06E-03					
449	1.03E-03					
450	9.91E-04					
451	9.71E-04					
452	9.45E-04					
453	9.11E-04					
454	8.76E-04					
455	8.51E-04					
456	8.36E-04					
457	8.12E-04					
458	7.92E-04					
459	7.68E-04					
460	7.54E-04					
461	7.52E-04					
462	7.51E-04					
463	7.45E-04					
464	7.34E-04					
465	7.23E-04					
466	7.17E-04					
467	7.11E-04					
468	6.90E-04					
469	6.61E-04					
470	6.56E-04					
471	6.42E-04					
472	6.51E-04					
473	6.61E-04					
474	6.63E-04					
475	6.62E-04					
476	6.70E-04					
477	6.56E-04					
478	6.54E-04					
479	6.44E-04					
480	6.25E-04					
481	6.13E-04					
482	6.24E-04					
483	6.12E-04					
484	6.32E-04					
485	6.50E-04					
486	6.69E-04					
487	6.81E-04					
488	7.02E-04					
489	6.96E-04					
490	6.98E-04					
491	7.05E-04					
492	7.10E-04					
493	7.17E-04					
494	7.30E-04					
495	7.37E-04					
496	7.55E-04					
497	7.76E-04					
498	7.85E-04					
499	7.89E-04					
500	8.02E-04					
501	7.96E-04					
502	7.96E-04					
503	8.11E-04					
504	8.07E-04					
505	8.05E-04					
506	8.05E-04					
507	8.15E-04					
508	8.15E-04					
509	8.22E-04					
510	8.27E-04					
511	8.43E-04					
512	8.56E-04					
513	8.60E-04					
514	8.63E-04					
515	8.74E-04					
516	8.74E-04					
517	8.91E-04					
518	9.16E-04					
519	9.39E-04					
520	9.56E-04					
521	9.79E-04					
522	9.96E-04					
523	1.01E-03					
524	1.01E-03					
525	1.01E-03					
526	1.02E-03					
527	1.03E-03					
528	1.05E-03					
529	1.07E-03					
530	1.09E-03					
531	1.10E-03					
532	1.13E-03					
533	1.13E-03					
534	1.13E-03					
535	1.14E-03					
536	1.15E-03					
537	1.17E-03					
538	1.19E-03					
539	1.21E-03					
540	1.22E-03					
541	1.25E-03					
542	1.26E-03					
543	1.26E-03					
544	1.27E-03					
