OLIS-3D-ASCII	SySl1111		
375	1.67E-03		
376	1.83E-03		
377	1.93E-03		
378	1.99E-03		
379	2.01E-03		
380	2.01E-03		
381	0.001992601		
382	1.97E-03		
383	2.02E-03		
384	2.00E-03		
385	2.00E-03		
386	2.09E-03		
387	2.13E-03		
388	2.24E-03		
389	0.002244723		
390	2.21E-03		
391	2.24E-03		
392	2.26E-03		
393	2.20E-03		
394	2.18E-03		
395	2.23E-03		
396	2.24E-03		
397	2.25E-03		
398	2.25E-03		
399	2.26E-03		
400	2.29E-03		
401	2.32E-03		
402	2.35E-03		
403	2.36E-03		
404	2.38E-03		
405	2.43E-03		
406	2.48E-03		
407	2.54E-03		
408	2.60E-03		
409	2.66E-03		
410	2.75E-03		
411	2.81E-03		
412	2.89E-03		
413	2.94E-03		
414	2.99E-03		
415	3.00E-03		
416	3.06E-03		
417	3.10E-03		
418	3.11E-03		
419	3.14E-03		
420	3.19E-03		
421	3.21E-03		
422	3.22E-03		
423	3.23E-03		
424	3.27E-03		
425	3.27E-03		
426	3.29E-03		
427	0.003299652		
428	3.32E-03		
429	3.33E-03		
430	3.36E-03		
431	3.41E-03		
432	3.44E-03		
433	3.46E-03		
434	3.49E-03		
435	3.51E-03		
436	3.53E-03		
437	3.54E-03		
438	0.003529327		
439	3.52E-03		
440	3.47E-03		
441	3.40E-03		
442	3.34E-03		
443	3.24E-03		
444	3.14E-03		
445	3.05E-03		
446	2.95E-03		
447	2.84E-03		
448	2.76E-03		
449	2.69E-03		
450	2.60E-03		
451	2.52E-03		
452	2.45E-03		
453	2.38E-03		
454	2.33E-03		
455	2.27E-03		
456	2.23E-03		
457	2.18E-03		
458	2.14E-03		
459	2.11E-03		
460	2.06E-03		
461	2.05E-03		
462	2.00E-03		
463	1.97E-03		
464	1.94E-03		
465	1.91E-03		
466	1.89E-03		
467	1.88E-03		
468	1.85E-03		
469	1.82E-03		
470	1.80E-03		
471	1.77E-03		
472	1.73E-03		
473	1.71E-03		
474	1.68E-03		
475	1.65E-03		
476	0.001625846		
477	1.61E-03		
478	1.59E-03		
479	1.57E-03		
480	1.56E-03		
481	1.56E-03		
482	1.56E-03		
483	1.55E-03		
484	1.55E-03		
485	1.55E-03		
486	1.54E-03		
487	1.54E-03		
488	1.54E-03		
489	1.55E-03		
490	1.56E-03		
491	1.56E-03		
492	1.58E-03		
493	1.57E-03		
494	1.58E-03		
495	1.57E-03		
496	1.58E-03		
497	1.58E-03		
498	1.56E-03		
499	1.55E-03		
500	1.54E-03		
501	1.52E-03		
502	1.50E-03		
503	1.47E-03		
504	1.44E-03		
505	1.40E-03		
506	1.37E-03		
507	1.32E-03		
508	1.30E-03		
509	0.001259087		
510	1.21E-03		
511	1.19E-03		
512	1.15E-03		
513	1.11E-03		
514	1.08E-03		
515	1.03E-03		
516	9.79E-04		
517	9.51E-04		
518	8.90E-04		
519	8.46E-04		
520	8.03E-04		
521	7.55E-04		
522	7.09E-04		
