OLIS-3D-ASCII	SySl1024	
375	1.20E-02	
376	1.23E-02	
377	1.27E-02	
378	1.31E-02	
379	1.34E-02	
380	1.38E-02	
381	1.41E-02	
382	1.42E-02	
383	1.44E-02	
384	1.45E-02	
385	1.44E-02	
386	1.44E-02	
387	1.45E-02	
388	1.45E-02	
389	1.44E-02	
390	1.45E-02	
391	1.45E-02	
392	1.46E-02	
393	1.47E-02	
394	1.48E-02	
395	1.49E-02	
396	1.51E-02	
397	1.52E-02	
398	1.54E-02	
399	1.56E-02	
400	1.58E-02	
401	1.61E-02	
402	1.64E-02	
403	1.68E-02	
404	1.72E-02	
405	1.76E-02	
406	1.81E-02	
407	1.86E-02	
408	1.91E-02	
409	1.96E-02	
410	2.02E-02	
411	2.06E-02	
412	2.10E-02	
413	2.14E-02	
414	2.18E-02	
415	2.22E-02	
416	2.26E-02	
417	2.29E-02	
418	2.32E-02	
419	2.34E-02	
420	2.36E-02	
421	2.39E-02	
422	2.40E-02	
423	2.42E-02	
424	2.43E-02	
425	2.45E-02	
426	2.47E-02	
427	2.50E-02	
428	2.53E-02	
429	2.57E-02	
430	2.60E-02	
431	2.64E-02	
432	2.69E-02	
433	2.73E-02	
434	0.027629412	
435	2.79E-02	
436	2.81E-02	
437	2.84E-02	
438	2.84E-02	
439	2.84E-02	
440	2.82E-02	
441	2.79E-02	
442	2.74E-02	
443	2.68E-02	
444	2.62E-02	
445	2.54E-02	
446	2.44E-02	
447	2.35E-02	
448	2.25E-02	
449	2.16E-02	
450	2.08E-02	
451	2.00E-02	
452	1.92E-02	
453	1.86E-02	
454	1.81E-02	
455	1.77E-02	
456	1.73E-02	
457	1.70E-02	
458	1.67E-02	
459	1.65E-02	
460	1.62E-02	
461	1.60E-02	
462	1.59E-02	
463	1.57E-02	
464	1.56E-02	
465	1.54E-02	
466	1.52E-02	
467	1.51E-02	
468	1.50E-02	
469	1.48E-02	
470	1.47E-02	
471	1.45E-02	
472	1.44E-02	
473	1.43E-02	
474	1.43E-02	
475	0.014210524	
476	1.42E-02	
477	1.41E-02	
478	1.41E-02	
479	1.41E-02	
480	1.41E-02	
481	0.014160518	
482	1.42E-02	
483	1.43E-02	
484	1.43E-02	
485	1.44E-02	
486	1.44E-02	
487	1.44E-02	
488	1.45E-02	
489	1.45E-02	
490	1.45E-02	
491	1.45E-02	
492	1.44E-02	
493	1.44E-02	
494	1.43E-02	
495	1.42E-02	
496	1.41E-02	
497	1.40E-02	
498	1.39E-02	
499	1.37E-02	
500	1.36E-02	
501	1.34E-02	
502	1.33E-02	
503	1.31E-02	
504	1.29E-02	
505	1.27E-02	
506	1.25E-02	
507	1.24E-02	
508	1.22E-02	
509	1.20E-02	
510	1.19E-02	
511	1.17E-02	
512	0.011539837	
513	1.14E-02	
514	1.13E-02	
515	1.11E-02	
516	1.10E-02	
517	1.09E-02	
518	1.07E-02	
519	1.05E-02	
520	1.03E-02	
521	1.01E-02	
522	9.93E-03	
523	9.70E-03	
524	9.43E-03	
525	9.17E-03	
526	8.90E-03	
527	8.61E-03	
528	8.33E-03	
529	8.05E-03	
530	7.78E-03	
531	7.51E-03	
532	7.25E-03	
533	6.98E-03	
534	6.70E-03	
535	6.42E-03	
536	6.16E-03	
537	5.90E-03	
538	5.62E-03	
539	5.37E-03	
540	5.16E-03	
541	4.95E-03	
542	4.78E-03	
543	4.62E-03	
544	4.46E-03	
545	4.32E-03	
546	4.21E-03	
547	4.14E-03	
548	4.08E-03	
549	4.03E-03	
550	3.98E-03	
551	3.95E-03	
552	3.94E-03	
553	3.95E-03	
554	3.96E-03	
555	3.98E-03	
556	4.00E-03	
557	4.05E-03	
558	4.12E-03	
559	4.20E-03	
560	4.27E-03	
561	4.36E-03	
562	4.44E-03	
563	4.54E-03	
564	0.004648272	
565	4.77E-03	
566	4.89E-03	
567	5.02E-03	
568	5.15E-03	
569	5.28E-03	
570	5.43E-03	
571	5.56E-03	
572	5.71E-03	
573	5.87E-03	
574	6.03E-03	
575	6.19E-03	
576	6.34E-03	
577	6.49E-03	
578	6.63E-03	
579	6.79E-03	
580	6.93E-03	
581	7.08E-03	
582	7.21E-03	
583	0.007337861	
584	7.47E-03	
585	7.61E-03	
586	7.75E-03	
587	7.86E-03	
588	8.00E-03	
589	8.09E-03	
590	8.22E-03	
591	8.35E-03	
592	8.47E-03	
593	8.59E-03	
594	8.68E-03	
595	8.78E-03	
596	8.86E-03	
597	8.96E-03	
598	9.07E-03	
599	9.19E-03	
600	9.32E-03	
601	9.46E-03	
602	9.64E-03	
603	9.82E-03	
604	1.00E-02	
605	1.03E-02	
606	1.05E-02	
607	0.01077184	
608	1.10E-02	
609	1.13E-02	
610	1.16E-02	
611	1.20E-02	
612	1.23E-02	
613	1.26E-02	
614	1.29E-02	
615	1.33E-02	
616	1.36E-02	
617	1.39E-02	
618	1.42E-02	
619	1.45E-02	
620	1.47E-02	
621	1.50E-02	
622	1.52E-02	
623	1.54E-02	
624	0.015577027	
625	1.57E-02	
626	1.58E-02	
627	1.59E-02	
628	1.59E-02	
629	1.59E-02	
630	1.59E-02	
631	1.58E-02	
632	1.58E-02	
633	1.57E-02	
634	1.56E-02	
635	0.015474105	
636	0.015330061	
637	1.52E-02	
638	1.50E-02	
639	1.48E-02	
640	1.46E-02	
641	1.44E-02	
642	0.01421321	
643	1.40E-02	
644	1.38E-02	
645	1.36E-02	
646	1.34E-02	
647	0.013297464	
648	1.32E-02	
649	1.31E-02	
650	1.30E-02	
651	1.30E-02	
652	1.30E-02	
653	1.31E-02	
654	0.013116401	
655	1.32E-02	
656	1.33E-02	
657	1.35E-02	
658	1.38E-02	
659	1.42E-02	
660	0.014560757	
661	1.50E-02	
662	1.56E-02	
663	0.016256036	
664	1.70E-02	
665	1.76E-02	
666	1.84E-02	
667	1.92E-02	
668	2.00E-02	
669	2.07E-02	
670	2.14E-02	
671	2.21E-02	
672	0.022811082	
673	2.35E-02	
674	2.42E-02	
675	2.48E-02	
676	2.54E-02	
677	2.59E-02	
678	0.026462098	
679	2.69E-02	
680	2.71E-02	
681	2.70E-02	
682	2.67E-02	
683	2.63E-02	
684	2.54E-02	
685	2.44E-02	
686	2.32E-02	
687	2.17E-02	
688	2.02E-02	
689	1.87E-02	
690	1.72E-02	
691	1.57E-02	
692	1.44E-02	
693	1.30E-02	
694	1.19E-02	
695	0.010849153	
696	9.97E-03	
697	9.20E-03	
698	8.50E-03	
699	7.94E-03	
700	7.48E-03	
701	7.08E-03	
702	6.69E-03	
703	6.30E-03	
704	5.88E-03	
705	5.45E-03	
706	5.05E-03	
707	4.69E-03	
708	4.38E-03	
709	4.15E-03	
710	4.01E-03	
