OLIS-3D-ASCII	SySl1142			
375	5.22E-03			
376	5.10E-03			
377	5.07E-03			
378	5.11E-03			
379	5.20E-03			
380	5.31E-03			
381	5.44E-03			
382	5.49E-03			
383	5.53E-03			
384	5.68E-03			
385	5.66E-03			
386	5.62E-03			
387	5.60E-03			
388	5.60E-03			
389	5.66E-03			
390	5.70E-03			
391	5.75E-03			
392	5.74E-03			
393	5.76E-03			
394	5.78E-03			
395	5.81E-03			
396	5.87E-03			
397	5.87E-03			
398	5.88E-03			
399	5.93E-03			
400	6.07E-03			
401	6.14E-03			
402	6.22E-03			
403	6.33E-03			
404	6.42E-03			
405	6.55E-03			
406	6.70E-03			
407	6.84E-03			
408	7.03E-03			
409	7.18E-03			
410	7.31E-03			
411	7.43E-03			
412	7.57E-03			
413	7.68E-03			
414	7.82E-03			
415	7.97E-03			
416	8.08E-03			
417	8.14E-03			
418	8.21E-03			
419	8.27E-03			
420	8.33E-03			
421	8.38E-03			
422	8.42E-03			
423	8.48E-03			
424	8.55E-03			
425	8.59E-03			
426	8.68E-03			
427	8.77E-03			
428	8.84E-03			
429	8.89E-03			
430	8.98E-03			
431	9.06E-03			
432	9.12E-03			
433	9.21E-03			
434	9.31E-03			
435	9.40E-03			
436	9.44E-03			
437	9.43E-03			
438	9.45E-03			
439	9.40E-03			
440	9.32E-03			
441	9.20E-03			
442	9.06E-03			
443	8.85E-03			
444	8.62E-03			
445	8.41E-03			
446	8.16E-03			
447	7.91E-03			
448	7.65E-03			
449	7.39E-03			
450	7.17E-03			
451	6.95E-03			
452	6.77E-03			
453	6.58E-03			
454	6.43E-03			
455	6.29E-03			
456	6.20E-03			
457	6.12E-03			
458	6.04E-03			
459	5.97E-03			
460	5.91E-03			
461	5.85E-03			
462	5.80E-03			
463	5.76E-03			
464	5.70E-03			
465	5.63E-03			
466	5.55E-03			
467	5.49E-03			
468	5.43E-03			
469	5.34E-03			
470	5.25E-03			
471	5.15E-03			
472	5.07E-03			
473	5.00E-03			
474	4.93E-03			
475	4.88E-03			
476	4.82E-03			
477	4.79E-03			
478	4.74E-03			
479	4.73E-03			
480	4.71E-03			
481	4.69E-03			
482	4.69E-03			
483	4.70E-03			
484	4.72E-03			
485	4.76E-03			
486	4.81E-03			
487	4.86E-03			
488	4.91E-03			
489	4.98E-03			
490	5.02E-03			
491	5.08E-03			
492	5.13E-03			
493	5.19E-03			
494	5.26E-03			
495	5.31E-03			
496	5.34E-03			
497	5.39E-03			
498	5.41E-03			
499	5.42E-03			
500	5.41E-03			
501	5.42E-03			
502	5.43E-03			
503	5.43E-03			
504	5.42E-03			
505	5.42E-03			
506	5.42E-03			
507	5.41E-03			
508	5.38E-03			
509	5.37E-03			
510	5.35E-03			
511	5.32E-03			
512	5.29E-03			
513	5.26E-03			
514	5.25E-03			
515	5.23E-03			
516	5.21E-03			
517	5.20E-03			
518	5.21E-03			
519	5.20E-03			
520	5.23E-03			
521	5.28E-03			
522	5.33E-03			
523	5.37E-03			
524	5.40E-03			
525	5.44E-03			
526	5.49E-03			
527	5.52E-03			
528	5.56E-03			
529	5.61E-03			
530	5.65E-03			
531	5.70E-03			
532	5.79E-03			
533	5.86E-03			
534	5.93E-03			
535	6.00E-03			
536	6.05E-03			
537	6.12E-03			
538	6.20E-03			
539	6.25E-03			
540	6.32E-03			
541	6.40E-03			
542	6.49E-03			
543	6.59E-03			
544	6.71E-03			
545	6.80E-03			
546	6.89E-03			
547	6.98E-03			
548	7.04E-03			
549	7.13E-03			
550	7.20E-03			
551	7.27E-03			
552	7.34E-03			
553	7.42E-03			
554	7.50E-03			
555	7.59E-03			
556	7.68E-03			
557	7.77E-03			
558	7.87E-03			
559	7.98E-03			
560	8.08E-03			
561	8.19E-03			
562	8.29E-03			
563	8.42E-03			
564	8.52E-03			
565	8.62E-03			
566	8.71E-03			
567	8.76E-03			
568	8.76E-03			
569	8.73E-03			
570	8.65E-03			
571	8.49E-03			
572	8.26E-03			
573	7.95E-03			
574	7.60E-03			
575	7.19E-03			
576	6.75E-03			
577	6.28E-03			
578	5.81E-03			
