OLIS-3D-ASCII	SySl1199		
375	2.44E-03		
376	2.27E-03		
377	2.24E-03		
378	2.31E-03		
379	2.47E-03		
380	2.67E-03		
381	2.91E-03		
382	3.09E-03		
383	3.25E-03		
384	3.32E-03		
385	3.48E-03		
386	3.45E-03		
387	3.51E-03		
388	3.62E-03		
389	3.70E-03		
390	3.85E-03		
391	3.92E-03		
392	4.00E-03		
393	4.14E-03		
394	4.23E-03		
395	4.38E-03		
396	4.47E-03		
397	4.61E-03		
398	4.67E-03		
399	4.84E-03		
400	5.06E-03		
401	5.30E-03		
402	5.45E-03		
403	5.59E-03		
404	5.76E-03		
405	5.97E-03		
406	6.13E-03		
407	6.34E-03		
408	6.46E-03		
409	6.68E-03		
410	6.87E-03		
411	7.15E-03		
412	7.35E-03		
413	0.007625032		
414	7.82E-03		
415	8.00E-03		
416	8.13E-03		
417	8.25E-03		
418	8.36E-03		
419	8.48E-03		
420	8.59E-03		
421	8.69E-03		
422	8.79E-03		
423	8.89E-03		
424	8.95E-03		
425	9.07E-03		
426	0.009169265		
427	9.26E-03		
428	9.34E-03		
429	9.44E-03		
430	9.59E-03		
431	9.78E-03		
432	9.92E-03		
433	1.01E-02		
434	1.02E-02		
435	1.02E-02		
436	1.03E-02		
437	1.04E-02		
438	1.04E-02		
439	1.03E-02		
440	1.02E-02		
441	0.010168748		
442	1.01E-02		
443	9.97E-03		
444	9.80E-03		
445	9.62E-03		
446	9.42E-03		
447	9.20E-03		
448	8.98E-03		
449	8.76E-03		
450	8.54E-03		
451	8.34E-03		
452	8.17E-03		
453	8.02E-03		
454	7.88E-03		
455	7.76E-03		
456	7.66E-03		
457	7.56E-03		
458	7.49E-03		
459	7.43E-03		
460	7.35E-03		
461	7.29E-03		
462	7.23E-03		
463	7.15E-03		
464	7.08E-03		
465	7.00E-03		
466	6.92E-03		
467	6.81E-03		
468	6.70E-03		
469	6.59E-03		
470	6.49E-03		
471	6.38E-03		
472	6.26E-03		
473	6.18E-03		
474	6.08E-03		
475	6.00E-03		
476	5.93E-03		
477	5.87E-03		
478	5.81E-03		
479	5.76E-03		
480	5.73E-03		
481	5.70E-03		
482	5.69E-03		
483	5.72E-03		
484	5.74E-03		
485	5.77E-03		
486	5.80E-03		
487	5.84E-03		
488	5.89E-03		
489	5.95E-03		
490	6.00E-03		
491	6.04E-03		
492	6.08E-03		
493	6.10E-03		
494	6.13E-03		
495	6.14E-03		
496	6.12E-03		
497	6.08E-03		
498	6.04E-03		
499	5.96E-03		
500	5.88E-03		
501	5.79E-03		
502	5.69E-03		
503	5.58E-03		
504	5.46E-03		
505	5.32E-03		
506	5.18E-03		
507	5.02E-03		
508	4.87E-03		
509	4.71E-03		
510	4.54E-03		
511	4.34E-03		
512	4.16E-03		
513	3.98E-03		
514	3.80E-03		
515	3.62E-03		
516	3.43E-03		
517	3.26E-03		
518	3.08E-03		
519	2.91E-03		
520	2.77E-03		
521	2.63E-03		
522	2.49E-03		
523	2.36E-03		
524	2.24E-03		
525	2.13E-03		
526	2.02E-03		
527	1.94E-03		
528	1.85E-03		
529	1.77E-03		
530	1.68E-03		
531	1.63E-03		
532	1.57E-03		
533	1.51E-03		
534	1.44E-03		
535	1.37E-03		
536	1.32E-03		
537	1.27E-03		
538	1.24E-03		
539	1.21E-03		
540	1.18E-03		
541	1.15E-03		
542	1.12E-03		
543	1.10E-03		
544	1.08E-03		
545	1.08E-03		
546	1.07E-03		
547	1.08E-03		
548	1.08E-03		
549	1.08E-03		
550	1.08E-03		
551	1.07E-03		
552	1.07E-03		
553	1.06E-03		
554	1.07E-03		
555	1.07E-03		
556	1.09E-03		
557	1.12E-03		
558	1.15E-03		
559	1.19E-03		
560	1.21E-03		
561	1.23E-03		
562	1.25E-03		
563	1.27E-03		
564	1.29E-03		
565	1.33E-03		
566	1.36E-03		
567	1.40E-03		
568	1.44E-03		
569	1.49E-03		
570	1.55E-03		
571	1.61E-03		
572	1.66E-03		
573	1.71E-03		
574	1.76E-03		
575	1.79E-03		
576	1.82E-03		
577	1.85E-03		
578	1.87E-03		
579	1.91E-03		
580	1.95E-03		
581	1.99E-03		
582	2.04E-03		
583	2.09E-03		
584	2.14E-03		
585	2.18E-03		
586	2.23E-03		
587	2.25E-03		
588	2.28E-03		
589	2.30E-03		
590	2.33E-03		
591	2.35E-03		
592	2.36E-03		
593	2.40E-03		
594	2.43E-03		
595	2.46E-03		
596	2.50E-03		
597	2.52E-03		
598	2.57E-03		
599	2.61E-03		
600	2.65E-03		
601	2.69E-03		
602	2.74E-03		
603	2.78E-03		
604	2.83E-03		
605	2.90E-03		
606	2.96E-03		
607	3.02E-03		
608	3.11E-03		
609	3.19E-03		
610	3.27E-03		
611	3.37E-03		
612	3.44E-03		
613	3.51E-03		
614	3.59E-03		
615	3.65E-03		
616	3.71E-03		
617	3.76E-03		
618	3.83E-03		
619	3.88E-03		
620	3.94E-03		
621	3.98E-03		
622	4.02E-03		
623	4.06E-03		
624	4.10E-03		
625	4.13E-03		
626	4.14E-03		
627	4.16E-03		
628	4.17E-03		
629	4.19E-03		
630	4.20E-03		
631	4.20E-03		
632	4.22E-03		
633	4.21E-03		
634	4.19E-03		
635	4.16E-03		
636	4.12E-03		
637	4.07E-03		
638	4.02E-03		
639	3.98E-03		
640	3.94E-03		
641	3.88E-03		
642	3.82E-03		
643	3.76E-03		
644	3.69E-03		
645	3.65E-03		
646	3.59E-03		
647	3.53E-03		
648	3.47E-03		
649	3.43E-03		
650	3.39E-03		
651	3.36E-03		
652	3.34E-03		
653	3.33E-03		
654	3.35E-03		
655	3.39E-03		
656	3.48E-03		
657	3.60E-03		
658	3.73E-03		
659	3.87E-03		
660	4.08E-03		
661	4.28E-03		
662	4.52E-03		
663	4.80E-03		
664	5.09E-03		
665	5.37E-03		
666	5.68E-03		
667	6.02E-03		
668	6.32E-03		
669	6.60E-03		
670	6.85E-03		
671	7.12E-03		
672	7.41E-03		
673	7.67E-03		
674	7.94E-03		
675	8.19E-03		
676	8.40E-03		
677	8.59E-03		
678	8.79E-03		
679	8.92E-03		
680	8.98E-03		
681	8.91E-03		
682	8.80E-03		
683	8.66E-03		
684	8.37E-03		
685	8.02E-03		
686	7.56E-03		
687	7.06E-03		
688	6.52E-03		
689	0.006024059		
690	5.52E-03		
691	5.06E-03		
692	4.66E-03		
693	4.21E-03		
694	3.86E-03		
695	3.52E-03		
696	3.23E-03		
697	2.92E-03		
698	2.60E-03		
699	2.39E-03		
700	2.12E-03		
701	1.95E-03		
702	1.78E-03		
703	1.71E-03		
704	1.64E-03		
705	1.55E-03		
706	1.45E-03		
707	1.33E-03		
708	1.18E-03		
709	1.01E-03		
710	7.84E-04		
