OLIS-3D-ASCII	SySl1328			
375	9.63E-02			
376	9.79E-02			
377	9.96E-02			
378	0.101210764			
379	0.102824674			
380	0.104392044			
381	0.105895821			
382	0.107181312			
383	0.108741222			
384	0.109976701			
385	0.111022443			
386	0.111488319			
387	0.112188064			
388	0.112414769			
389	0.113514393			
390	0.113994934			
391	0.114870703			
392	0.116085274			
393	0.116925352			
394	0.117995368			
395	0.119084212			
396	0.119905749			
397	0.121193751			
398	0.122702323			
399	0.124167641			
400	0.126174154			
401	0.128444712			
402	0.131154086			
403	0.134739034			
404	0.138771493			
405	0.142490883			
406	0.146545786			
407	0.150930927			
408	0.154859156			
409	0.159239448			
410	0.163786897			
411	0.167613661			
412	0.171602765			
413	0.17453096			
414	0.17765454			
415	0.180980578			
416	0.184148291			
417	0.186778517			
418	0.19027911			
419	0.193209441			
420	0.195853456			
421	0.199225792			
422	0.201746748			
423	0.204436419			
424	0.206538442			
425	0.208101532			
426	0.210315961			
427	0.21236452			
428	0.215601735			
429	0.219170422			
430	0.223151391			
431	0.227320147			
432	0.232368893			
433	0.236892723			
434	0.241142927			
435	0.245495319			
436	0.248554286			
437	0.251569478			
438	0.253005473			
439	0.253765351			
440	0.254399606			
441	0.252535722			
442	0.249033906			
443	0.24535087			
444	0.241008208			
445	0.234715162			
446	0.227919694			
447	0.219927817			
448	0.212188359			
449	0.204885033			
450	0.197317225			
451	0.190765408			
452	0.184390853			
453	0.178425012			
454	0.17317358			
455	0.169992263			
456	0.167435065			
457	0.164895861			
458	0.162741697			
459	0.160835997			
460	0.159621003			
461	0.158647927			
462	0.157498417			
463	0.15671933			
464	0.155934803			
465	0.155215378			
466	0.153648492			
467	0.153456606			
468	0.15254558			
469	0.151951562			
470	0.151213832			
471	0.15051652			
472	0.150170124			
473	0.149523429			
474	0.149318123			
475	0.14978492			
476	0.149593622			
477	0.149844962			
478	0.150171754			
479	0.150889014			
480	0.151711258			
481	0.153043044			
482	0.154630447			
483	0.156469216			
484	0.158079656			
485	0.15926373			
486	0.160498274			
487	0.161284867			
488	0.161945705			
489	0.161727349			
490	0.161545243			
491	0.160010935			
492	0.159243419			
493	0.158337569			
494	0.156812309			
495	0.154886607			
496	0.15217396			
497	0.148749113			
498	0.145213558			
499	0.14206559			
500	0.138551439			
501	0.134234724			
502	0.130296177			
503	0.125716799			
504	0.122146953			
505	0.118445766			
506	0.11435917			
507	0.110320477			
508	0.105839392			
509	0.101744203			
510	0.098061485			
511	0.094853088			
512	9.10E-02			
513	8.75E-02			
514	8.39E-02			
515	8.07E-02			
516	7.79E-02			
517	7.51E-02			
518	7.22E-02			
519	6.95E-02			
520	6.71E-02			
521	6.51E-02			
522	6.28E-02			
523	6.08E-02			
524	5.86E-02			
525	5.65E-02			
526	5.43E-02			
527	5.23E-02			
528	5.02E-02			
529	4.80E-02			
530	4.59E-02			
531	4.38E-02			
532	4.19E-02			
