OLIS-3D-ASCII	SySl1090							
375	1.22E-03							
376	1.42E-03							
377	1.58E-03							
378	1.68E-03							
379	1.74E-03							
380	1.77E-03							
381	1.78E-03							
382	1.79E-03							
383	1.79E-03							
384	1.78E-03							
385	1.75E-03							
386	1.77E-03							
387	1.73E-03							
388	1.69E-03							
389	1.65E-03							
390	1.65E-03							
391	1.65E-03							
392	1.64E-03							
393	1.64E-03							
394	1.67E-03							
395	1.67E-03							
396	1.68E-03							
397	1.69E-03							
398	1.70E-03							
399	1.67E-03							
400	1.65E-03							
401	1.64E-03							
402	1.66E-03							
403	1.65E-03							
404	1.65E-03							
405	1.65E-03							
406	1.68E-03							
407	1.77E-03							
408	1.88E-03							
409	1.94E-03							
410	1.99E-03							
411	2.04E-03							
412	2.11E-03							
413	2.12E-03							
414	2.15E-03							
415	2.16E-03							
416	2.12E-03							
417	2.08E-03							
418	2.08E-03							
419	2.07E-03							
420	2.07E-03							
421	2.03E-03							
422	2.03E-03							
423	2.05E-03							
424	2.07E-03							
425	2.07E-03							
426	2.10E-03							
427	2.13E-03							
428	2.14E-03							
429	2.16E-03							
430	2.18E-03							
431	2.19E-03							
432	2.22E-03							
433	2.22E-03							
434	2.25E-03							
435	2.27E-03							
436	2.26E-03							
437	2.26E-03							
438	0.002271619							
439	2.26E-03							
440	2.23E-03							
441	2.20E-03							
442	2.15E-03							
443	2.10E-03							
444	2.04E-03							
445	1.97E-03							
446	1.90E-03							
447	1.83E-03							
448	1.75E-03							
449	1.69E-03							
450	1.64E-03							
451	1.57E-03							
452	1.51E-03							
453	1.46E-03							
454	1.40E-03							
455	1.37E-03							
456	1.34E-03							
457	1.31E-03							
458	1.28E-03							
459	1.26E-03							
460	1.24E-03							
461	1.24E-03							
462	1.22E-03							
463	1.21E-03							
464	1.19E-03							
465	1.18E-03							
466	1.18E-03							
467	1.16E-03							
468	1.14E-03							
469	1.13E-03							
470	1.10E-03							
471	1.07E-03							
472	1.04E-03							
473	1.02E-03							
474	9.91E-04							
475	9.81E-04							
476	9.63E-04							
477	9.53E-04							
478	9.55E-04							
479	9.45E-04							
480	9.47E-04							
481	9.46E-04							
482	9.48E-04							
483	9.37E-04							
484	9.36E-04							
485	9.25E-04							
486	9.17E-04							
487	9.16E-04							
488	9.21E-04							
489	9.28E-04							
490	9.28E-04							
491	9.34E-04							
492	9.41E-04							
493	9.52E-04							
494	9.60E-04							
495	0.000965772							
496	9.58E-04							
497	9.61E-04							
498	9.59E-04							
499	9.51E-04							
500	9.47E-04							
501	9.41E-04							
502	9.29E-04							
503	9.23E-04							
504	9.21E-04							
505	9.07E-04							
506	8.92E-04							
507	8.77E-04							
508	8.50E-04							
509	8.32E-04							
510	8.04E-04							
511	7.70E-04							
512	7.40E-04							
513	7.27E-04							
514	6.93E-04							
515	6.56E-04							
516	6.28E-04							
517	5.97E-04							
518	5.76E-04							
519	5.51E-04							
520	5.16E-04							
521	5.04E-04							
522	4.94E-04							
523	4.66E-04							
524	4.50E-04							
525	4.53E-04							
526	4.29E-04							
527	4.11E-04							
528	3.97E-04							
529	3.82E-04							
530	3.72E-04							
531	3.52E-04							
532	3.49E-04							
533	3.59E-04							
534	3.57E-04							
535	3.50E-04							
536	3.61E-04							
537	3.72E-04							
538	3.70E-04							
539	3.59E-04							
540	3.61E-04							
541	3.61E-04							
542	3.62E-04							
543	3.77E-04							
544	3.91E-04							
545	3.86E-04							
546	3.89E-04							
547	4.02E-04							
548	3.91E-04							
549	3.91E-04							
550	3.95E-04							
551	3.97E-04							
552	4.09E-04							
553	4.21E-04							
554	4.34E-04							
555	4.64E-04							
556	4.65E-04							
557	4.74E-04							
558	4.89E-04							
559	5.03E-04							
560	4.95E-04							
561	5.13E-04							
562	5.20E-04							
563	5.25E-04							
564	5.45E-04							
565	5.67E-04							
566	5.87E-04							
567	6.08E-04							
568	6.10E-04							
569	6.28E-04							
570	6.39E-04							
571	6.60E-04							
572	6.83E-04							
573	7.06E-04							
574	7.22E-04							
575	7.38E-04							
576	7.71E-04							
577	7.96E-04							
578	8.03E-04							
579	8.10E-04							
580	8.17E-04							
581	8.27E-04							
582	8.40E-04							
583	8.49E-04							
584	8.62E-04							
585	8.87E-04							
586	9.03E-04							
587	9.21E-04							
588	9.43E-04							
589	9.58E-04							
590	9.62E-04							
591	9.74E-04							
592	9.90E-04							
593	1.01E-03							
594	1.01E-03							
595	1.01E-03							
596	1.03E-03							
597	1.05E-03							
598	1.06E-03							
599	1.08E-03							
600	1.10E-03							
601	1.14E-03							
602	1.17E-03							
603	1.19E-03							
604	1.22E-03							
605	1.26E-03							
606	1.28E-03							
607	1.31E-03							
608	1.34E-03							
609	1.36E-03							
610	1.38E-03							
611	1.42E-03							
612	1.44E-03							
613	1.47E-03							
614	1.48E-03							
615	1.49E-03							
616	1.52E-03							
617	1.55E-03							
618	1.57E-03							
619	1.59E-03							
620	1.62E-03							
621	1.64E-03							
622	1.66E-03							
623	1.66E-03							
624	1.67E-03							
625	1.67E-03							
626	1.68E-03							
627	1.68E-03							
628	1.71E-03							
629	1.71E-03							
630	1.71E-03							
631	1.71E-03							
632	1.72E-03							
633	1.71E-03							
634	1.69E-03							
635	1.68E-03							
636	1.68E-03							
637	1.65E-03							
638	1.62E-03							
639	1.59E-03							
640	1.57E-03							
641	1.53E-03							
642	1.49E-03							
643	1.44E-03							
644	1.40E-03							
645	1.36E-03							
646	1.28E-03							
647	1.25E-03							
648	1.19E-03							
649	1.15E-03							
650	1.11E-03							
651	1.08E-03							
652	1.05E-03							
653	1.04E-03							
654	1.02E-03							
655	9.92E-04							
656	9.64E-04							
657	9.86E-04							
658	9.88E-04							
659	1.05E-03							
660	1.08E-03							
661	1.10E-03							
662	1.15E-03							
663	1.21E-03							
664	1.27E-03							
665	1.35E-03							
666	1.40E-03							
667	1.46E-03							
668	1.53E-03							
669	1.62E-03							
670	1.69E-03							
671	1.76E-03							
672	1.78E-03							
673	1.82E-03							
674	1.89E-03							
675	1.96E-03							
676	2.05E-03							
677	2.14E-03							
678	2.17E-03							
679	2.23E-03							
680	2.29E-03							
681	2.30E-03							
682	2.26E-03							
683	2.19E-03							
684	2.12E-03							
685	2.07E-03							
686	1.91E-03							
687	1.79E-03							
688	1.64E-03							
689	1.52E-03							
690	1.40E-03							
691	1.32E-03							
692	1.23E-03							
693	1.16E-03							
694	1.04E-03							
695	1.00E-03							
696	9.77E-04							
697	8.71E-04							
698	7.27E-04							
699	6.64E-04							
700	5.78E-04							
701	5.70E-04							
702	5.67E-04							
703	5.61E-04							
704	4.98E-04							
705	4.87E-04							
706	4.68E-04							
707	4.34E-04							
708	3.78E-04							
709	2.92E-04							
710	1.70E-04							
