OLIS-3D-ASCII	SySl1090							
375	-4.65E-04							
376	-2.99E-04							
377	-1.62E-04							
378	-5.05E-05							
379	3.92E-05							
380	1.10E-04							
381	1.66E-04							
382	2.53E-04							
383	2.58E-04							
384	2.31E-04							
385	2.29E-04							
386	2.58E-04							
387	2.88E-04							
388	3.05E-04							
389	3.59E-04							
390	3.92E-04							
391	4.38E-04							
392	4.91E-04							
393	5.74E-04							
394	6.22E-04							
395	6.07E-04							
396	6.22E-04							
397	6.42E-04							
398	6.82E-04							
399	6.81E-04							
400	7.54E-04							
401	8.00E-04							
402	8.23E-04							
403	8.33E-04							
404	8.56E-04							
405	8.82E-04							
406	9.29E-04							
407	1.02E-03							
408	1.06E-03							
409	1.14E-03							
410	1.22E-03							
411	1.29E-03							
412	1.38E-03							
413	1.43E-03							
414	1.49E-03							
415	1.53E-03							
416	1.58E-03							
417	1.62E-03							
418	1.66E-03							
419	1.70E-03							
420	1.70E-03							
421	1.72E-03							
422	1.74E-03							
423	1.74E-03							
424	1.78E-03							
425	1.80E-03							
426	1.84E-03							
427	1.87E-03							
428	1.89E-03							
429	1.89E-03							
430	1.92E-03							
431	1.92E-03							
432	1.95E-03							
433	1.99E-03							
434	2.03E-03							
435	2.06E-03							
436	2.10E-03							
437	2.14E-03							
438	2.17E-03							
439	2.18E-03							
440	2.18E-03							
441	2.15E-03							
442	2.12E-03							
443	2.06E-03							
444	2.02E-03							
445	1.94E-03							
446	1.86E-03							
447	1.78E-03							
448	1.70E-03							
449	1.62E-03							
450	1.54E-03							
451	1.48E-03							
452	1.42E-03							
453	1.37E-03							
454	1.31E-03							
455	1.27E-03							
456	1.23E-03							
457	1.19E-03							
458	1.17E-03							
459	1.15E-03							
460	1.11E-03							
461	1.09E-03							
462	1.08E-03							
463	1.08E-03							
464	1.08E-03							
465	1.06E-03							
466	1.05E-03							
467	1.03E-03							
468	1.01E-03							
469	9.79E-04							
470	9.70E-04							
471	9.48E-04							
472	9.25E-04							
473	9.30E-04							
474	9.21E-04							
475	9.20E-04							
476	9.17E-04							
477	9.03E-04							
478	8.94E-04							
479	8.75E-04							
480	8.71E-04							
481	8.59E-04							
482	8.50E-04							
483	8.36E-04							
484	8.46E-04							
485	8.54E-04							
486	8.62E-04							
487	8.87E-04							
488	8.92E-04							
489	9.00E-04							
490	9.15E-04							
491	9.30E-04							
492	9.45E-04							
493	9.40E-04							
494	9.40E-04							
495	9.39E-04							
496	9.43E-04							
497	9.38E-04							
498	9.54E-04							
499	9.62E-04							
500	9.54E-04							
501	9.49E-04							
502	9.53E-04							
503	9.46E-04							
504	9.28E-04							
505	9.11E-04							
506	8.94E-04							
507	8.59E-04							
508	8.34E-04							
509	8.02E-04							
510	7.87E-04							
511	7.63E-04							
512	7.34E-04							
513	7.02E-04							
514	6.78E-04							
515	6.50E-04							
516	6.31E-04							
517	6.07E-04							
518	5.79E-04							
519	5.51E-04							
520	5.35E-04							
521	5.04E-04							
522	4.93E-04							
523	4.80E-04							
524	4.53E-04							
525	4.38E-04							
526	4.20E-04							
527	4.07E-04							
528	3.83E-04							
529	3.56E-04							
530	3.48E-04							
531	3.34E-04							
532	3.35E-04							
533	3.33E-04							
534	3.36E-04							
535	3.35E-04							
536	3.31E-04							
537	3.33E-04							
538	3.20E-04							
539	3.26E-04							
540	3.23E-04							
541	3.32E-04							
542	3.45E-04							
543	3.54E-04							
544	3.64E-04							
545	3.67E-04							
546	3.67E-04							
547	3.75E-04							
548	3.82E-04							
549	3.89E-04							
550	4.01E-04							
551	4.24E-04							
552	4.51E-04							
553	4.86E-04							
554	5.10E-04							
555	5.34E-04							
556	5.51E-04							
557	5.57E-04							
558	5.83E-04							
559	6.04E-04							
560	6.20E-04							
561	6.41E-04							
562	6.63E-04							
563	6.69E-04							
564	6.94E-04							
565	7.23E-04							
566	7.33E-04							
567	7.51E-04							
568	7.69E-04							
569	7.94E-04							
570	8.32E-04							
571	8.70E-04							
572	9.04E-04							
573	9.44E-04							
574	9.81E-04							
575	1.00E-03							
576	1.03E-03							
577	1.04E-03							
578	1.05E-03							
579	1.06E-03							
580	1.07E-03							
581	1.10E-03							
582	1.12E-03							
583	1.15E-03							
584	1.17E-03							
585	1.20E-03							
586	1.23E-03							
587	1.25E-03							
588	1.27E-03							
589	1.29E-03							
590	1.31E-03							
591	1.32E-03							
592	1.34E-03							
593	1.36E-03							
594	1.38E-03							
595	1.41E-03							
596	1.41E-03							
597	1.44E-03							
598	1.46E-03							
599	1.49E-03							
600	1.52E-03							
601	1.55E-03							
602	1.58E-03							
603	1.60E-03							
604	1.64E-03							
605	1.68E-03							
606	1.72E-03							
607	1.76E-03							
608	1.79E-03							
609	1.84E-03							
610	1.88E-03							
611	1.92E-03							
612	1.95E-03							
613	1.99E-03							
614	2.02E-03							
615	2.04E-03							
616	2.09E-03							
617	2.14E-03							
618	2.17E-03							
619	2.20E-03							
620	2.22E-03							
621	2.25E-03							
622	2.27E-03							
623	2.29E-03							
624	2.30E-03							
625	2.32E-03							
626	2.33E-03							
627	2.35E-03							
628	2.37E-03							
629	2.36E-03							
630	2.36E-03							
631	2.34E-03							
632	2.34E-03							
633	2.34E-03							
634	2.33E-03							
635	2.31E-03							
636	2.30E-03							
637	0.002294148							
638	2.27E-03							
639	2.24E-03							
640	2.20E-03							
641	2.15E-03							
642	2.10E-03							
643	2.04E-03							
644	1.98E-03							
645	1.91E-03							
646	1.83E-03							
647	1.74E-03							
648	1.67E-03							
649	1.59E-03							
650	1.53E-03							
651	1.48E-03							
652	1.42E-03							
653	1.37E-03							
654	1.36E-03							
655	1.34E-03							
656	1.36E-03							
657	1.38E-03							
658	1.37E-03							
659	1.39E-03							
660	1.45E-03							
661	1.50E-03							
662	1.60E-03							
663	1.69E-03							
664	1.77E-03							
665	1.86E-03							
666	1.95E-03							
667	2.04E-03							
668	2.13E-03							
669	2.19E-03							
670	2.25E-03							
671	2.35E-03							
672	2.46E-03							
673	2.56E-03							
674	2.67E-03							
675	2.77E-03							
676	2.85E-03							
677	2.90E-03							
678	2.92E-03							
679	2.97E-03							
680	2.97E-03							
681	2.96E-03							
682	2.95E-03							
