OLIS-3D-ASCII	SySl1219						
375	2.22E-03						
376	2.52E-03						
377	2.78E-03						
378	3.00E-03						
379	3.18E-03						
380	3.33E-03						
381	3.46E-03						
382	3.60E-03						
383	3.72E-03						
384	3.77E-03						
385	3.79E-03						
386	3.80E-03						
387	3.90E-03						
388	3.99E-03						
389	4.06E-03						
390	4.19E-03						
391	0.004322491						
392	4.38E-03						
393	4.59E-03						
394	4.76E-03						
395	4.89E-03						
396	4.96E-03						
397	5.06E-03						
398	5.17E-03						
399	5.30E-03						
400	5.42E-03						
401	5.57E-03						
402	5.74E-03						
403	5.94E-03						
404	6.14E-03						
405	6.35E-03						
406	6.60E-03						
407	6.78E-03						
408	6.99E-03						
409	7.27E-03						
410	7.52E-03						
411	7.73E-03						
412	0.007946418						
413	8.17E-03						
414	8.35E-03						
415	8.54E-03						
416	8.70E-03						
417	8.83E-03						
418	8.97E-03						
419	9.10E-03						
420	9.28E-03						
421	9.43E-03						
422	9.55E-03						
423	9.69E-03						
424	9.87E-03						
425	1.00E-02						
426	0.010104959						
427	1.02E-02						
428	1.04E-02						
429	1.05E-02						
430	1.06E-02						
431	1.08E-02						
432	1.09E-02						
433	1.11E-02						
434	1.12E-02						
435	1.13E-02						
436	0.01137729						
437	1.14E-02						
438	1.15E-02						
439	1.15E-02						
440	1.14E-02						
441	1.14E-02						
442	1.13E-02						
443	1.12E-02						
444	1.10E-02						
445	1.09E-02						
446	1.06E-02						
447	0.010411335						
448	0.010148357						
449	9.92E-03						
450	9.68E-03						
451	9.45E-03						
452	9.24E-03						
453	9.08E-03						
454	8.95E-03						
455	8.82E-03						
456	8.74E-03						
457	8.65E-03						
458	8.55E-03						
459	8.46E-03						
460	8.39E-03						
461	8.32E-03						
462	8.25E-03						
463	8.19E-03						
464	8.11E-03						
465	8.02E-03						
466	7.92E-03						
467	7.83E-03						
468	7.72E-03						
469	7.59E-03						
470	7.44E-03						
471	7.30E-03						
472	7.18E-03						
473	7.07E-03						
474	6.98E-03						
475	6.90E-03						
476	6.83E-03						
477	6.77E-03						
478	6.75E-03						
479	6.75E-03						
480	6.74E-03						
481	6.75E-03						
482	6.77E-03						
483	6.80E-03						
484	6.86E-03						
485	6.92E-03						
486	7.00E-03						
487	7.07E-03						
488	7.14E-03						
489	7.20E-03						
490	7.27E-03						
491	7.32E-03						
492	7.37E-03						
493	7.39E-03						
494	7.40E-03						
495	7.40E-03						
496	7.38E-03						
497	7.35E-03						
498	7.31E-03						
499	7.22E-03						
500	7.12E-03						
501	7.02E-03						
502	6.89E-03						
503	6.77E-03						
504	6.62E-03						
505	6.48E-03						
506	6.33E-03						
507	6.17E-03						
508	6.02E-03						
509	5.88E-03						
510	5.73E-03						
511	5.57E-03						
512	5.44E-03						
513	5.31E-03						
514	5.21E-03						
515	5.11E-03						
516	5.00E-03						
517	4.91E-03						
518	4.80E-03						
519	4.72E-03						
520	4.64E-03						
521	4.58E-03						
522	4.51E-03						
523	4.45E-03						
524	4.40E-03						
525	4.34E-03						
526	4.31E-03						
527	4.27E-03						
528	4.21E-03						
529	4.17E-03						
530	4.10E-03						
531	4.06E-03						
532	4.01E-03						
533	3.97E-03						
534	3.92E-03						
535	3.87E-03						
536	3.83E-03						
537	3.78E-03						
538	3.74E-03						
539	3.69E-03						
540	3.64E-03						
541	3.59E-03						
542	3.54E-03						
543	3.52E-03						
544	3.51E-03						
545	3.49E-03						
546	3.49E-03						
547	3.49E-03						
548	3.48E-03						
549	3.47E-03						
550	3.46E-03						
551	3.44E-03						
552	3.45E-03						
553	3.45E-03						
554	3.47E-03						
555	3.50E-03						
556	3.53E-03						
557	3.56E-03						
558	3.59E-03						
559	3.60E-03						
560	3.64E-03						
561	3.67E-03						
562	3.71E-03						
563	3.75E-03						
564	3.80E-03						
565	3.86E-03						
566	3.88E-03						
567	3.91E-03						
568	3.92E-03						
569	3.90E-03						
570	3.86E-03						
571	3.78E-03						
572	3.70E-03						
573	3.59E-03						
574	3.47E-03						
575	3.33E-03						
576	3.18E-03						
577	3.01E-03						
578	2.84E-03						
579	2.68E-03						
580	2.53E-03						
581	2.38E-03						
582	2.24E-03						
583	2.11E-03						
584	0.002012503						
585	1.94E-03						
586	1.88E-03						
587	1.82E-03						
588	1.76E-03						
589	1.71E-03						
590	1.67E-03						
591	1.64E-03						
592	1.61E-03						
593	1.59E-03						
594	1.56E-03						
595	1.55E-03						
596	1.54E-03						
597	1.55E-03						
598	1.54E-03						
599	1.53E-03						
600	1.52E-03						
601	1.51E-03						
602	1.52E-03						
603	1.52E-03						
604	1.51E-03						
605	1.52E-03						
606	1.53E-03						
607	1.54E-03						
608	1.57E-03						
609	1.60E-03						
610	1.63E-03						
611	1.67E-03						
612	1.70E-03						
613	1.73E-03						
614	1.77E-03						
615	1.80E-03						
616	1.83E-03						
617	1.85E-03						
618	1.86E-03						
619	1.87E-03						
620	1.90E-03						
621	1.91E-03						
622	1.93E-03						
623	1.95E-03						
624	1.97E-03						
625	1.99E-03						
626	2.00E-03						
627	2.04E-03						
628	2.05E-03						
629	2.07E-03						
630	2.06E-03						
631	2.06E-03						
632	2.05E-03						
633	2.04E-03						
634	2.02E-03						
635	2.00E-03						
636	1.97E-03						
637	1.94E-03						
638	1.92E-03						
639	1.93E-03						
640	1.91E-03						
641	1.90E-03						
642	1.88E-03						
643	1.85E-03						
644	1.85E-03						
645	1.84E-03						
646	1.84E-03						
647	1.84E-03						
648	1.83E-03						
649	1.84E-03						
650	1.87E-03						
651	0.001911698						
652	1.97E-03						
653	2.00E-03						
654	2.05E-03						
655	2.09E-03						
