OLIS-3D-ASCII	SySl1109				
375	4.82E-03				
376	4.71E-03				
377	4.68E-03				
378	4.69E-03				
379	4.74E-03				
380	4.82E-03				
381	4.90E-03				
382	4.94E-03				
383	5.00E-03				
384	5.04E-03				
385	5.01E-03				
386	4.98E-03				
387	4.97E-03				
388	5.01E-03				
389	4.99E-03				
390	5.01E-03				
391	5.04E-03				
392	5.06E-03				
393	5.04E-03				
394	5.05E-03				
395	5.07E-03				
396	5.11E-03				
397	5.16E-03				
398	5.17E-03				
399	5.23E-03				
400	5.30E-03				
401	5.34E-03				
402	5.41E-03				
403	5.48E-03				
404	5.55E-03				
405	5.60E-03				
406	5.73E-03				
407	5.83E-03				
408	5.97E-03				
409	6.08E-03				
410	6.20E-03				
411	6.29E-03				
412	6.39E-03				
413	6.50E-03				
414	6.57E-03				
415	6.69E-03				
416	6.75E-03				
417	6.82E-03				
418	6.88E-03				
419	6.94E-03				
420	7.02E-03				
421	7.06E-03				
422	7.09E-03				
423	7.08E-03				
424	7.07E-03				
425	7.11E-03				
426	7.15E-03				
427	7.18E-03				
428	7.20E-03				
429	7.24E-03				
430	7.29E-03				
431	7.39E-03				
432	7.45E-03				
433	7.53E-03				
434	7.59E-03				
435	7.62E-03				
436	7.63E-03				
437	7.63E-03				
438	7.59E-03				
439	7.51E-03				
440	7.43E-03				
441	7.33E-03				
442	0.007222401				
443	7.09E-03				
444	6.93E-03				
445	6.75E-03				
446	6.56E-03				
447	6.35E-03				
448	6.15E-03				
449	5.94E-03				
450	5.74E-03				
451	5.55E-03				
452	5.39E-03				
453	5.27E-03				
454	5.16E-03				
455	5.06E-03				
456	4.99E-03				
457	4.91E-03				
458	4.84E-03				
459	4.76E-03				
460	4.70E-03				
461	4.64E-03				
462	4.57E-03				
463	4.51E-03				
464	4.46E-03				
465	4.40E-03				
466	4.34E-03				
467	4.27E-03				
468	4.21E-03				
469	4.13E-03				
470	4.05E-03				
471	3.98E-03				
472	3.90E-03				
473	3.84E-03				
474	3.78E-03				
475	3.72E-03				
476	3.69E-03				
477	3.66E-03				
478	3.63E-03				
479	3.59E-03				
480	3.59E-03				
481	3.56E-03				
482	3.57E-03				
483	3.56E-03				
484	3.57E-03				
485	3.59E-03				
486	3.62E-03				
487	3.65E-03				
488	3.70E-03				
489	3.73E-03				
490	3.75E-03				
491	3.78E-03				
492	3.81E-03				
493	3.83E-03				
494	3.88E-03				
495	3.90E-03				
496	3.91E-03				
497	3.93E-03				
498	3.94E-03				
499	3.93E-03				
500	3.92E-03				
501	3.90E-03				
502	0.003863944				
503	3.84E-03				
504	3.80E-03				
505	3.76E-03				
506	3.72E-03				
507	3.67E-03				
508	3.62E-03				
509	3.56E-03				
510	3.51E-03				
511	3.47E-03				
512	3.43E-03				
513	3.38E-03				
514	3.35E-03				
515	3.34E-03				
516	3.31E-03				
517	3.28E-03				
518	3.25E-03				
519	3.23E-03				
520	3.20E-03				
521	3.17E-03				
522	3.16E-03				
523	3.15E-03				
524	3.14E-03				
525	3.13E-03				
526	3.14E-03				
527	3.15E-03				
528	3.16E-03				
529	3.17E-03				
530	3.18E-03				
531	3.21E-03				
532	3.22E-03				
533	3.26E-03				
534	3.28E-03				
535	3.33E-03				
536	3.36E-03				
537	3.39E-03				
538	3.43E-03				
539	3.46E-03				
540	3.49E-03				
541	3.55E-03				
542	3.59E-03				
543	3.63E-03				
544	3.67E-03				
545	3.71E-03				
546	3.76E-03				
547	3.81E-03				
548	3.85E-03				
549	3.86E-03				
550	3.89E-03				
551	3.92E-03				
552	3.96E-03				
553	4.01E-03				
554	4.03E-03				
555	4.07E-03				
556	4.12E-03				
557	4.16E-03				
558	4.22E-03				
559	4.26E-03				
560	4.33E-03				
561	4.38E-03				
562	4.44E-03				
563	4.51E-03				
564	4.56E-03				
565	4.61E-03				
566	4.64E-03				
567	4.67E-03				
568	4.67E-03				
569	4.65E-03				
570	4.60E-03				
571	4.52E-03				
572	4.42E-03				
573	4.29E-03				
574	4.12E-03				
575	3.93E-03				
576	3.72E-03				
577	3.51E-03				
578	3.29E-03				
579	3.08E-03				
580	2.88E-03				
581	2.71E-03				
582	2.54E-03				
583	2.41E-03				
584	2.29E-03				
585	2.19E-03				
586	2.10E-03				
587	2.02E-03				
588	1.95E-03				
589	1.90E-03				
590	1.84E-03				
591	1.80E-03				
592	1.76E-03				
593	1.75E-03				
594	1.72E-03				
595	1.71E-03				
596	1.69E-03				
597	1.67E-03				
598	1.65E-03				
599	1.63E-03				
600	1.61E-03				
601	1.61E-03				
602	1.61E-03				
603	1.62E-03				
604	1.62E-03				
605	1.65E-03				
606	1.67E-03				
607	1.70E-03				
608	1.71E-03				
609	1.72E-03				
610	1.75E-03				
611	1.75E-03				
612	1.75E-03				
613	1.79E-03				
614	1.80E-03				
615	1.83E-03				
616	1.85E-03				
617	1.88E-03				
618	1.90E-03				
619	1.92E-03				
620	1.94E-03				
621	1.95E-03				
622	1.97E-03				
623	1.97E-03				
624	1.99E-03				
625	2.01E-03				
626	2.00E-03				
627	2.01E-03				
628	2.01E-03				
629	2.00E-03				
630	1.99E-03				
631	1.99E-03				
632	1.99E-03				
633	1.98E-03				
634	1.98E-03				
635	1.97E-03				
636	1.97E-03				
637	1.94E-03				
638	1.90E-03				
639	1.88E-03				
640	1.83E-03				
641	1.80E-03				
642	1.77E-03				
643	1.74E-03				
644	1.71E-03				
645	1.70E-03				
646	1.70E-03				
647	1.71E-03				
648	1.72E-03				
649	1.74E-03				
650	1.78E-03				
651	1.79E-03				
652	1.81E-03				
653	1.89E-03				
654	1.94E-03				
655	2.01E-03				
656	2.09E-03				
657	2.18E-03				
658	2.29E-03				
659	2.42E-03				
660	2.54E-03				
661	2.72E-03				
662	2.89E-03				
663	3.07E-03				
664	3.29E-03				
665	3.50E-03				
666	3.71E-03				
667	3.96E-03				
668	4.17E-03				
669	4.36E-03				
670	4.53E-03				
671	4.71E-03				
672	4.86E-03				
673	5.05E-03				
674	5.19E-03				
675	5.35E-03				
676	5.49E-03				
677	5.64E-03				
678	5.75E-03				
679	5.88E-03				
680	5.95E-03				
681	5.96E-03				
682	5.88E-03				
683	5.76E-03				
684	5.57E-03				
685	5.34E-03				
686	5.04E-03				
687	4.74E-03				
688	4.39E-03				
689	4.03E-03				
690	3.67E-03				
691	3.36E-03				
692	3.04E-03				
693	2.72E-03				
694	2.41E-03				
695	2.17E-03				
696	2.02E-03				
697	1.82E-03				
698	1.67E-03				
699	1.56E-03				
700	1.35E-03				
701	1.22E-03				
702	1.06E-03				
703	9.39E-04				
704	7.73E-04				
705	6.42E-04				
706	5.60E-04				
707	5.43E-04				
708	6.06E-04				
709	7.66E-04				
710	1.04E-03				
