OLIS-3D-ASCII	SySl1015		
375	3.16E-02		
376	3.25E-02		
377	0.033271138		
378	3.39E-02		
379	3.45E-02		
380	3.50E-02		
381	3.54E-02		
382	3.58E-02		
383	3.61E-02		
384	3.63E-02		
385	0.036298951		
386	3.62E-02		
387	3.62E-02		
388	3.61E-02		
389	3.61E-02		
390	3.61E-02		
391	3.62E-02		
392	3.62E-02		
393	3.64E-02		
394	3.66E-02		
395	3.68E-02		
396	3.69E-02		
397	3.71E-02		
398	3.73E-02		
399	3.77E-02		
400	3.80E-02		
401	3.85E-02		
402	3.92E-02		
403	3.99E-02		
404	0.040797978		
405	4.18E-02		
406	4.27E-02		
407	4.38E-02		
408	4.48E-02		
409	4.60E-02		
410	4.71E-02		
411	4.82E-02		
412	4.93E-02		
413	5.02E-02		
414	5.11E-02		
415	5.20E-02		
416	5.28E-02		
417	5.34E-02		
418	5.40E-02		
419	0.054453288		
420	5.49E-02		
421	5.53E-02		
422	5.55E-02		
423	5.58E-02		
424	5.61E-02		
425	5.64E-02		
426	5.68E-02		
427	0.057239108		
428	5.79E-02		
429	5.86E-02		
430	5.94E-02		
431	6.04E-02		
432	6.15E-02		
433	6.25E-02		
434	6.34E-02		
435	0.064381591		
436	6.51E-02		
437	6.57E-02		
438	6.60E-02		
439	6.61E-02		
440	6.58E-02		
441	6.50E-02		
442	6.39E-02		
443	0.062550321		
444	6.09E-02		
445	5.89E-02		
446	0.056671968		
447	5.43E-02		
448	5.18E-02		
449	4.94E-02		
450	4.70E-02		
451	4.48E-02		
452	4.27E-02		
453	4.09E-02		
454	3.92E-02		
455	3.79E-02		
456	3.69E-02		
457	3.59E-02		
458	3.50E-02		
459	3.44E-02		
460	3.38E-02		
461	3.33E-02		
462	3.29E-02		
463	3.26E-02		
464	3.23E-02		
465	0.032006717		
466	3.17E-02		
467	3.14E-02		
468	3.12E-02		
469	3.09E-02		
470	3.07E-02		
471	3.04E-02		
472	3.02E-02		
473	3.01E-02		
474	2.99E-02		
475	2.98E-02		
476	2.97E-02		
477	2.97E-02		
478	2.97E-02		
479	2.97E-02		
480	2.98E-02		
481	2.99E-02		
482	3.01E-02		
483	3.02E-02		
484	3.04E-02		
485	0.030550002		
486	3.07E-02		
487	0.030845188		
488	0.031011256		
489	3.11E-02		
490	3.12E-02		
491	3.12E-02		
492	3.13E-02		
493	3.13E-02		
494	3.12E-02		
495	3.11E-02		
496	3.10E-02		
497	0.030756228		
498	3.05E-02		
499	3.03E-02		
500	3.00E-02		
501	2.96E-02		
502	2.93E-02		
503	2.89E-02		
504	2.85E-02		
505	2.81E-02		
506	2.77E-02		
507	0.027319622		
508	2.69E-02		
509	2.65E-02		
510	2.61E-02		
511	2.58E-02		
512	2.54E-02		
513	0.025073817		
514	2.47E-02		
515	2.44E-02		
516	2.41E-02		
517	2.38E-02		
518	2.35E-02		
519	2.31E-02		
520	2.28E-02		
521	0.022499443		
522	2.22E-02		
523	2.18E-02		
524	2.14E-02		
525	0.021021704		
526	2.06E-02		
527	2.03E-02		
528	1.99E-02		
529	1.95E-02		
530	1.91E-02		
531	1.87E-02		
532	0.018411827		
533	1.81E-02		
534	1.78E-02		
535	0.017469106		
536	1.72E-02		
537	1.69E-02		
538	1.67E-02		
539	1.64E-02		
540	1.63E-02		
541	1.61E-02		
542	1.61E-02		
543	1.60E-02		
544	0.015971724		
545	1.60E-02		
546	1.61E-02		
547	1.62E-02		
548	1.63E-02		
549	1.65E-02		
550	1.67E-02		
551	1.69E-02		
552	1.72E-02		
553	1.76E-02		
554	0.017966845		
555	1.84E-02		
556	0.018799854		
557	0.019284783		
558	1.98E-02		
559	2.03E-02		
560	2.09E-02		
561	2.15E-02		
562	2.21E-02		
563	2.27E-02		
564	2.34E-02		
565	2.41E-02		
566	2.49E-02		
567	2.56E-02		
568	2.63E-02		
569	2.70E-02		
570	0.027641843		
571	2.83E-02		
572	2.90E-02		
573	2.97E-02		
574	0.030373636		
575	3.10E-02		
576	3.17E-02		
577	3.23E-02		
578	3.30E-02		
579	3.36E-02		
580	3.41E-02		
581	3.46E-02		
582	0.035088463		
583	3.56E-02		
584	3.61E-02		
585	3.66E-02		
586	3.71E-02		
587	3.77E-02		
588	0.038170905		
589	3.88E-02		
590	3.93E-02		
591	3.99E-02		
592	4.04E-02		
593	4.10E-02		
594	0.041513437		
595	4.21E-02		
596	4.28E-02		
597	4.34E-02		
598	4.40E-02		
599	0.044748374		
600	0.045485721		
601	4.63E-02		
602	4.72E-02		
603	4.81E-02		
604	0.049006704		
605	5.00E-02		
606	5.11E-02		
607	5.22E-02		
608	5.35E-02		
609	5.46E-02		
610	5.59E-02		
611	5.72E-02		
612	5.85E-02		
613	5.99E-02		
614	6.13E-02		
615	6.28E-02		
616	6.43E-02		
617	0.065742685		
618	6.70E-02		
619	6.81E-02		
620	6.93E-02		
621	7.01E-02		
622	7.08E-02		
623	7.15E-02		
624	7.20E-02		
625	7.24E-02		
626	7.28E-02		
627	7.28E-02		
628	7.28E-02		
629	0.072435408		
630	7.20E-02		
631	7.15E-02		
632	7.09E-02		
633	7.00E-02		
