OLIS-3D-ASCII	SySl1224	
375	6.86E-03	
376	7.19E-03	
377	7.45E-03	
378	7.65E-03	
379	7.79E-03	
380	7.89E-03	
381	7.95E-03	
382	8.01E-03	
383	8.04E-03	
384	7.95E-03	
385	7.94E-03	
386	7.95E-03	
387	7.96E-03	
388	7.95E-03	
389	7.94E-03	
390	7.96E-03	
391	8.09E-03	
392	8.14E-03	
393	8.20E-03	
394	8.32E-03	
395	8.45E-03	
396	8.57E-03	
397	8.70E-03	
398	8.77E-03	
399	8.91E-03	
400	9.01E-03	
401	9.14E-03	
402	9.26E-03	
403	0.009474008	
404	9.65E-03	
405	9.89E-03	
406	1.01E-02	
407	0.010352786	
408	1.06E-02	
409	1.08E-02	
410	1.11E-02	
411	1.13E-02	
412	1.15E-02	
413	1.18E-02	
414	1.20E-02	
415	1.22E-02	
416	1.24E-02	
417	1.26E-02	
418	1.27E-02	
419	1.29E-02	
420	1.30E-02	
421	1.31E-02	
422	1.32E-02	
423	1.33E-02	
424	1.35E-02	
425	1.36E-02	
426	1.38E-02	
427	1.39E-02	
428	1.41E-02	
429	1.42E-02	
430	1.44E-02	
431	1.45E-02	
432	1.47E-02	
433	1.48E-02	
434	1.49E-02	
435	1.50E-02	
436	1.51E-02	
437	1.51E-02	
438	1.51E-02	
439	1.51E-02	
440	1.50E-02	
441	1.48E-02	
442	0.014707859	
443	1.45E-02	
444	1.43E-02	
445	1.41E-02	
446	1.38E-02	
447	0.013476041	
448	1.32E-02	
449	1.29E-02	
450	1.26E-02	
451	0.012258455	
452	1.20E-02	
453	1.18E-02	
454	1.16E-02	
455	1.15E-02	
456	1.14E-02	
457	0.011255043	
458	1.11E-02	
459	1.11E-02	
460	1.09E-02	
461	1.09E-02	
462	1.07E-02	
463	1.06E-02	
464	0.010460051	
465	0.010319122	
466	0.010181122	
467	1.00E-02	
468	9.86E-03	
469	9.71E-03	
470	9.56E-03	
471	9.42E-03	
472	9.29E-03	
473	9.18E-03	
474	9.04E-03	
475	8.91E-03	
476	8.83E-03	
477	8.76E-03	
478	8.72E-03	
479	8.67E-03	
480	8.66E-03	
481	8.64E-03	
482	8.63E-03	
483	8.62E-03	
484	8.64E-03	
485	8.65E-03	
486	8.67E-03	
487	8.69E-03	
488	8.74E-03	
489	8.77E-03	
490	8.81E-03	
491	8.82E-03	
492	8.82E-03	
493	8.79E-03	
494	8.74E-03	
495	8.68E-03	
496	8.63E-03	
497	8.55E-03	
498	8.46E-03	
499	8.33E-03	
500	8.21E-03	
501	8.07E-03	
502	7.91E-03	
503	7.75E-03	
504	7.57E-03	
505	7.39E-03	
506	7.19E-03	
507	7.00E-03	
508	6.80E-03	
509	6.60E-03	
510	6.40E-03	
511	6.21E-03	
512	6.02E-03	
513	5.83E-03	
514	5.64E-03	
515	5.47E-03	
516	5.29E-03	
517	5.14E-03	
518	4.95E-03	
519	4.78E-03	
520	4.64E-03	
521	4.47E-03	
522	4.32E-03	
523	4.17E-03	
524	4.01E-03	
525	3.85E-03	
526	3.70E-03	
527	3.55E-03	
528	3.41E-03	
529	3.30E-03	
530	3.16E-03	
531	3.04E-03	
532	2.94E-03	
533	2.81E-03	
534	2.70E-03	
535	2.58E-03	
536	2.48E-03	
537	2.36E-03	
538	2.23E-03	
539	2.11E-03	
540	2.00E-03	
541	1.92E-03	
542	1.85E-03	
543	1.78E-03	
544	1.73E-03	
545	1.68E-03	
546	1.64E-03	
547	1.61E-03	
548	1.59E-03	
549	1.55E-03	
550	1.51E-03	
551	1.47E-03	
552	1.45E-03	
553	1.44E-03	
554	1.45E-03	
555	1.44E-03	
556	1.45E-03	
557	1.46E-03	
558	1.48E-03	
559	1.50E-03	
560	1.52E-03	
561	1.55E-03	
562	1.56E-03	
563	1.58E-03	
564	1.61E-03	
565	1.62E-03	
566	1.65E-03	
567	1.69E-03	
568	1.73E-03	
569	1.77E-03	
570	1.82E-03	
571	1.87E-03	
572	1.92E-03	
573	1.96E-03	
574	2.00E-03	
575	2.07E-03	
576	2.12E-03	
577	2.16E-03	
578	2.22E-03	
579	2.27E-03	
580	2.32E-03	
581	2.35E-03	
582	2.40E-03	
583	2.44E-03	
584	2.49E-03	
585	2.54E-03	
586	2.58E-03	
587	2.64E-03	
588	2.68E-03	
589	2.72E-03	
590	2.77E-03	
591	2.81E-03	
592	2.84E-03	
593	2.87E-03	
594	2.92E-03	
595	2.95E-03	
596	0.002989306	
597	3.03E-03	
598	3.05E-03	
599	3.09E-03	
600	3.14E-03	
601	3.19E-03	
602	3.24E-03	
603	3.30E-03	
604	3.37E-03	
605	3.44E-03	
606	3.53E-03	
607	3.62E-03	
608	3.72E-03	
609	3.81E-03	
610	3.90E-03	
611	3.99E-03	
612	0.004093728	
613	4.18E-03	
614	4.27E-03	
615	4.37E-03	
616	4.45E-03	
617	4.53E-03	
618	4.62E-03	
619	4.70E-03	
620	4.78E-03	
621	4.84E-03	
622	4.91E-03	
623	4.94E-03	
624	5.00E-03	
625	5.02E-03	
626	5.04E-03	
627	5.05E-03	
628	5.04E-03	
629	5.04E-03	
630	5.04E-03	
631	5.05E-03	
632	5.07E-03	
633	5.05E-03	
634	5.03E-03	
635	4.99E-03	
636	4.96E-03	
637	4.91E-03	
638	4.87E-03	
639	4.81E-03	
640	4.75E-03	
641	4.69E-03	
642	4.64E-03	
643	4.59E-03	
644	4.51E-03	
645	4.41E-03	
646	4.32E-03	
647	4.25E-03	
648	4.17E-03	
649	4.11E-03	
650	4.05E-03	
651	3.99E-03	
652	3.94E-03	
653	3.93E-03	
654	3.93E-03	
655	3.95E-03	
656	3.99E-03	
657	4.07E-03	
658	4.19E-03	
659	4.36E-03	
660	4.54E-03	
661	4.76E-03	
662	4.99E-03	
663	5.23E-03	
664	5.49E-03	
665	5.77E-03	
666	6.05E-03	
667	6.36E-03	
668	6.66E-03	
669	6.94E-03	
670	7.22E-03	
671	7.52E-03	
672	7.77E-03	
673	8.02E-03	
674	8.27E-03	
675	8.49E-03	
676	8.68E-03	
677	8.86E-03	
678	9.03E-03	
679	9.13E-03	
680	9.20E-03	
681	9.17E-03	
682	9.07E-03	
683	8.87E-03	
684	8.55E-03	
685	8.20E-03	
686	7.69E-03	
687	7.18E-03	
688	6.60E-03	
689	6.02E-03	
690	5.43E-03	
691	4.88E-03	
692	4.40E-03	
693	3.94E-03	
694	3.55E-03	
695	3.16E-03	
696	2.82E-03	
697	2.52E-03	
698	2.21E-03	
699	1.96E-03	
700	1.70E-03	
701	1.42E-03	
702	1.20E-03	
703	1.08E-03	
704	9.70E-04	
705	8.81E-04	
706	8.00E-04	
707	7.18E-04	
708	6.25E-04	
709	5.10E-04	
710	3.63E-04	
