OLIS-3D-ASCII	SySl1220					
375	-2.78E-03					
376	-2.49E-03					
377	-2.24E-03					
378	-2.03E-03					
379	-1.86E-03					
380	-1.73E-03					
381	-1.63E-03					
382	-1.60E-03					
383	-1.57E-03					
384	-1.50E-03					
385	-1.62E-03					
386	-1.65E-03					
387	-1.61E-03					
388	-1.55E-03					
389	-1.51E-03					
390	-1.46E-03					
391	-1.40E-03					
392	-1.31E-03					
393	-1.18E-03					
394	-1.12E-03					
395	-1.09E-03					
396	-1.10E-03					
397	-1.12E-03					
398	-1.09E-03					
399	-1.06E-03					
400	-1.01E-03					
401	-9.79E-04					
402	-9.27E-04					
403	-8.76E-04					
404	-8.45E-04					
405	-8.21E-04					
406	-7.71E-04					
407	-7.68E-04					
408	-7.64E-04					
409	-7.19E-04					
410	-6.66E-04					
411	-6.53E-04					
412	-6.14E-04					
413	-5.65E-04					
414	-5.48E-04					
415	-5.13E-04					
416	-5.16E-04					
417	-5.25E-04					
418	-5.18E-04					
419	-5.11E-04					
420	-4.69E-04					
421	-4.55E-04					
422	-4.09E-04					
423	-3.96E-04					
424	-3.51E-04					
425	-3.15E-04					
426	-2.92E-04					
427	-2.64E-04					
428	-2.66E-04					
429	-2.77E-04					
430	-2.79E-04					
431	-2.58E-04					
432	-2.46E-04					
433	-2.55E-04					
434	-2.55E-04					
435	-2.51E-04					
436	-2.33E-04					
437	-2.26E-04					
438	-2.10E-04					
439	-1.97E-04					
440	-1.88E-04					
441	-1.73E-04					
442	-1.43E-04					
443	-1.22E-04					
444	-1.28E-04					
445	-1.28E-04					
446	-1.35E-04					
447	-1.28E-04					
448	-1.33E-04					
449	-1.36E-04					
450	-1.42E-04					
451	-1.56E-04					
452	-1.49E-04					
453	-1.39E-04					
454	-1.37E-04					
455	-1.45E-04					
456	-1.62E-04					
457	-1.67E-04					
458	-1.68E-04					
459	-1.68E-04					
460	-1.63E-04					
461	-1.58E-04					
462	-1.43E-04					
463	-1.37E-04					
464	-1.08E-04					
465	-1.00E-04					
466	-1.09E-04					
467	-9.47E-05					
468	-9.98E-05					
469	-9.91E-05					
470	-1.10E-04					
471	-1.17E-04					
472	-1.07E-04					
473	-1.09E-04					
474	-9.28E-05					
475	-8.74E-05					
476	-6.85E-05					
477	-7.21E-05					
478	-7.48E-05					
479	-6.76E-05					
480	-7.86E-05					
481	-7.83E-05					
482	-8.21E-05					
483	-7.97E-05					
484	-7.80E-05					
485	-7.73E-05					
486	-5.84E-05					
487	-4.34E-05					
488	-4.28E-05					
489	-4.69E-05					
490	-5.41E-05					
491	-5.46E-05					
492	-5.73E-05					
493	-5.24E-05					
494	-4.23E-05					
495	-3.17E-05					
496	-3.33E-05					
497	-2.46E-05					
498	-1.46E-05					
499	-3.21E-05					
500	-5.78E-05					
501	-6.36E-05					
502	-8.60E-05					
503	-8.65E-05					
504	-8.53E-05					
505	-7.54E-05					
506	-7.21E-05					
507	-6.65E-05					
508	-6.51E-05					
509	-5.10E-05					
510	-5.75E-05					
511	-7.75E-05					
512	-6.91E-05					
513	-6.01E-05					
514	-5.09E-05					
515	-3.40E-05					
516	-1.72E-05					
517	-8.36E-06					
518	-2.37E-05					
519	-1.89E-05					
520	-2.41E-05					
521	-2.47E-05					
522	-4.98E-05					
523	-5.90E-05					
524	-5.41E-05					
525	-6.30E-05					
526	-6.44E-05					
527	-6.64E-05					
528	-6.63E-05					
529	-7.43E-05					
530	-9.13E-05					
531	-8.12E-05					
532	-8.70E-05					
533	-7.69E-05					
534	-7.78E-05					
535	-7.22E-05					
536	-6.00E-05					
537	-4.47E-05					
538	-3.58E-05					
539	-3.14E-05					
540	-3.26E-05					
541	-3.36E-05					
542	-3.90E-05					
543	-3.38E-05					
544	-3.05E-05					
545	-3.63E-05					
546	-1.75E-05					
547	-1.94E-05					
548	3.15E-06					
549	3.03E-05					
550	3.76E-05					
551	2.82E-05					
552	3.23E-05					
553	3.74E-05					
554	3.04E-05					
555	1.82E-05					
556	1.90E-05					
557	1.23E-05					
558	2.57E-05					
559	2.15E-05					
560	3.73E-05					
561	4.81E-05					
562	4.41E-05					
563	3.65E-05					
564	4.24E-05					
565	4.62E-05					
566	3.08E-05					
567	2.24E-05					
568	3.15E-05					
569	3.76E-05					
570	3.99E-05					
571	4.01E-05					
572	4.55E-05					
573	4.22E-05					
574	3.99E-05					
575	3.46E-05					
576	3.51E-05					
577	3.12E-05					
578	2.17E-05					
579	1.20E-05					
580	1.91E-05					
581	2.88E-05					
582	3.06E-05					
583	2.58E-05					
584	3.32E-05					
585	3.88E-05					
586	3.60E-05					
587	3.30E-05					
588	3.14E-05					
589	1.11E-05					
590	-5.37E-07					
591	-1.32E-05					
592	-3.48E-06					
593	-1.08E-05					
594	-2.00E-05					
595	-2.19E-05					
596	-1.35E-05					
597	3.51E-06					
598	5.87E-06					
599	1.17E-05					
600	8.08E-06					
601	5.00E-07					
602	4.79E-06					
603	1.64E-05					
604	1.62E-05					
605	1.38E-05					
606	1.04E-05					
607	1.08E-05					
608	2.36E-05					
609	4.18E-05					
610	4.79E-05					
611	5.60E-05					
612	5.27E-05					
613	5.54E-05					
614	5.62E-05					
615	6.23E-05					
616	5.06E-05					
617	4.90E-05					
618	4.33E-05					
619	4.36E-05					
620	4.93E-05					
621	5.11E-05					
622	6.60E-05					
623	6.78E-05					
624	7.23E-05					
625	7.25E-05					
626	7.89E-05					
627	9.14E-05					
628	7.35E-05					
629	6.74E-05					
630	7.63E-05					
631	7.42E-05					
632	6.47E-05					
633	6.90E-05					
634	7.03E-05					
635	6.54E-05					
636	7.07E-05					
637	7.30E-05					
638	8.06E-05					
639	7.30E-05					
640	5.77E-05					
641	6.00E-05					
642	5.84E-05					
643	3.55E-05					
644	1.59E-05					
645	1.08E-05					
646	1.23E-05					
647	1.94E-05					
648	2.47E-05					
649	3.39E-05					
650	3.03E-05					
651	4.44E-05					
652	5.85E-05					
653	3.91E-05					
654	3.31E-05					
655	1.03E-05					
656	3.80E-06					
657	1.03E-05					
658	8.17E-06					
659	1.63E-05					
660	3.88E-05					
661	4.31E-05					
662	5.87E-05					
663	6.29E-05					
664	4.80E-05					
665	3.94E-05					
666	5.27E-05					
667	3.21E-05					
668	5.21E-05					
669	5.64E-05					
670	6.26E-05					
671	8.95E-05					
672	1.07E-04					
673	1.11E-04					
674	1.46E-04					
675	1.36E-04					
676	1.47E-04					
677	1.49E-04					
678	1.64E-04					
679	1.80E-04					
