OLIS-3D-ASCII	SySl1112	
375	0.011783186	
376	1.18E-02	
377	1.18E-02	
378	1.19E-02	
379	1.20E-02	
380	1.20E-02	
381	0.012125451	
382	1.22E-02	
383	1.22E-02	
384	1.23E-02	
385	1.23E-02	
386	0.012184923	
387	1.22E-02	
388	1.21E-02	
389	1.20E-02	
390	0.011879605	
391	1.18E-02	
392	1.18E-02	
393	1.18E-02	
394	0.011834476	
395	1.19E-02	
396	1.19E-02	
397	1.19E-02	
398	1.20E-02	
399	1.20E-02	
400	1.20E-02	
401	0.012110912	
402	1.22E-02	
403	1.24E-02	
404	0.012570317	
405	1.28E-02	
406	1.31E-02	
407	1.34E-02	
408	1.37E-02	
409	1.39E-02	
410	1.42E-02	
411	1.45E-02	
412	1.48E-02	
413	1.51E-02	
414	1.54E-02	
415	1.56E-02	
416	1.58E-02	
417	0.015935399	
418	1.60E-02	
419	1.61E-02	
420	1.61E-02	
421	1.61E-02	
422	1.61E-02	
423	0.016108588	
424	1.62E-02	
425	1.62E-02	
426	1.63E-02	
427	1.65E-02	
428	1.66E-02	
429	1.68E-02	
430	0.016938121	
431	1.72E-02	
432	1.74E-02	
433	1.76E-02	
434	1.78E-02	
435	1.80E-02	
436	0.01813929	
437	1.82E-02	
438	1.82E-02	
439	0.018145805	
440	1.80E-02	
441	1.78E-02	
442	1.76E-02	
443	1.72E-02	
444	1.68E-02	
445	1.63E-02	
446	1.57E-02	
447	1.52E-02	
448	1.46E-02	
449	1.40E-02	
450	1.34E-02	
451	1.29E-02	
452	1.24E-02	
453	1.20E-02	
454	1.17E-02	
455	0.011332364	
456	1.11E-02	
457	1.08E-02	
458	1.06E-02	
459	1.04E-02	
460	1.02E-02	
461	1.01E-02	
462	1.00E-02	
463	9.89E-03	
464	9.81E-03	
465	9.71E-03	
466	9.60E-03	
467	9.49E-03	
468	9.38E-03	
469	9.26E-03	
470	9.14E-03	
471	9.06E-03	
472	8.97E-03	
473	8.91E-03	
474	8.85E-03	
475	8.80E-03	
476	8.77E-03	
477	8.73E-03	
478	8.71E-03	
479	8.69E-03	
480	8.69E-03	
481	8.69E-03	
482	8.71E-03	
483	8.73E-03	
484	8.74E-03	
485	8.76E-03	
486	8.78E-03	
487	8.79E-03	
488	8.81E-03	
489	8.81E-03	
490	8.82E-03	
491	8.81E-03	
492	8.81E-03	
493	8.77E-03	
494	8.74E-03	
495	8.72E-03	
496	8.65E-03	
497	8.58E-03	
498	8.51E-03	
499	8.43E-03	
500	8.35E-03	
501	8.26E-03	
502	8.18E-03	
503	8.08E-03	
504	8.00E-03	
505	7.89E-03	
506	0.007819072	
507	7.74E-03	
508	7.64E-03	
509	7.54E-03	
510	7.47E-03	
511	7.40E-03	
512	7.33E-03	
513	7.25E-03	
514	7.18E-03	
515	7.10E-03	
516	7.01E-03	
517	6.92E-03	
518	6.82E-03	
519	6.73E-03	
520	6.63E-03	
521	6.52E-03	
522	6.41E-03	
523	6.28E-03	
524	6.15E-03	
525	6.01E-03	
526	5.86E-03	
527	5.70E-03	
528	5.54E-03	
529	5.39E-03	
530	5.24E-03	
531	5.09E-03	
532	4.94E-03	
533	4.78E-03	
534	4.61E-03	
535	4.45E-03	
536	4.30E-03	
537	4.14E-03	
538	3.97E-03	
539	3.82E-03	
540	3.68E-03	
541	3.56E-03	
542	3.44E-03	
543	3.33E-03	
544	3.25E-03	
545	3.19E-03	
546	3.14E-03	
547	3.10E-03	
548	3.05E-03	
549	3.01E-03	
550	2.98E-03	
551	2.96E-03	
552	0.002954162	
553	2.96E-03	
554	2.97E-03	
555	2.99E-03	
556	3.03E-03	
557	3.07E-03	
558	3.11E-03	
559	3.15E-03	
560	3.19E-03	
561	3.26E-03	
562	3.32E-03	
563	3.40E-03	
564	3.46E-03	
565	3.55E-03	
566	3.65E-03	
567	3.75E-03	
568	3.85E-03	
569	0.00394178	
570	4.05E-03	
571	4.17E-03	
572	4.28E-03	
573	4.39E-03	
574	4.49E-03	
575	4.60E-03	
576	4.68E-03	
577	4.77E-03	
578	4.86E-03	
579	4.94E-03	
580	5.03E-03	
581	5.13E-03	
582	5.24E-03	
583	5.36E-03	
