OLIS-3D-ASCII	SySl1019		
375	8.73E-03		
376	8.86E-03		
377	8.97E-03		
378	9.06E-03		
379	9.13E-03		
380	9.19E-03		
381	9.23E-03		
382	9.29E-03		
383	9.33E-03		
384	9.36E-03		
385	9.27E-03		
386	9.18E-03		
387	9.18E-03		
388	9.17E-03		
389	9.12E-03		
390	9.10E-03		
391	9.08E-03		
392	9.06E-03		
393	9.14E-03		
394	9.19E-03		
395	9.19E-03		
396	9.22E-03		
397	9.16E-03		
398	9.14E-03		
399	9.21E-03		
400	9.29E-03		
401	9.37E-03		
402	9.46E-03		
403	9.58E-03		
404	9.77E-03		
405	9.94E-03		
406	1.01E-02		
407	1.03E-02		
408	1.05E-02		
409	1.06E-02		
410	1.08E-02		
411	1.10E-02		
412	1.12E-02		
413	1.14E-02		
414	1.16E-02		
415	1.17E-02		
416	1.19E-02		
417	1.20E-02		
418	1.21E-02		
419	1.22E-02		
420	1.22E-02		
421	1.23E-02		
422	1.23E-02		
423	1.23E-02		
424	1.23E-02		
425	1.24E-02		
426	1.24E-02		
427	1.25E-02		
428	1.26E-02		
429	1.27E-02		
430	1.29E-02		
431	0.013087632		
432	1.33E-02		
433	1.35E-02		
434	1.37E-02		
435	1.38E-02		
436	1.38E-02		
437	1.39E-02		
438	1.39E-02		
439	1.38E-02		
440	1.37E-02		
441	1.35E-02		
442	1.32E-02		
443	1.29E-02		
444	1.25E-02		
445	1.21E-02		
446	1.16E-02		
447	1.11E-02		
448	1.05E-02		
449	0.010049444		
450	9.57E-03		
451	9.13E-03		
452	8.72E-03		
453	8.34E-03		
454	8.04E-03		
455	7.75E-03		
456	7.52E-03		
457	7.32E-03		
458	7.15E-03		
459	7.02E-03		
460	6.91E-03		
461	6.81E-03		
462	6.71E-03		
463	6.61E-03		
464	6.53E-03		
465	6.45E-03		
466	6.37E-03		
467	6.29E-03		
468	6.23E-03		
469	6.17E-03		
470	6.10E-03		
471	6.05E-03		
472	5.99E-03		
473	5.94E-03		
474	5.88E-03		
475	5.82E-03		
476	5.79E-03		
477	5.76E-03		
478	5.74E-03		
479	5.74E-03		
480	5.75E-03		
481	0.005755056		
482	5.76E-03		
483	5.78E-03		
484	5.79E-03		
485	5.80E-03		
486	5.79E-03		
487	5.80E-03		
488	5.84E-03		
489	5.86E-03		
490	5.88E-03		
491	5.91E-03		
492	5.91E-03		
493	5.92E-03		
494	5.91E-03		
495	5.90E-03		
496	5.88E-03		
497	5.87E-03		
498	5.84E-03		
499	5.82E-03		
500	5.79E-03		
501	5.74E-03		
502	5.69E-03		
503	5.65E-03		
504	5.59E-03		
505	5.55E-03		
506	5.48E-03		
507	5.42E-03		
508	5.38E-03		
509	5.32E-03		
510	5.27E-03		
511	5.22E-03		
512	5.17E-03		
513	5.11E-03		
514	5.06E-03		
515	5.04E-03		
516	4.98E-03		
517	4.93E-03		
518	4.86E-03		
519	4.78E-03		
520	4.71E-03		
521	4.63E-03		
522	4.55E-03		
523	4.48E-03		
524	4.40E-03		
525	4.32E-03		
526	4.23E-03		
527	4.15E-03		
528	4.04E-03		
529	3.97E-03		
530	3.87E-03		
531	3.78E-03		
532	3.71E-03		
533	3.63E-03		
534	3.54E-03		
535	3.47E-03		
536	3.41E-03		
537	3.35E-03		
538	3.28E-03		
539	3.22E-03		
540	3.17E-03		
541	3.14E-03		
542	3.11E-03		
543	3.08E-03		
544	3.07E-03		
545	3.06E-03		
546	3.06E-03		
547	3.07E-03		
548	3.11E-03		
549	3.14E-03		
550	3.18E-03		
551	3.23E-03		
552	3.28E-03		
553	3.33E-03		
554	3.39E-03		
555	3.47E-03		
556	3.55E-03		
557	3.63E-03		
558	3.71E-03		
559	3.81E-03		
560	3.91E-03		
561	4.01E-03		
562	4.12E-03		
563	4.24E-03		
564	4.35E-03		
565	4.46E-03		
566	4.60E-03		
567	4.74E-03		
568	4.88E-03		
569	5.03E-03		
570	0.005176168		
571	5.31E-03		
572	5.44E-03		
573	5.55E-03		
574	5.68E-03		
575	5.79E-03		
576	5.88E-03		
577	5.97E-03		
578	6.08E-03		
579	6.20E-03		
580	6.30E-03		
581	6.44E-03		
582	6.57E-03		
583	6.70E-03		
584	6.81E-03		
585	6.91E-03		
586	7.01E-03		
587	7.10E-03		
588	7.19E-03		
589	7.29E-03		
590	7.38E-03		
591	7.47E-03		
592	7.56E-03		
593	7.68E-03		
594	7.79E-03		
595	7.90E-03		
596	8.00E-03		
597	8.11E-03		
598	8.22E-03		
599	8.34E-03		
600	8.49E-03		
601	8.63E-03		
602	8.79E-03		
603	8.95E-03		
604	9.15E-03		
605	9.36E-03		
606	9.59E-03		
607	9.84E-03		
608	1.01E-02		
609	1.03E-02		
610	1.06E-02		
611	1.09E-02		
612	1.11E-02		
613	1.14E-02		
614	0.011678366		
615	1.19E-02		
616	1.22E-02		
617	1.25E-02		
618	1.27E-02		
619	1.30E-02		
620	1.32E-02		
621	1.34E-02		
622	1.35E-02		
623	1.37E-02		
624	1.38E-02		
625	1.39E-02		
626	1.39E-02		
627	1.39E-02		
628	1.39E-02		
629	1.39E-02		
630	1.38E-02		
631	1.38E-02		
632	1.36E-02		
633	1.35E-02		
634	1.34E-02		
635	1.32E-02		
636	1.30E-02		
637	1.28E-02		
638	1.26E-02		
639	1.23E-02		
640	0.012086942		
641	0.011820893		
642	1.16E-02		
643	1.13E-02		
644	0.01100033		
645	1.07E-02		
646	1.04E-02		
647	1.01E-02		
648	9.89E-03		
649	9.66E-03		
650	9.46E-03		
651	9.28E-03		
