OLIS-3D-ASCII	SySl1224	
375	1.99E-02	
376	2.06E-02	
377	2.11E-02	
378	2.16E-02	
379	0.021930392	
380	2.22E-02	
381	2.24E-02	
382	2.25E-02	
383	2.27E-02	
384	2.27E-02	
385	2.25E-02	
386	2.23E-02	
387	2.24E-02	
388	0.022368556	
389	2.23E-02	
390	0.02230738	
391	2.24E-02	
392	2.24E-02	
393	2.26E-02	
394	0.02277135	
395	2.30E-02	
396	2.31E-02	
397	2.32E-02	
398	2.34E-02	
399	2.37E-02	
400	2.38E-02	
401	2.41E-02	
402	2.44E-02	
403	2.48E-02	
404	2.52E-02	
405	2.58E-02	
406	2.64E-02	
407	2.70E-02	
408	2.76E-02	
409	2.83E-02	
410	2.89E-02	
411	2.94E-02	
412	3.00E-02	
413	3.06E-02	
414	3.10E-02	
415	0.031539496	
416	3.19E-02	
417	3.23E-02	
418	3.26E-02	
419	3.28E-02	
420	3.30E-02	
421	0.033171416	
422	3.33E-02	
423	3.35E-02	
424	3.37E-02	
425	3.39E-02	
426	3.41E-02	
427	3.44E-02	
428	3.47E-02	
429	3.50E-02	
430	3.54E-02	
431	3.57E-02	
432	3.62E-02	
433	3.65E-02	
434	3.69E-02	
435	3.72E-02	
436	3.75E-02	
437	3.77E-02	
438	3.77E-02	
439	3.76E-02	
440	3.75E-02	
441	3.71E-02	
442	3.66E-02	
443	3.59E-02	
444	3.50E-02	
445	0.033958241	
446	3.28E-02	
447	3.16E-02	
448	3.04E-02	
449	2.92E-02	
450	2.81E-02	
451	2.70E-02	
452	2.60E-02	
453	2.51E-02	
454	2.43E-02	
455	2.37E-02	
456	2.31E-02	
457	2.26E-02	
458	2.22E-02	
459	2.18E-02	
460	2.15E-02	
461	2.12E-02	
462	2.10E-02	
463	0.020772495	
464	2.06E-02	
465	2.03E-02	
466	2.01E-02	
467	1.99E-02	
468	1.96E-02	
469	1.94E-02	
470	1.91E-02	
471	1.88E-02	
472	1.86E-02	
473	1.83E-02	
474	1.81E-02	
475	1.79E-02	
476	1.77E-02	
477	1.75E-02	
478	1.73E-02	
479	1.72E-02	
480	1.71E-02	
481	1.70E-02	
482	1.70E-02	
483	1.70E-02	
484	1.70E-02	
