OLIS-3D-ASCII	SySl1198			
375	2.99E-03			
376	2.53E-03			
377	2.25E-03			
378	2.11E-03			
379	2.10E-03			
380	2.16E-03			
381	2.28E-03			
382	2.41E-03			
383	2.49E-03			
384	2.52E-03			
385	2.46E-03			
386	2.43E-03			
387	2.43E-03			
388	2.41E-03			
389	2.37E-03			
390	2.32E-03			
391	2.36E-03			
392	2.38E-03			
393	2.40E-03			
394	2.46E-03			
395	2.48E-03			
396	2.52E-03			
397	2.57E-03			
398	2.63E-03			
399	2.66E-03			
400	2.71E-03			
401	2.70E-03			
402	2.70E-03			
403	2.75E-03			
404	2.73E-03			
405	2.77E-03			
406	2.83E-03			
407	2.88E-03			
408	2.97E-03			
409	3.06E-03			
410	3.14E-03			
411	3.23E-03			
412	3.35E-03			
413	3.43E-03			
414	3.50E-03			
415	3.58E-03			
416	3.60E-03			
417	3.63E-03			
418	3.63E-03			
419	3.67E-03			
420	3.69E-03			
421	3.68E-03			
422	3.68E-03			
423	3.68E-03			
424	3.73E-03			
425	3.74E-03			
426	3.76E-03			
427	3.80E-03			
428	3.82E-03			
429	3.84E-03			
430	3.88E-03			
431	3.93E-03			
432	3.97E-03			
433	4.02E-03			
434	4.06E-03			
435	4.10E-03			
436	4.13E-03			
437	4.15E-03			
438	4.16E-03			
439	4.16E-03			
440	4.11E-03			
441	4.07E-03			
442	4.02E-03			
443	3.93E-03			
444	3.85E-03			
445	3.75E-03			
446	3.64E-03			
447	3.52E-03			
448	3.40E-03			
449	3.25E-03			
450	3.14E-03			
451	3.02E-03			
452	2.89E-03			
453	2.82E-03			
454	2.75E-03			
455	2.70E-03			
456	2.64E-03			
457	2.59E-03			
458	2.55E-03			
459	2.49E-03			
460	2.45E-03			
461	2.41E-03			
462	2.39E-03			
463	2.35E-03			
464	2.32E-03			
465	2.29E-03			
466	2.27E-03			
467	2.24E-03			
468	2.22E-03			
469	2.18E-03			
470	2.15E-03			
471	2.11E-03			
472	2.08E-03			
473	2.06E-03			
474	2.04E-03			
475	2.00E-03			
476	1.98E-03			
477	1.95E-03			
478	1.93E-03			
479	1.90E-03			
480	1.90E-03			
481	1.87E-03			
482	1.85E-03			
483	1.84E-03			
484	0.001840394			
485	1.85E-03			
486	1.85E-03			
487	1.86E-03			
488	1.87E-03			
489	1.89E-03			
490	1.91E-03			
491	1.93E-03			
492	1.96E-03			
493	1.97E-03			
494	1.98E-03			
495	1.99E-03			
496	2.00E-03			
497	2.00E-03			
498	1.99E-03			
499	1.99E-03			
500	1.98E-03			
501	1.97E-03			
502	1.97E-03			
503	1.96E-03			
504	1.95E-03			
505	0.00191247			
506	1.88E-03			
507	1.84E-03			
508	1.80E-03			
509	1.76E-03			
510	1.70E-03			
511	1.65E-03			
512	1.59E-03			
513	1.54E-03			
514	1.50E-03			
515	1.43E-03			
516	1.36E-03			
517	1.29E-03			
518	1.22E-03			
519	1.18E-03			
520	1.15E-03			
521	1.11E-03			
522	1.08E-03			
523	1.03E-03			
524	1.00E-03			
525	9.84E-04			
526	9.62E-04			
527	9.25E-04			
528	9.01E-04			
529	8.89E-04			
530	8.78E-04			
531	8.71E-04			
532	8.48E-04			
533	8.35E-04			
534	8.21E-04			
535	8.06E-04			
536	7.96E-04			
537	8.03E-04			
538	8.14E-04			
539	8.11E-04			
540	8.26E-04			
541	8.44E-04			
542	8.54E-04			
543	8.57E-04			
544	8.62E-04			
545	8.94E-04			
546	9.16E-04			
547	9.53E-04			
548	9.75E-04			
549	1.01E-03			
550	1.04E-03			
551	1.04E-03			
552	1.07E-03			
553	1.09E-03			
554	1.11E-03			
555	1.13E-03			
556	1.15E-03			
557	1.20E-03			
558	1.23E-03			
559	1.27E-03			
560	1.29E-03			
561	1.33E-03			
562	1.36E-03			
563	1.39E-03			
564	1.42E-03			
565	1.45E-03			
566	1.49E-03			
567	1.54E-03			
568	1.59E-03			
569	1.63E-03			
570	1.68E-03			
571	1.72E-03			
572	1.75E-03			
573	1.78E-03			
574	1.81E-03			
575	1.83E-03			
576	1.85E-03			
577	1.87E-03			
578	1.89E-03			
579	1.92E-03			
580	1.94E-03			
581	1.98E-03			
582	2.02E-03			
583	2.05E-03			
584	2.09E-03			
585	2.11E-03			
586	2.15E-03			
587	2.16E-03			
588	2.20E-03			
589	2.21E-03			
590	2.22E-03			
591	2.24E-03			
592	2.26E-03			
593	2.30E-03			
594	2.33E-03			
595	2.36E-03			
596	2.41E-03			
597	2.45E-03			
598	2.49E-03			
599	2.52E-03			
600	2.57E-03			
601	2.60E-03			
602	2.65E-03			
603	2.68E-03			
604	2.72E-03			
605	2.79E-03			
606	2.85E-03			
607	2.93E-03			
608	2.99E-03			
609	3.05E-03			
610	3.10E-03			
611	3.16E-03			
612	3.23E-03			
613	3.29E-03			
614	3.35E-03			
615	3.38E-03			
616	3.43E-03			
617	3.51E-03			
618	3.55E-03			
619	3.60E-03			
620	3.62E-03			
621	3.65E-03			
622	3.67E-03			
623	3.70E-03			
624	3.74E-03			
625	3.76E-03			
626	3.77E-03			
627	3.77E-03			
628	3.78E-03			
629	3.78E-03			
630	3.77E-03			
631	3.76E-03			
632	3.74E-03			
633	3.72E-03			
634	3.70E-03			
635	3.67E-03			
636	3.63E-03			
637	3.60E-03			
638	3.56E-03			
639	3.53E-03			
640	3.47E-03			
641	3.42E-03			
642	3.34E-03			
643	3.26E-03			
644	3.15E-03			
645	3.04E-03			
646	2.93E-03			
647	2.81E-03			
648	2.70E-03			
649	2.61E-03			
650	2.50E-03			
651	2.43E-03			
652	2.35E-03			
653	2.30E-03			
654	2.24E-03			
655	2.20E-03			
656	2.16E-03			
657	2.15E-03			
658	2.19E-03			
659	2.25E-03			
660	2.32E-03			
661	2.41E-03			
662	2.50E-03			
663	2.62E-03			
664	2.75E-03			
665	2.85E-03			
666	2.95E-03			
667	3.04E-03			
668	3.15E-03			
669	3.25E-03			
670	3.39E-03			
671	3.50E-03			
672	3.61E-03			
673	3.76E-03			
674	3.87E-03			
675	3.99E-03			
676	4.13E-03			
677	4.24E-03			
678	4.33E-03			
679	4.40E-03			
680	4.47E-03			
681	4.48E-03			
682	4.46E-03			
683	4.39E-03			
684	4.29E-03			
685	4.17E-03			
686	3.95E-03			
687	3.74E-03			
688	3.52E-03			
689	3.28E-03			
690	3.08E-03			
691	2.92E-03			
692	2.77E-03			
693	2.54E-03			
694	2.34E-03			
695	2.09E-03			
696	1.90E-03			
697	1.75E-03			
698	1.59E-03			
699	1.38E-03			
700	1.23E-03			
701	1.10E-03			
702	1.02E-03			
703	9.49E-04			
704	8.60E-04			
705	7.28E-04			
706	6.25E-04			
707	5.72E-04			
708	5.85E-04			
709	6.86E-04			
710	8.91E-04			
