OLIS-3D-ASCII	SySl1326					
375	1.63E-02					
376	1.65E-02					
377	1.67E-02					
378	1.68E-02					
379	1.70E-02					
380	0.017102919					
381	1.72E-02					
382	1.72E-02					
383	1.74E-02					
384	1.74E-02					
385	1.74E-02					
386	0.017247602					
387	1.72E-02					
388	0.017095125					
389	1.70E-02					
390	1.69E-02					
391	0.016819412					
392	1.68E-02					
393	1.67E-02					
394	1.67E-02					
395	1.67E-02					
396	1.66E-02					
397	0.016607843					
398	1.67E-02					
399	1.67E-02					
400	1.67E-02					
401	1.68E-02					
402	1.69E-02					
403	1.69E-02					
404	1.70E-02					
405	1.71E-02					
406	1.72E-02					
407	0.017336753					
408	1.75E-02					
409	1.77E-02					
410	1.79E-02					
411	1.81E-02					
412	1.83E-02					
413	1.85E-02					
414	1.86E-02					
415	1.87E-02					
416	1.88E-02					
417	1.89E-02					
418	1.90E-02					
419	1.90E-02					
420	1.90E-02					
421	1.90E-02					
422	1.89E-02					
423	1.89E-02					
424	1.88E-02					
425	1.88E-02					
426	1.87E-02					
427	1.87E-02					
428	1.88E-02					
429	1.88E-02					
430	1.89E-02					
431	1.90E-02					
432	1.91E-02					
433	1.92E-02					
434	1.93E-02					
435	1.94E-02					
436	1.94E-02					
437	1.94E-02					
438	1.93E-02					
439	1.92E-02					
440	1.91E-02					
441	1.88E-02					
442	1.85E-02					
443	1.82E-02					
444	1.77E-02					
445	1.73E-02					
446	1.67E-02					
447	1.62E-02					
448	0.015566125					
449	1.50E-02					
450	1.44E-02					
451	1.39E-02					
452	1.33E-02					
453	1.28E-02					
454	1.24E-02					
455	1.21E-02					
456	0.011728197					
457	1.15E-02					
458	1.12E-02					
459	1.10E-02					
460	1.08E-02					
461	0.010664461					
462	1.05E-02					
463	1.04E-02					
464	0.010239482					
465	1.01E-02					
466	1.00E-02					
467	9.89E-03					
468	9.79E-03					
469	9.69E-03					
470	9.57E-03					
471	9.45E-03					
472	9.37E-03					
473	9.25E-03					
474	9.13E-03					
475	9.05E-03					
476	8.98E-03					
477	8.90E-03					
478	8.87E-03					
479	8.82E-03					
480	8.79E-03					
481	8.76E-03					
482	8.74E-03					
483	8.75E-03					
484	8.76E-03					
485	8.76E-03					
486	8.76E-03					
487	8.79E-03					
488	8.82E-03					
489	8.85E-03					
490	8.90E-03					
491	8.92E-03					
492	8.95E-03					
493	8.97E-03					
494	9.00E-03					
495	9.02E-03					
496	9.02E-03					
497	9.00E-03					
498	8.99E-03					
499	8.93E-03					
500	8.89E-03					
501	8.85E-03					
502	8.80E-03					
503	8.74E-03					
504	8.69E-03					
505	8.62E-03					
506	8.56E-03					
507	8.50E-03					
508	8.40E-03					
509	8.31E-03					
510	8.21E-03					
511	0.008100445					
512	8.01E-03					
513	7.90E-03					
514	7.82E-03					
515	7.72E-03					
516	7.63E-03					
517	7.52E-03					
518	7.41E-03					
519	7.31E-03					
520	7.18E-03					
521	7.07E-03					
522	6.95E-03					
523	6.85E-03					
524	6.72E-03					
525	6.60E-03					
526	6.48E-03					
527	6.37E-03					
528	6.26E-03					
529	6.14E-03					
530	6.02E-03					
531	5.94E-03					
532	5.84E-03					
533	5.76E-03					
534	5.69E-03					
535	5.62E-03					
536	5.54E-03					
537	5.48E-03					
538	5.42E-03					
539	5.38E-03					
540	5.33E-03					
541	5.29E-03					
542	5.26E-03					
543	5.23E-03					
544	5.21E-03					
545	5.20E-03					
546	5.20E-03					
547	5.22E-03					
548	5.24E-03					
549	5.28E-03					
550	5.32E-03					
551	5.37E-03					
552	5.44E-03					
553	5.51E-03					
554	5.58E-03					
555	5.64E-03					
556	5.73E-03					
557	5.82E-03					
558	5.91E-03					
559	6.02E-03					
560	6.12E-03					
561	6.22E-03					
562	6.35E-03					
563	6.48E-03					
564	6.61E-03					
565	6.75E-03					
566	6.88E-03					
567	7.03E-03					
568	7.19E-03					
569	7.35E-03					
570	7.49E-03					
571	7.63E-03					
572	7.77E-03					
573	7.91E-03					
574	8.06E-03					
575	8.21E-03					
576	8.32E-03					
577	8.44E-03					
578	8.55E-03					
579	8.68E-03					
580	8.79E-03					
581	8.91E-03					
582	9.03E-03					
583	9.16E-03					
584	9.28E-03					
585	9.41E-03					
586	9.55E-03					
587	9.67E-03					
588	9.77E-03					
589	9.87E-03					
590	9.97E-03					
591	1.01E-02					
592	1.02E-02					
593	1.03E-02					
594	1.05E-02					
595	0.010606699					
596	1.07E-02					
597	1.09E-02					
598	1.10E-02					
599	1.12E-02					
600	1.13E-02					
601	1.15E-02					
602	1.17E-02					
603	1.20E-02					
604	1.22E-02					
605	1.25E-02					
606	1.28E-02					
607	1.31E-02					
608	1.33E-02					
609	1.36E-02					
610	0.013958545					
611	1.42E-02					
612	1.45E-02					
613	1.49E-02					
614	1.51E-02					
615	1.54E-02					
616	1.57E-02					
