OLIS-3D-ASCII	SySl1283						
375	2.90E-03						
376	3.23E-03						
377	3.50E-03						
378	3.70E-03						
379	3.85E-03						
380	3.97E-03						
381	4.05E-03						
382	4.11E-03						
383	4.16E-03						
384	4.24E-03						
385	4.31E-03						
386	4.46E-03						
387	4.56E-03						
388	4.60E-03						
389	4.66E-03						
390	4.74E-03						
391	4.76E-03						
392	4.69E-03						
393	4.73E-03						
394	4.73E-03						
395	4.77E-03						
396	4.87E-03						
397	4.91E-03						
398	4.99E-03						
399	5.05E-03						
400	5.12E-03						
401	5.22E-03						
402	5.36E-03						
403	5.49E-03						
404	5.58E-03						
405	5.81E-03						
406	6.01E-03						
407	6.21E-03						
408	6.38E-03						
409	6.54E-03						
410	6.69E-03						
411	6.84E-03						
412	6.98E-03						
413	7.10E-03						
414	7.26E-03						
415	7.45E-03						
416	7.55E-03						
417	7.68E-03						
418	7.77E-03						
419	7.82E-03						
420	7.89E-03						
421	7.96E-03						
422	8.02E-03						
423	8.06E-03						
424	8.09E-03						
425	8.14E-03						
426	8.22E-03						
427	8.33E-03						
428	8.38E-03						
429	8.47E-03						
430	8.55E-03						
431	8.63E-03						
432	8.74E-03						
433	8.85E-03						
434	8.95E-03						
435	9.02E-03						
436	9.08E-03						
437	9.11E-03						
438	9.10E-03						
439	9.07E-03						
440	8.98E-03						
441	8.86E-03						
442	8.70E-03						
443	8.49E-03						
444	8.26E-03						
445	8.01E-03						
446	7.71E-03						
447	7.40E-03						
448	7.07E-03						
449	6.77E-03						
450	6.48E-03						
451	6.18E-03						
452	5.91E-03						
453	5.67E-03						
454	5.48E-03						
455	5.30E-03						
456	5.16E-03						
457	5.02E-03						
458	4.91E-03						
459	4.81E-03						
460	4.75E-03						
461	4.69E-03						
462	4.65E-03						
463	4.59E-03						
464	4.55E-03						
465	4.51E-03						
466	0.004466125						
467	4.40E-03						
468	4.35E-03						
469	4.29E-03						
470	4.22E-03						
471	4.15E-03						
472	4.08E-03						
473	3.99E-03						
474	3.92E-03						
475	3.85E-03						
476	3.78E-03						
477	3.72E-03						
478	3.68E-03						
479	3.64E-03						
480	3.61E-03						
481	3.60E-03						
482	3.59E-03						
483	3.58E-03						
484	3.57E-03						
485	3.58E-03						
486	3.58E-03						
487	3.60E-03						
488	3.62E-03						
489	3.66E-03						
490	3.70E-03						
491	3.75E-03						
492	3.79E-03						
493	3.83E-03						
494	3.84E-03						
495	3.87E-03						
496	3.87E-03						
497	3.87E-03						
498	3.86E-03						
499	3.85E-03						
500	3.82E-03						
501	3.78E-03						
502	3.74E-03						
503	3.70E-03						
504	3.64E-03						
505	3.58E-03						
506	3.49E-03						
507	3.42E-03						
508	3.32E-03						
509	3.21E-03						
510	3.12E-03						
511	3.01E-03						
512	2.91E-03						
513	2.79E-03						
514	2.68E-03						
515	2.58E-03						
516	2.48E-03						
517	2.37E-03						
518	2.26E-03						
519	2.14E-03						
520	2.03E-03						
521	1.93E-03						
522	1.86E-03						
523	1.79E-03						
524	1.71E-03						
525	1.65E-03						
526	1.60E-03						
527	1.57E-03						
528	1.54E-03						
529	1.50E-03						
530	1.47E-03						
531	1.43E-03						
532	1.42E-03						
533	1.41E-03						
