OLIS-3D-ASCII	SySl1106							
375	7.96E-03							
376	8.28E-03							
377	8.60E-03							
378	8.90E-03							
379	9.18E-03							
380	9.42E-03							
381	9.61E-03							
382	9.75E-03							
383	9.76E-03							
384	9.71E-03							
385	9.73E-03							
386	9.62E-03							
387	9.60E-03							
388	9.63E-03							
389	9.66E-03							
390	9.67E-03							
391	9.85E-03							
392	9.98E-03							
393	1.00E-02							
394	1.01E-02							
395	1.02E-02							
396	1.03E-02							
397	1.04E-02							
398	1.04E-02							
399	1.05E-02							
400	1.06E-02							
401	1.08E-02							
402	0.010899721							
403	1.11E-02							
404	1.13E-02							
405	1.16E-02							
406	1.19E-02							
407	1.22E-02							
408	1.24E-02							
409	1.27E-02							
410	1.29E-02							
411	1.32E-02							
412	1.35E-02							
413	1.37E-02							
414	1.40E-02							
415	1.42E-02							
416	1.44E-02							
417	1.46E-02							
418	1.48E-02							
419	1.49E-02							
420	1.50E-02							
421	1.52E-02							
422	1.52E-02							
423	1.53E-02							
424	1.54E-02							
425	1.55E-02							
426	1.57E-02							
427	1.58E-02							
428	1.59E-02							
429	1.61E-02							
430	1.63E-02							
431	0.01643898							
432	0.016623349							
433	1.68E-02							
434	0.016911409							
435	1.70E-02							
436	1.71E-02							
437	1.72E-02							
438	1.71E-02							
439	0.017103895							
440	1.70E-02							
441	1.69E-02							
442	1.66E-02							
443	1.63E-02							
444	1.60E-02							
445	1.56E-02							
446	1.52E-02							
447	1.48E-02							
448	1.44E-02							
449	1.40E-02							
450	1.36E-02							
451	1.32E-02							
452	1.29E-02							
453	1.27E-02							
454	1.24E-02							
455	1.23E-02							
456	0.012081932							
457	1.19E-02							
458	1.18E-02							
459	0.011637729							
460	1.15E-02							
461	1.14E-02							
462	0.011294451							
463	1.12E-02							
464	1.10E-02							
465	1.09E-02							
466	1.08E-02							
467	0.010623174							
468	1.04E-02							
469	0.010275647							
470	1.01E-02							
471	9.94E-03							
472	9.77E-03							
473	9.60E-03							
474	9.45E-03							
475	9.32E-03							
476	9.22E-03							
477	9.11E-03							
478	9.05E-03							
479	8.99E-03							
480	8.97E-03							
481	8.98E-03							
482	9.00E-03							
483	9.02E-03							
484	9.04E-03							
485	9.10E-03							
486	9.16E-03							
487	9.22E-03							
488	9.29E-03							
489	9.37E-03							
490	9.45E-03							
491	0.009511583							
492	9.59E-03							
493	9.62E-03							
494	9.66E-03							
495	9.66E-03							
496	9.64E-03							
497	9.62E-03							
498	9.55E-03							
499	9.44E-03							
500	9.32E-03							
501	9.21E-03							
502	9.08E-03							
503	8.92E-03							
504	8.76E-03							
505	8.60E-03							
506	8.44E-03							
507	8.25E-03							
508	8.06E-03							
509	7.87E-03							
510	7.66E-03							
511	7.45E-03							
512	7.25E-03							
513	7.06E-03							
514	6.89E-03							
515	6.73E-03							
516	6.58E-03							
517	6.45E-03							
518	6.32E-03							
519	6.22E-03							
520	6.12E-03							
521	6.03E-03							
522	5.96E-03							
523	5.89E-03							
524	5.81E-03							
525	5.75E-03							
526	5.70E-03							
527	5.65E-03							
528	5.60E-03							
529	5.57E-03							
530	5.54E-03							
531	5.51E-03							
532	5.48E-03							
533	5.47E-03							
534	5.46E-03							
535	5.46E-03							
536	0.005433363							
537	5.43E-03							
538	5.43E-03							
539	5.41E-03							
540	5.40E-03							
541	5.41E-03							
542	5.40E-03							
543	5.40E-03							
544	5.42E-03							
545	5.44E-03							
546	5.48E-03							
547	5.50E-03							
548	5.51E-03							
549	5.55E-03							
550	5.59E-03							
551	5.62E-03							
552	5.68E-03							
553	5.73E-03							
554	5.78E-03							
555	5.84E-03							
556	5.88E-03							
557	5.92E-03							
558	5.98E-03							
559	6.03E-03							
560	6.09E-03							
561	6.17E-03							
562	6.24E-03							
563	6.33E-03							
564	6.43E-03							
565	0.006501637							
566	0.00657516							
567	6.61E-03							
568	6.60E-03							
569	6.58E-03							
570	6.52E-03							
571	6.42E-03							
572	6.27E-03							
573	6.07E-03							
574	5.84E-03							
575	5.59E-03							
576	5.32E-03							
577	5.05E-03							
578	4.79E-03							
579	4.53E-03							
580	4.30E-03							
581	4.09E-03							
582	3.91E-03							
583	3.75E-03							
584	3.61E-03							
585	3.49E-03							
586	3.40E-03							
587	3.30E-03							
588	0.003228286							
589	3.18E-03							
590	3.12E-03							
591	3.07E-03							
592	3.04E-03							
593	2.99E-03							
594	2.95E-03							
595	2.93E-03							
596	2.90E-03							
597	2.89E-03							
598	2.88E-03							
599	2.87E-03							
600	2.87E-03							
601	2.87E-03							
602	2.86E-03							
603	2.85E-03							
604	2.85E-03							
605	2.85E-03							
606	2.87E-03							
607	2.89E-03							
608	2.92E-03							
609	2.95E-03							
610	3.00E-03							
611	3.05E-03							
612	3.09E-03							
613	3.11E-03							
614	3.14E-03							
615	3.16E-03							
616	3.21E-03							
617	3.23E-03							
618	3.27E-03							
619	3.31E-03							
620	3.36E-03							
621	3.39E-03							
622	3.43E-03							
623	3.46E-03							
624	3.49E-03							
625	3.48E-03							
626	3.50E-03							
627	3.50E-03							
628	3.51E-03							
629	3.50E-03							
630	3.50E-03							
631	3.49E-03							
632	3.48E-03							
633	3.45E-03							
634	3.44E-03							
635	3.40E-03							
636	3.37E-03							
637	3.33E-03							
638	3.31E-03							
639	3.27E-03							
640	3.27E-03							
641	3.25E-03							
642	3.23E-03							
643	3.24E-03							
644	3.24E-03							
645	3.25E-03							
646	3.27E-03							
647	3.26E-03							
648	3.26E-03							
649	3.28E-03							
650	3.31E-03							
651	3.34E-03							
652	3.42E-03							
653	3.49E-03							
654	3.59E-03							
655	3.72E-03							
656	3.89E-03							
657	4.09E-03							
658	4.32E-03							
659	4.56E-03							
660	0.004829437							
661	5.16E-03							
662	5.48E-03							
663	5.86E-03							
664	6.26E-03							
665	6.64E-03							
666	7.06E-03							
667	7.48E-03							
668	7.89E-03							
669	8.31E-03							
670	8.68E-03							
671	9.07E-03							
672	9.41E-03							
673	9.78E-03							
674	0.010104139							
675	1.04E-02							
676	1.08E-02							
677	1.10E-02							
678	1.12E-02							
679	1.14E-02							
680	1.14E-02							
681	1.13E-02							
682	1.11E-02							
683	1.07E-02							
684	1.02E-02							
685	9.66E-03							
686	9.04E-03							
687	8.36E-03							
688	7.71E-03							
689	7.08E-03							
690	6.44E-03							
691	5.82E-03							
692	5.26E-03							
693	4.69E-03							
694	4.23E-03							
695	3.79E-03							
696	3.38E-03							
697	2.98E-03							
698	2.65E-03							
699	2.29E-03							
700	2.06E-03							
701	1.85E-03							
702	1.53E-03							
703	1.36E-03							
704	1.13E-03							
705	9.74E-04							
706	8.87E-04							
707	8.86E-04							
708	9.87E-04							
709	1.21E-03							
710	1.56E-03							
