OLIS-3D-ASCII	SySl1333						
375	0.070126596						
376	7.08E-02						
377	0.071634165						
378	7.27E-02						
379	0.073787226						
380	7.50E-02						
381	7.62E-02						
382	0.077140976						
383	7.83E-02						
384	7.92E-02						
385	8.00E-02						
386	8.02E-02						
387	8.08E-02						
388	8.11E-02						
389	8.17E-02						
390	8.20E-02						
391	8.25E-02						
392	8.32E-02						
393	8.39E-02						
394	8.47E-02						
395	8.56E-02						
396	8.63E-02						
397	8.72E-02						
398	0.088308175						
399	0.089491402						
400	9.08E-02						
401	9.22E-02						
402	9.38E-02						
403	9.57E-02						
404	9.80E-02						
405	0.100152449						
406	0.102486991						
407	0.105001227						
408	0.107318281						
409	0.109794584						
410	0.112371541						
411	0.114704236						
412	0.117030696						
413	0.11879604						
414	0.12055885						
415	0.12240207						
416	0.124259744						
417	0.125860262						
418	0.127567435						
419	0.128993593						
420	0.130218125						
421	0.131366515						
422	0.1322949						
423	0.133349751						
424	0.133940407						
425	0.134151147						
426	0.13480309						
427	0.13565647						
428	0.137050446						
429	0.138512781						
430	0.140358351						
431	0.142088189						
432	0.144318861						
433	0.146116684						
434	0.147863014						
435	0.149569096						
436	0.150343326						
437	0.151034898						
438	0.151118705						
439	0.150697847						
440	0.149977246						
441	0.148147059						
442	0.145670414						
443	0.142640665						
444	0.139463618						
445	0.13533702						
446	0.130779009						
447	0.125762814						
448	0.120747303						
449	0.116099806						
450	0.111592641						
451	0.107686096						
452	0.104014493						
453	0.100766881						
454	9.80E-02						
455	0.096106802						
456	9.47E-02						
457	9.34E-02						
458	9.21E-02						
459	9.10E-02						
460	9.02E-02						
461	8.96E-02						
462	8.89E-02						
463	8.83E-02						
464	8.78E-02						
465	8.72E-02						
466	8.63E-02						
467	8.59E-02						
468	8.51E-02						
469	8.45E-02						
470	8.36E-02						
471	8.27E-02						
472	8.19E-02						
473	8.11E-02						
474	8.04E-02						
475	7.99E-02						
476	7.93E-02						
477	7.89E-02						
478	7.87E-02						
479	7.86E-02						
480	7.86E-02						
481	7.90E-02						
482	7.95E-02						
483	8.04E-02						
484	0.081478404						
485	8.26E-02						
486	8.38E-02						
487	8.51E-02						
488	8.66E-02						
489	8.78E-02						
490	8.91E-02						
491	0.089958788						
492	9.13E-02						
493	9.25E-02						
494	0.093439774						
495	9.43E-02						
496	9.48E-02						
497	9.50E-02						
498	9.50E-02						
499	9.52E-02						
500	9.51E-02						
501	9.45E-02						
502	9.39E-02						
503	9.30E-02						
504	9.24E-02						
505	9.16E-02						
506	9.05E-02						
507	8.92E-02						
508	8.77E-02						
509	8.64E-02						
510	8.52E-02						
511	8.42E-02						
512	0.082792289						
513	8.15E-02						
514	8.00E-02						
515	0.078866067						
516	0.078158392						
517	7.74E-02						
518	7.65E-02						
519	7.58E-02						
520	0.075643158						
521	7.59E-02						
522	7.60E-02						
523	7.64E-02						
524	7.66E-02						
525	7.69E-02						
526	7.71E-02						
527	0.077385174						
528	7.79E-02						
529	7.82E-02						
