OLIS-3D-ASCII	SySl1107						
375	6.67E-03						
376	6.70E-03						
377	6.77E-03						
378	6.88E-03						
379	7.01E-03						
380	7.15E-03						
381	7.29E-03						
382	7.41E-03						
383	7.51E-03						
384	7.55E-03						
385	7.57E-03						
386	7.54E-03						
387	7.56E-03						
388	7.53E-03						
389	7.43E-03						
390	7.44E-03						
391	7.45E-03						
392	7.51E-03						
393	7.53E-03						
394	7.60E-03						
395	7.67E-03						
396	7.75E-03						
397	7.86E-03						
398	7.94E-03						
399	8.05E-03						
400	8.14E-03						
401	8.22E-03						
402	8.35E-03						
403	8.48E-03						
404	8.60E-03						
405	8.75E-03						
406	8.91E-03						
407	9.10E-03						
408	9.31E-03						
409	9.50E-03						
410	9.71E-03						
411	9.89E-03						
412	1.01E-02						
413	1.02E-02						
414	1.04E-02						
415	1.06E-02						
416	1.07E-02						
417	1.08E-02						
418	1.08E-02						
419	1.09E-02						
420	1.10E-02						
421	1.10E-02						
422	1.11E-02						
423	1.11E-02						
424	1.12E-02						
425	1.13E-02						
426	1.14E-02						
427	1.15E-02						
428	1.15E-02						
429	1.16E-02						
430	1.17E-02						
431	1.19E-02						
432	1.20E-02						
433	1.21E-02						
434	1.22E-02						
435	1.23E-02						
436	1.23E-02						
437	1.23E-02						
438	1.23E-02						
439	1.22E-02						
440	1.21E-02						
441	1.19E-02						
442	1.17E-02						
443	1.15E-02						
444	1.12E-02						
445	1.10E-02						
446	1.07E-02						
447	1.03E-02						
448	1.00E-02						
449	9.70E-03						
450	9.41E-03						
451	9.14E-03						
452	8.91E-03						
453	8.73E-03						
454	8.56E-03						
455	8.41E-03						
456	8.31E-03						
457	8.22E-03						
458	8.13E-03						
459	8.02E-03						
460	7.94E-03						
461	7.86E-03						
462	7.77E-03						
463	7.68E-03						
464	7.59E-03						
465	7.51E-03						
466	7.41E-03						
467	7.30E-03						
468	7.20E-03						
469	7.09E-03						
470	6.97E-03						
471	6.85E-03						
472	6.73E-03						
473	6.62E-03						
474	6.53E-03						
475	6.43E-03						
476	6.35E-03						
477	6.29E-03						
478	6.22E-03						
479	6.16E-03						
480	6.14E-03						
481	6.11E-03						
482	6.11E-03						
483	6.12E-03						
484	6.15E-03						
485	6.20E-03						
486	6.26E-03						
487	6.32E-03						
488	6.40E-03						
489	6.47E-03						
490	6.53E-03						
491	6.59E-03						
492	6.64E-03						
493	6.67E-03						
494	6.72E-03						
495	6.76E-03						
496	6.77E-03						
497	6.79E-03						
498	6.79E-03						
499	6.78E-03						
500	6.76E-03						
501	6.73E-03						
502	6.68E-03						
503	6.63E-03						
504	6.56E-03						
505	6.49E-03						
506	6.40E-03						
507	6.32E-03						
508	6.24E-03						
509	6.15E-03						
510	6.09E-03						
511	6.02E-03						
512	5.94E-03						
513	5.86E-03						
514	5.81E-03						
515	0.005779065						
516	5.73E-03						
517	5.69E-03						
518	5.65E-03						
519	5.62E-03						
520	5.58E-03						
521	5.55E-03						
522	5.56E-03						
523	5.55E-03						
524	5.54E-03						
525	5.53E-03						
526	5.55E-03						
527	5.57E-03						
528	5.59E-03						
529	5.63E-03						
530	5.66E-03						
531	5.71E-03						
532	5.75E-03						
533	5.80E-03						
534	5.86E-03						
535	5.92E-03						
536	5.98E-03						
537	6.05E-03						
538	6.10E-03						
539	6.15E-03						
540	6.21E-03						
541	6.29E-03						
542	6.36E-03						
543	6.43E-03						
544	6.51E-03						
545	6.59E-03						
546	6.69E-03						
547	6.77E-03						
548	6.86E-03						
549	6.92E-03						
550	6.98E-03						
551	7.06E-03						
552	7.13E-03						
553	7.20E-03						
554	7.28E-03						
555	7.36E-03						
556	7.45E-03						
557	7.55E-03						
558	7.66E-03						
559	7.74E-03						
560	7.85E-03						
561	7.96E-03						
562	8.06E-03						
563	8.17E-03						
564	8.26E-03						
565	8.33E-03						
566	8.40E-03						
567	8.44E-03						
568	8.43E-03						
569	8.36E-03						
570	8.26E-03						
571	8.09E-03						
572	7.88E-03						
573	7.62E-03						
574	7.27E-03						
575	6.89E-03						
576	6.47E-03						
577	6.04E-03						
578	5.61E-03						
579	5.19E-03						
580	4.79E-03						
581	4.42E-03						
582	4.09E-03						
583	3.81E-03						
584	3.57E-03						
585	3.36E-03						
586	3.16E-03						
587	3.01E-03						
588	2.88E-03						
589	2.76E-03						
590	2.67E-03						
591	2.60E-03						
592	2.54E-03						
593	2.50E-03						
594	2.45E-03						
595	2.43E-03						
596	2.40E-03						
597	2.37E-03						
598	2.35E-03						
599	2.34E-03						
600	2.32E-03						
601	2.31E-03						
602	2.30E-03						
603	2.29E-03						
604	2.30E-03						
605	2.33E-03						
606	2.34E-03						
607	2.36E-03						
608	2.37E-03						
609	2.39E-03						
610	2.41E-03						
611	2.42E-03						
612	2.43E-03						
613	2.47E-03						
614	2.50E-03						
615	2.54E-03						
616	2.58E-03						
617	2.63E-03						
618	2.65E-03						
619	2.66E-03						
620	2.68E-03						
621	2.70E-03						
622	2.70E-03						
623	2.71E-03						
624	2.73E-03						
625	2.77E-03						
626	2.77E-03						
627	2.78E-03						
628	2.77E-03						
629	2.77E-03						
630	2.75E-03						
631	2.74E-03						
632	2.73E-03						
633	2.72E-03						
634	2.69E-03						
635	2.68E-03						
636	2.66E-03						
637	2.64E-03						
638	2.59E-03						
639	2.58E-03						
640	2.54E-03						
641	2.54E-03						
642	2.53E-03						
643	2.51E-03						
644	2.50E-03						
645	2.51E-03						
646	2.49E-03						
647	2.50E-03						
648	2.51E-03						
649	2.53E-03						
650	2.56E-03						
651	2.59E-03						
652	2.63E-03						
653	2.72E-03						
654	2.80E-03						
655	2.92E-03						
656	3.05E-03						
657	3.20E-03						
658	3.36E-03						
659	3.55E-03						
660	3.77E-03						
661	4.03E-03						
662	4.27E-03						
663	4.53E-03						
664	4.83E-03						
665	5.12E-03						
666	5.41E-03						
667	5.71E-03						
668	6.02E-03						
669	6.30E-03						
670	6.56E-03						
671	6.82E-03						
672	7.07E-03						
673	7.36E-03						
674	7.58E-03						
675	7.84E-03						
676	8.06E-03						
677	8.24E-03						
678	8.43E-03						
679	8.58E-03						
680	8.69E-03						
681	8.69E-03						
682	8.58E-03						
683	8.35E-03						
684	8.03E-03						
685	7.67E-03						
686	7.19E-03						
687	6.71E-03						
688	6.20E-03						
689	5.66E-03						
690	5.22E-03						
691	4.76E-03						
692	4.34E-03						
693	3.94E-03						
694	3.53E-03						
695	3.18E-03						
696	2.90E-03						
697	2.60E-03						
698	2.35E-03						
699	2.16E-03						
700	1.97E-03						
701	1.81E-03						
702	1.68E-03						
703	1.54E-03						
704	1.38E-03						
705	1.26E-03						
706	1.16E-03						
707	1.08E-03						
708	1.05E-03						
709	1.05E-03						
710	1.10E-03						
