OLIS-3D-ASCII	SySl1019		
375	2.77E-03		
376	2.76E-03		
377	2.78E-03		
378	2.83E-03		
379	2.89E-03		
380	2.97E-03		
381	3.05E-03		
382	3.14E-03		
383	3.18E-03		
384	3.18E-03		
385	3.14E-03		
386	3.06E-03		
387	3.08E-03		
388	2.99E-03		
389	2.98E-03		
390	2.96E-03		
391	2.91E-03		
392	2.89E-03		
393	2.84E-03		
394	2.89E-03		
395	2.86E-03		
396	2.90E-03		
397	2.93E-03		
398	2.97E-03		
399	3.04E-03		
400	3.08E-03		
401	3.10E-03		
402	3.17E-03		
403	3.18E-03		
404	3.18E-03		
405	3.21E-03		
406	3.27E-03		
407	3.33E-03		
408	3.40E-03		
409	3.48E-03		
410	3.54E-03		
411	3.64E-03		
412	3.72E-03		
413	3.76E-03		
414	3.83E-03		
415	3.83E-03		
416	3.88E-03		
417	3.88E-03		
418	3.89E-03		
419	3.90E-03		
420	3.86E-03		
421	3.86E-03		
422	3.86E-03		
423	3.90E-03		
424	3.88E-03		
425	3.90E-03		
426	3.92E-03		
427	3.96E-03		
428	4.02E-03		
429	4.06E-03		
430	4.11E-03		
431	4.16E-03		
432	4.20E-03		
433	4.25E-03		
434	4.32E-03		
435	4.36E-03		
436	4.40E-03		
437	4.43E-03		
438	4.40E-03		
439	4.40E-03		
440	4.35E-03		
441	4.28E-03		
442	4.20E-03		
443	4.09E-03		
444	3.98E-03		
445	3.82E-03		
446	3.67E-03		
447	3.53E-03		
448	3.36E-03		
449	3.20E-03		
450	3.04E-03		
451	2.91E-03		
452	2.79E-03		
453	2.67E-03		
454	2.58E-03		
455	2.49E-03		
456	2.43E-03		
457	2.36E-03		
458	2.31E-03		
459	2.28E-03		
460	2.23E-03		
461	2.20E-03		
462	2.17E-03		
463	2.16E-03		
464	2.13E-03		
465	2.09E-03		
466	2.05E-03		
467	1.99E-03		
468	1.98E-03		
469	1.96E-03		
470	1.93E-03		
471	1.92E-03		
472	1.91E-03		
473	1.92E-03		
474	1.92E-03		
475	1.92E-03		
476	1.91E-03		
477	1.89E-03		
478	1.87E-03		
479	1.85E-03		
480	1.85E-03		
481	1.83E-03		
482	1.82E-03		
483	1.82E-03		
484	1.82E-03		
485	1.83E-03		
486	1.84E-03		
487	1.86E-03		
488	1.87E-03		
489	1.87E-03		
490	1.89E-03		
491	1.89E-03		
492	1.90E-03		
493	1.91E-03		
494	1.91E-03		
495	1.91E-03		
496	1.90E-03		
497	1.89E-03		
498	1.88E-03		
499	1.86E-03		
500	1.84E-03		
501	1.81E-03		
502	1.78E-03		
503	1.76E-03		
504	1.73E-03		
505	1.73E-03		
506	1.73E-03		
507	1.72E-03		
508	1.71E-03		
509	1.70E-03		
510	1.69E-03		
511	1.69E-03		
