OLIS-3D-ASCII	SySl1035						
375	8.85E-03						
376	9.05E-03						
377	9.23E-03						
378	9.39E-03						
379	9.53E-03						
380	9.66E-03						
381	9.78E-03						
382	9.93E-03						
383	1.00E-02						
384	1.02E-02						
385	1.03E-02						
386	1.03E-02						
387	1.04E-02						
388	1.04E-02						
389	1.05E-02						
390	0.010527803						
391	1.06E-02						
392	1.07E-02						
393	1.07E-02						
394	1.08E-02						
395	1.09E-02						
396	1.10E-02						
397	0.011091402						
398	1.12E-02						
399	1.14E-02						
400	1.16E-02						
401	1.18E-02						
402	1.20E-02						
403	1.23E-02						
404	1.25E-02						
405	1.27E-02						
406	1.30E-02						
407	1.32E-02						
408	1.35E-02						
409	1.38E-02						
410	1.42E-02						
411	1.45E-02						
412	0.014838265						
413	1.52E-02						
414	0.015492646						
415	1.58E-02						
416	1.60E-02						
417	0.016229861						
418	1.64E-02						
419	1.65E-02						
420	1.66E-02						
421	1.67E-02						
422	1.68E-02						
423	1.68E-02						
424	1.69E-02						
425	1.70E-02						
426	1.71E-02						
427	1.73E-02						
428	1.75E-02						
429	1.77E-02						
430	1.79E-02						
431	1.81E-02						
432	1.83E-02						
433	1.85E-02						
434	1.86E-02						
435	1.87E-02						
436	1.88E-02						
437	1.88E-02						
438	1.88E-02						
439	1.87E-02						
440	1.85E-02						
441	1.83E-02						
442	0.018087406						
443	1.78E-02						
444	0.017343438						
445	1.69E-02						
446	1.64E-02						
447	1.58E-02						
448	1.53E-02						
449	1.48E-02						
450	1.42E-02						
451	1.38E-02						
452	1.34E-02						
453	0.013039862						
454	1.27E-02						
455	0.012485286						
456	0.012302911						
457	1.21E-02						
458	1.20E-02						
459	1.18E-02						
460	1.17E-02						
461	1.16E-02						
462	1.15E-02						
463	1.13E-02						
464	1.12E-02						
465	1.11E-02						
466	1.09E-02						
467	1.07E-02						
468	1.06E-02						
469	1.04E-02						
470	1.03E-02						
471	1.01E-02						
472	9.94E-03						
473	9.80E-03						
474	9.64E-03						
475	9.52E-03						
476	9.43E-03						
477	9.32E-03						
478	9.25E-03						
479	9.19E-03						
480	9.16E-03						
481	9.16E-03						
482	0.009160861						
483	9.17E-03						
484	9.21E-03						
485	9.26E-03						
486	9.32E-03						
487	9.42E-03						
488	9.52E-03						
489	9.62E-03						
490	9.74E-03						
491	9.84E-03						
492	9.95E-03						
493	1.00E-02						
494	1.01E-02						
495	1.02E-02						
496	1.02E-02						
497	1.03E-02						
498	1.03E-02						
499	0.010326526						
500	1.03E-02						
501	1.03E-02						
502	1.03E-02						
503	1.02E-02						
504	1.01E-02						
