OLIS-3D-ASCII	SySl1194							
375	1.63E-04							
376	3.80E-04							
377	5.31E-04							
378	6.27E-04							
379	6.77E-04							
380	6.94E-04							
381	6.86E-04							
382	7.25E-04							
383	6.82E-04							
384	6.53E-04							
385	6.46E-04							
386	6.41E-04							
387	6.56E-04							
388	6.61E-04							
389	7.74E-04							
390	7.87E-04							
391	8.07E-04							
392	7.71E-04							
393	7.41E-04							
394	7.49E-04							
395	6.93E-04							
396	7.21E-04							
397	7.32E-04							
398	7.13E-04							
399	7.33E-04							
400	7.50E-04							
401	7.93E-04							
402	8.20E-04							
403	8.20E-04							
404	8.49E-04							
405	8.78E-04							
406	9.05E-04							
407	9.48E-04							
408	9.78E-04							
409	1.03E-03							
410	1.07E-03							
411	1.09E-03							
412	1.06E-03							
413	1.10E-03							
414	1.09E-03							
415	1.10E-03							
416	1.11E-03							
417	1.11E-03							
418	1.16E-03							
419	1.18E-03							
420	1.21E-03							
421	1.24E-03							
422	1.24E-03							
423	1.23E-03							
424	1.21E-03							
425	1.22E-03							
426	1.21E-03							
427	1.24E-03							
428	1.26E-03							
429	1.28E-03							
430	1.33E-03							
431	1.34E-03							
432	1.36E-03							
433	1.35E-03							
434	1.36E-03							
435	1.37E-03							
436	1.37E-03							
437	1.39E-03							
438	1.38E-03							
439	1.38E-03							
440	1.38E-03							
441	0.001368058							
442	1.35E-03							
443	1.31E-03							
444	1.28E-03							
445	1.24E-03							
446	1.21E-03							
447	1.19E-03							
448	1.16E-03							
449	1.14E-03							
450	1.11E-03							
451	1.08E-03							
452	1.08E-03							
453	1.07E-03							
454	1.05E-03							
455	1.02E-03							
456	1.00E-03							
457	9.87E-04							
458	9.70E-04							
459	9.56E-04							
460	9.38E-04							
461	9.19E-04							
462	9.07E-04							
463	8.87E-04							
464	8.78E-04							
465	8.57E-04							
466	8.44E-04							
467	8.34E-04							
468	8.27E-04							
469	8.20E-04							
470	8.15E-04							
471	8.03E-04							
472	7.96E-04							
473	7.86E-04							
474	7.84E-04							
475	7.72E-04							
476	7.61E-04							
477	7.37E-04							
478	7.35E-04							
479	7.20E-04							
480	7.10E-04							
481	7.05E-04							
482	7.07E-04							
483	6.92E-04							
484	7.03E-04							
485	7.24E-04							
486	7.50E-04							
487	7.67E-04							
488	7.81E-04							
489	7.90E-04							
490	8.07E-04							
491	8.09E-04							
492	8.11E-04							
493	8.18E-04							
494	8.22E-04							
495	8.18E-04							
496	8.29E-04							
497	8.34E-04							
498	8.40E-04							
499	8.30E-04							
500	8.24E-04							
501	8.13E-04							
502	8.03E-04							
503	7.89E-04							
504	7.82E-04							
505	7.79E-04							
506	7.89E-04							
507	7.93E-04							
508	7.99E-04							
509	8.01E-04							
510	7.92E-04							
511	7.69E-04							
512	7.60E-04							
513	7.40E-04							
514	7.20E-04							
515	7.25E-04							
516	7.24E-04							
517	7.12E-04							
518	7.20E-04							
519	7.22E-04							
520	7.25E-04							
521	7.29E-04							
522	7.32E-04							
523	7.35E-04							
524	7.45E-04							
525	7.59E-04							
526	7.57E-04							
527	7.71E-04							
528	7.79E-04							
529	7.83E-04							
530	7.91E-04							
531	7.84E-04							
532	7.93E-04							
533	7.97E-04							
534	7.99E-04							
535	8.05E-04							
536	8.02E-04							
537	7.91E-04							
538	7.79E-04							
539	7.90E-04							
540	8.20E-04							
541	8.25E-04							
542	8.31E-04							
543	8.39E-04							
544	8.67E-04							
545	8.76E-04							
546	8.86E-04							
547	8.96E-04							
548	9.06E-04							
549	9.20E-04							
550	9.41E-04							
551	9.54E-04							
552	9.67E-04							
553	9.71E-04							
554	9.76E-04							
555	9.98E-04							
556	1.01E-03							
557	1.01E-03							
558	1.03E-03							
559	1.04E-03							
560	1.07E-03							
561	1.09E-03							
562	0.001107909							
563	1.13E-03							
564	1.13E-03							
565	1.13E-03							
566	1.13E-03							
567	1.13E-03							
568	1.12E-03							
569	1.12E-03							
570	1.11E-03							
571	1.08E-03							
572	1.06E-03							
573	1.03E-03							
574	9.98E-04							
575	9.58E-04							
576	8.96E-04							
577	8.31E-04							
578	7.71E-04							
579	7.06E-04							
580	6.72E-04							
581	6.29E-04							
582	5.84E-04							
583	5.34E-04							
584	4.98E-04							
585	4.65E-04							
586	4.44E-04							
587	4.30E-04							
588	4.06E-04							
589	3.86E-04							
590	3.88E-04							
591	3.82E-04							
592	3.88E-04							
593	3.73E-04							
594	3.71E-04							
595	3.59E-04							
596	3.57E-04							
597	3.43E-04							
598	3.51E-04							
599	3.53E-04							
600	3.47E-04							
601	3.48E-04							
602	3.54E-04							
603	3.50E-04							
604	3.52E-04							
605	3.52E-04							
606	3.58E-04							
607	3.56E-04							
608	3.65E-04							
609	3.74E-04							
610	4.00E-04							
611	4.08E-04							
612	4.09E-04							
613	4.03E-04							
614	3.94E-04							
615	4.00E-04							
616	4.08E-04							
617	4.06E-04							
618	3.96E-04							
619	3.85E-04							
620	3.86E-04							
621	3.81E-04							
622	3.86E-04							
623	3.80E-04							
624	3.66E-04							
625	3.69E-04							
626	3.61E-04							
627	3.80E-04							
628	3.87E-04							
629	3.92E-04							
630	3.84E-04							
631	3.82E-04							
632	3.76E-04							
633	3.70E-04							
634	3.67E-04							
635	3.59E-04							
636	3.57E-04							
637	3.75E-04							
638	3.79E-04							
639	3.87E-04							
640	3.83E-04							
641	3.78E-04							
642	3.54E-04							
643	3.43E-04							
644	3.22E-04							
645	2.90E-04							
646	2.96E-04							
647	2.99E-04							
648	3.09E-04							
649	3.17E-04							
650	3.52E-04							
651	3.83E-04							
652	4.09E-04							
653	4.23E-04							
654	4.44E-04							
655	4.53E-04							
656	4.73E-04							
657	4.79E-04							
658	5.04E-04							
659	5.19E-04							
660	5.24E-04							
661	5.39E-04							
662	5.92E-04							
663	6.25E-04							
664	6.63E-04							
665	6.85E-04							
666	7.19E-04							
667	7.42E-04							
668	7.86E-04							
669	8.06E-04							
670	8.46E-04							
