OLIS-3D-ASCII	SySl1110			
375	4.39E-04			
376	2.20E-04			
377	9.62E-05			
378	4.86E-05			
379	5.97E-05			
380	1.11E-04			
381	1.86E-04			
382	2.68E-04			
383	2.31E-04			
384	2.82E-04			
385	2.92E-04			
386	3.10E-04			
387	3.11E-04			
388	2.62E-04			
389	2.67E-04			
390	2.39E-04			
391	2.04E-04			
392	2.06E-04			
393	2.59E-04			
394	2.16E-04			
395	2.17E-04			
396	2.45E-04			
397	2.82E-04			
398	3.17E-04			
399	3.28E-04			
400	3.57E-04			
401	3.62E-04			
402	3.28E-04			
403	3.24E-04			
404	3.35E-04			
405	3.49E-04			
406	3.02E-04			
407	3.19E-04			
408	3.22E-04			
409	3.75E-04			
410	3.78E-04			
411	3.82E-04			
412	3.75E-04			
413	3.88E-04			
414	3.64E-04			
415	3.78E-04			
416	3.98E-04			
417	3.99E-04			
418	4.04E-04			
419	4.24E-04			
420	4.45E-04			
421	4.53E-04			
422	4.66E-04			
423	4.43E-04			
424	4.34E-04			
425	4.41E-04			
426	4.14E-04			
427	4.22E-04			
428	4.01E-04			
429	3.81E-04			
430	3.92E-04			
431	4.00E-04			
432	4.27E-04			
433	4.50E-04			
434	4.84E-04			
435	4.91E-04			
436	5.23E-04			
437	5.23E-04			
438	5.07E-04			
439	4.98E-04			
440	4.57E-04			
441	4.44E-04			
442	4.29E-04			
443	4.08E-04			
444	3.87E-04			
445	3.82E-04			
446	3.62E-04			
447	3.46E-04			
448	3.36E-04			
449	3.11E-04			
450	3.09E-04			
451	2.94E-04			
452	2.85E-04			
453	2.69E-04			
454	2.71E-04			
455	2.60E-04			
456	2.50E-04			
457	2.51E-04			
458	2.38E-04			
459	2.26E-04			
460	2.14E-04			
461	2.17E-04			
462	2.29E-04			
463	2.11E-04			
464	2.09E-04			
465	1.86E-04			
466	1.92E-04			
467	1.76E-04			
468	1.74E-04			
469	1.89E-04			
470	1.89E-04			
471	1.83E-04			
472	1.86E-04			
473	1.95E-04			
474	2.06E-04			
475	2.02E-04			
476	1.94E-04			
477	1.70E-04			
478	1.69E-04			
479	1.67E-04			
