OLIS-3D-ASCII	SySl1110			
375	3.82E-04			
376	6.52E-04			
377	8.25E-04			
378	9.17E-04			
379	9.47E-04			
380	9.30E-04			
381	8.84E-04			
382	8.35E-04			
383	8.68E-04			
384	7.91E-04			
385	7.94E-04			
386	8.33E-04			
387	8.42E-04			
388	9.28E-04			
389	9.30E-04			
390	8.73E-04			
391	9.05E-04			
392	9.36E-04			
393	9.00E-04			
394	8.98E-04			
395	8.98E-04			
396	8.62E-04			
397	8.47E-04			
398	8.59E-04			
399	8.61E-04			
400	8.52E-04			
401	8.57E-04			
402	8.78E-04			
403	8.95E-04			
404	9.18E-04			
405	9.56E-04			
406	9.98E-04			
407	1.00E-03			
408	1.02E-03			
409	1.03E-03			
410	1.06E-03			
411	1.07E-03			
412	0.001091324			
413	1.13E-03			
414	1.15E-03			
415	1.15E-03			
416	1.18E-03			
417	1.23E-03			
418	1.26E-03			
419	1.27E-03			
420	1.27E-03			
421	1.26E-03			
422	1.25E-03			
423	1.26E-03			
424	1.28E-03			
425	1.29E-03			
426	1.30E-03			
427	1.29E-03			
428	1.31E-03			
429	1.33E-03			
430	1.33E-03			
431	1.34E-03			
432	1.32E-03			
433	1.32E-03			
434	1.33E-03			
435	1.34E-03			
436	1.35E-03			
437	1.35E-03			
438	1.35E-03			
439	1.33E-03			
440	1.32E-03			
441	1.30E-03			
442	1.29E-03			
443	1.27E-03			
444	1.24E-03			
445	1.21E-03			
446	1.18E-03			
447	1.16E-03			
448	1.13E-03			
449	1.11E-03			
450	1.08E-03			
451	1.03E-03			
452	1.01E-03			
453	9.85E-04			
454	9.80E-04			
455	9.58E-04			
456	9.23E-04			
457	8.92E-04			
458	8.74E-04			
459	8.63E-04			
460	8.51E-04			
461	8.53E-04			
462	8.28E-04			
463	8.19E-04			
464	8.27E-04			
465	8.29E-04			
466	8.38E-04			
467	8.35E-04			
468	8.20E-04			
469	8.19E-04			
470	8.09E-04			
471	7.88E-04			
472	7.79E-04			
473	7.63E-04			
474	7.39E-04			
475	7.39E-04			
476	7.43E-04			
477	7.44E-04			
478	7.34E-04			
479	7.33E-04			
480	7.23E-04			
481	7.18E-04			
482	7.11E-04			
483	7.02E-04			
484	6.95E-04			
485	6.86E-04			
486	6.84E-04			
487	6.88E-04			
488	6.88E-04			
489	6.80E-04			
490	6.74E-04			
491	6.73E-04			
492	6.80E-04			
493	6.84E-04			
494	7.04E-04			
495	7.08E-04			
496	7.18E-04			
497	7.30E-04			
498	7.28E-04			
499	7.25E-04			
500	7.13E-04			
501	6.86E-04			
502	6.65E-04			
503	6.48E-04			
504	6.32E-04			
505	6.21E-04			
506	6.18E-04			
507	6.04E-04			
508	6.09E-04			
509	6.03E-04			
510	5.89E-04			
511	5.85E-04			
512	5.62E-04			
513	5.39E-04			
514	5.14E-04			
515	4.87E-04			
516	4.58E-04			
517	4.47E-04			
518	4.24E-04			
519	4.03E-04			
520	3.89E-04			
521	3.75E-04			
522	3.43E-04			
523	3.24E-04			
524	3.07E-04			
525	2.83E-04			
526	2.59E-04			
527	2.32E-04			
528	2.17E-04			
529	2.12E-04			
530	2.15E-04			
531	2.20E-04			
532	2.32E-04			
533	2.30E-04			
534	2.18E-04			
535	2.22E-04			
536	2.23E-04			
537	2.08E-04			
538	2.00E-04			
539	1.88E-04			
540	1.91E-04			
541	1.96E-04			
542	2.04E-04			
543	2.14E-04			
544	2.23E-04			
545	2.17E-04			
546	2.24E-04			
547	2.28E-04			
548	2.29E-04			
549	2.32E-04			
550	2.30E-04			
551	2.27E-04			
552	2.29E-04			
553	2.33E-04			
554	2.34E-04			
555	2.48E-04			
556	2.56E-04			
557	2.53E-04			
558	2.73E-04			
559	2.82E-04			
560	2.88E-04			
561	2.96E-04			
562	2.94E-04			
563	2.87E-04			
564	2.96E-04			
565	3.14E-04			
566	3.21E-04			
567	3.41E-04			
568	3.47E-04			
569	3.49E-04			
570	3.73E-04			
571	3.76E-04			
572	3.83E-04			
573	3.84E-04			
574	3.88E-04			
575	3.98E-04			
576	4.24E-04			
577	4.39E-04			
578	4.42E-04			
579	4.51E-04			
580	4.39E-04			
581	4.45E-04			
582	4.55E-04			
583	4.55E-04			
584	4.59E-04			
585	4.61E-04			
586	4.82E-04			
587	4.80E-04			
588	4.96E-04			
589	5.00E-04			
590	5.17E-04			
591	5.21E-04			
592	5.22E-04			
593	5.39E-04			
594	5.47E-04			
595	5.56E-04			
596	5.63E-04			
597	5.57E-04			
598	5.73E-04			
599	5.60E-04			
600	5.77E-04			
601	5.88E-04			
602	6.08E-04			
603	6.12E-04			
604	6.22E-04			
605	6.42E-04			
606	6.62E-04			
607	6.69E-04			
608	6.81E-04			
609	6.85E-04			
610	6.94E-04			
611	7.02E-04			
612	7.14E-04			
613	7.28E-04			
614	7.42E-04			
615	7.59E-04			
616	7.77E-04			
617	8.16E-04			
618	8.31E-04			
619	8.52E-04			
620	8.74E-04			
621	8.88E-04			
622	8.91E-04			
623	9.03E-04			
624	8.95E-04			
625	8.94E-04			
626	9.07E-04			
627	9.00E-04			
628	8.82E-04			
629	8.80E-04			
630	8.61E-04			
631	8.60E-04			
632	8.47E-04			
633	8.41E-04			
634	8.39E-04			
635	8.41E-04			
636	8.34E-04			
637	8.46E-04			
638	8.67E-04			
639	8.57E-04			
640	8.43E-04			
641	8.29E-04			
642	8.11E-04			
643	7.69E-04			
644	7.37E-04			
645	7.01E-04			
646	6.76E-04			
647	6.31E-04			
648	5.93E-04			
649	5.87E-04			
650	5.75E-04			
651	5.64E-04			
652	5.58E-04			
653	5.65E-04			
654	5.66E-04			
655	5.72E-04			
656	6.03E-04			
657	6.19E-04			
658	6.28E-04			
659	6.13E-04			
660	6.40E-04			
661	6.41E-04			
662	6.53E-04			
663	6.82E-04			
664	7.09E-04			
665	7.31E-04			
666	7.68E-04			
667	8.22E-04			
668	8.88E-04			
669	9.22E-04			
670	9.52E-04			
671	9.86E-04			
672	1.02E-03			
673	1.06E-03			
674	1.10E-03			
675	1.14E-03			
676	1.17E-03			
677	1.19E-03			
678	1.24E-03			
679	1.29E-03			
680	1.31E-03			
681	1.31E-03			
682	1.28E-03			
683	1.23E-03			
684	1.18E-03			
685	1.14E-03			
686	1.08E-03			
687	1.03E-03			
688	1.01E-03			
689	9.35E-04			
690	9.13E-04			
691	8.53E-04			
692	8.02E-04			
693	7.30E-04			
694	5.86E-04			
695	4.94E-04			
696	4.01E-04			
697	3.93E-04			
698	3.53E-04			
699	4.04E-04			
700	5.08E-04			
701	4.19E-04			
702	3.17E-04			
703	2.40E-04			
704	1.85E-04			
705	3.17E-05			
706	-9.24E-05			
707	-1.58E-04			
708	-1.35E-04			
709	5.82E-06			
710	2.93E-04			
