OLIS-3D-ASCII	SySl1173				
375	6.57E-03				
376	7.00E-03				
377	7.32E-03				
378	7.56E-03				
379	7.74E-03				
380	7.86E-03				
381	7.95E-03				
382	8.09E-03				
383	8.18E-03				
384	8.30E-03				
385	8.36E-03				
386	8.43E-03				
387	8.50E-03				
388	8.62E-03				
389	8.68E-03				
390	8.75E-03				
391	8.77E-03				
392	8.76E-03				
393	8.83E-03				
394	8.93E-03				
395	9.01E-03				
396	9.11E-03				
397	9.29E-03				
398	9.44E-03				
399	9.57E-03				
400	9.74E-03				
401	9.91E-03				
402	1.01E-02				
403	0.010268904				
404	1.05E-02				
405	1.07E-02				
406	1.09E-02				
407	1.12E-02				
408	1.15E-02				
409	1.18E-02				
410	1.21E-02				
411	1.24E-02				
412	1.27E-02				
413	1.30E-02				
414	1.33E-02				
415	0.013537605				
416	1.38E-02				
417	1.39E-02				
418	1.41E-02				
419	1.43E-02				
420	1.43E-02				
421	1.45E-02				
422	1.46E-02				
423	1.46E-02				
424	1.47E-02				
425	1.47E-02				
426	1.48E-02				
427	1.50E-02				
428	1.51E-02				
429	1.53E-02				
430	1.55E-02				
431	1.57E-02				
432	1.59E-02				
433	1.61E-02				
434	1.62E-02				
435	1.63E-02				
436	1.64E-02				
437	0.016476234				
438	1.65E-02				
439	1.64E-02				
440	0.016297962				
441	1.61E-02				
442	1.59E-02				
443	1.55E-02				
444	1.52E-02				
445	1.47E-02				
446	1.43E-02				
447	1.38E-02				
448	1.33E-02				
449	1.28E-02				
450	1.22E-02				
451	1.18E-02				
452	1.14E-02				
453	1.10E-02				
454	1.07E-02				
455	0.010406537				
456	1.02E-02				
457	1.00E-02				
458	9.84E-03				
459	9.71E-03				
460	9.58E-03				
461	9.46E-03				
462	9.36E-03				
463	9.26E-03				
464	9.17E-03				
465	9.06E-03				
466	8.92E-03				
467	8.78E-03				
468	8.64E-03				
469	8.47E-03				
470	8.32E-03				
471	8.17E-03				
472	8.02E-03				
473	7.88E-03				
474	7.75E-03				
475	7.64E-03				
476	7.54E-03				
477	0.007419946				
478	7.32E-03				
479	7.22E-03				
480	7.14E-03				
481	7.08E-03				
482	7.06E-03				
483	7.04E-03				
484	7.05E-03				
485	7.08E-03				
486	7.11E-03				
487	7.17E-03				
488	7.23E-03				
489	7.29E-03				
490	7.34E-03				
491	7.38E-03				
492	7.42E-03				
493	7.44E-03				
494	7.46E-03				
495	7.46E-03				
496	7.48E-03				
497	7.46E-03				
498	7.44E-03				
499	7.39E-03				
500	7.32E-03				
501	7.23E-03				
502	7.12E-03				
503	7.00E-03				
504	6.83E-03				
505	6.68E-03				
506	6.51E-03				
507	6.33E-03				
508	6.16E-03				
509	5.97E-03				
510	5.76E-03				
511	5.55E-03				
512	5.33E-03				
513	5.12E-03				
514	4.92E-03				
515	4.72E-03				
516	4.50E-03				
517	4.32E-03				
518	4.13E-03				
519	3.94E-03				
520	3.76E-03				
521	3.58E-03				
522	3.42E-03				
523	3.25E-03				
524	3.11E-03				
525	2.97E-03				
526	2.85E-03				
527	2.75E-03				
528	2.65E-03				
529	2.57E-03				
530	2.50E-03				
531	2.44E-03				
532	2.39E-03				
533	2.37E-03				
534	2.36E-03				
535	2.34E-03				
536	2.33E-03				
537	2.33E-03				
538	2.34E-03				
539	2.36E-03				
540	2.37E-03				
541	2.40E-03				
542	2.42E-03				
543	2.45E-03				
544	2.48E-03				
545	2.53E-03				
546	2.58E-03				
547	2.62E-03				
548	2.68E-03				
549	2.75E-03				
550	2.81E-03				
551	2.89E-03				
552	2.97E-03				
553	3.07E-03				
554	3.14E-03				
555	3.23E-03				
556	3.30E-03				
557	3.39E-03				
558	3.48E-03				
559	3.58E-03				
560	3.69E-03				
561	3.79E-03				
562	3.89E-03				
563	4.00E-03				
564	4.11E-03				
565	4.22E-03				
566	4.32E-03				
567	4.43E-03				
568	4.53E-03				
569	0.00465468				
570	4.79E-03				
571	4.93E-03				
572	5.07E-03				
573	5.19E-03				
574	5.33E-03				
575	5.48E-03				
576	5.60E-03				
577	5.73E-03				
578	5.86E-03				
579	5.99E-03				
580	6.12E-03				
581	6.25E-03				
582	6.39E-03				
583	6.51E-03				
584	6.62E-03				
585	6.74E-03				
586	6.87E-03				
587	6.98E-03				
588	7.09E-03				
589	7.20E-03				
590	7.30E-03				
591	7.40E-03				
592	7.51E-03				
593	7.61E-03				
594	7.72E-03				
595	7.83E-03				
596	7.94E-03				
597	8.08E-03				
598	8.22E-03				
599	8.37E-03				
600	8.51E-03				
601	8.66E-03				
602	8.84E-03				
603	9.03E-03				
604	9.21E-03				
605	9.42E-03				
606	9.64E-03				
607	9.87E-03				
608	1.01E-02				
609	1.03E-02				
610	1.06E-02				
611	1.08E-02				
612	0.011028128				
613	1.13E-02				
614	1.15E-02				
615	1.17E-02				
616	1.19E-02				
617	1.22E-02				
618	1.23E-02				
619	1.25E-02				
620	1.26E-02				
621	1.27E-02				
622	1.28E-02				
623	1.29E-02				
624	1.30E-02				
625	1.31E-02				
626	1.31E-02				
627	1.31E-02				
628	1.31E-02				
629	1.31E-02				
630	1.31E-02				
631	1.31E-02				
632	1.31E-02				
633	1.31E-02				
634	1.30E-02				
635	1.30E-02				
636	1.29E-02				
637	1.28E-02				
638	1.26E-02				
639	1.24E-02				
640	1.21E-02				
641	1.19E-02				
642	1.16E-02				
643	0.01128626				
644	1.09E-02				
645	1.06E-02				
646	1.02E-02				
647	9.81E-03				
648	9.40E-03				
649	9.03E-03				
650	8.70E-03				
651	8.37E-03				
652	8.12E-03				
653	7.90E-03				
654	7.72E-03				
655	7.61E-03				
656	7.56E-03				
657	7.55E-03				
658	7.62E-03				
659	7.71E-03				
660	7.85E-03				
661	8.06E-03				
662	8.33E-03				
663	8.63E-03				
664	8.99E-03				
665	9.34E-03				
666	9.74E-03				
667	1.02E-02				
668	1.06E-02				
669	1.10E-02				
670	1.13E-02				
671	1.17E-02				
672	0.012040312				
673	1.24E-02				
674	1.28E-02				
675	1.32E-02				
676	1.35E-02				
677	1.39E-02				
678	1.43E-02				
679	1.46E-02				
680	0.014825316				
681	1.49E-02				
682	1.48E-02				
683	1.45E-02				
684	1.41E-02				
685	1.36E-02				
686	1.29E-02				
687	1.21E-02				
688	1.13E-02				
689	1.05E-02				
690	9.67E-03				
691	8.90E-03				
692	8.12E-03				
693	7.44E-03				
694	6.81E-03				
695	6.26E-03				
696	5.71E-03				
697	5.24E-03				
698	4.78E-03				
699	4.40E-03				
700	4.05E-03				
701	3.82E-03				
702	3.57E-03				
703	3.37E-03				
704	3.26E-03				
705	3.20E-03				
706	3.12E-03				
707	2.98E-03				
708	2.77E-03				
709	2.43E-03				
710	1.94E-03				
