OLIS-3D-ASCII	SySl1157
375	3.90E-02
376	3.98E-02
377	4.05E-02
378	4.13E-02
379	0.0421479
380	4.29E-02
381	4.37E-02
382	4.43E-02
383	4.48E-02
384	4.51E-02
385	4.54E-02
386	4.56E-02
387	4.59E-02
388	4.62E-02
389	4.65E-02
390	4.69E-02
391	4.74E-02
392	0.047770697
393	4.82E-02
394	4.87E-02
395	4.92E-02
396	4.97E-02
397	5.03E-02
398	0.051056975
399	0.051810168
400	5.27E-02
401	5.37E-02
402	5.49E-02
403	0.0561608
404	5.75E-02
405	5.90E-02
406	6.06E-02
407	0.062141606
408	6.37E-02
409	6.54E-02
410	0.067018507
411	6.86E-02
412	7.02E-02
413	7.16E-02
414	7.29E-02
415	7.43E-02
416	7.54E-02
417	7.65E-02
418	7.74E-02
419	7.82E-02
420	7.91E-02
421	8.00E-02
422	0.080515807
423	8.13E-02
424	8.20E-02
425	8.27E-02
426	8.35E-02
427	8.44E-02
428	8.53E-02
429	8.64E-02
430	8.77E-02
431	8.91E-02
432	9.08E-02
433	9.19E-02
434	9.31E-02
435	9.41E-02
436	9.48E-02
437	9.54E-02
438	9.55E-02
439	9.54E-02
440	0.094811535
441	9.38E-02
442	9.25E-02
443	9.07E-02
444	8.87E-02
445	8.60E-02
446	8.33E-02
447	8.02E-02
448	7.72E-02
449	7.44E-02
450	7.17E-02
451	6.92E-02
452	6.69E-02
453	0.064949706
454	6.32E-02
455	6.19E-02
456	6.10E-02
457	6.00E-02
458	0.059211254
459	5.85E-02
460	5.79E-02
461	5.75E-02
462	0.056993291
463	0.056451736
464	5.60E-02
465	5.54E-02
466	5.48E-02
467	5.42E-02
468	5.35E-02
469	5.28E-02
470	5.21E-02
471	5.13E-02
472	5.06E-02
473	4.98E-02
474	4.91E-02
475	4.85E-02
476	4.79E-02
477	4.73E-02
478	0.046837627
479	4.65E-02
480	4.63E-02
481	4.61E-02
482	4.61E-02
483	4.62E-02
484	4.64E-02
485	4.65E-02
486	4.68E-02
487	4.71E-02
488	4.75E-02
489	4.78E-02
490	0.048020964
491	4.81E-02
492	4.84E-02
493	4.85E-02
494	4.85E-02
495	4.84E-02
496	0.048088147
497	4.76E-02
498	4.71E-02
499	4.65E-02
500	4.58E-02
501	4.49E-02
502	4.39E-02
503	4.28E-02
504	4.16E-02
505	4.03E-02
506	3.89E-02
507	3.75E-02
508	3.60E-02
509	3.45E-02
510	3.31E-02
511	3.17E-02
512	3.03E-02
513	2.88E-02
514	2.75E-02
515	2.62E-02
516	2.49E-02
517	2.37E-02
518	2.25E-02
519	2.14E-02
520	2.03E-02
521	0.019388274
522	1.85E-02
523	1.76E-02
524	1.68E-02
525	1.61E-02
526	1.54E-02
527	1.49E-02
528	1.44E-02
529	1.39E-02
530	0.013494728
531	1.32E-02
532	1.29E-02
533	1.27E-02
534	1.25E-02
535	0.012296584
536	1.22E-02
537	1.21E-02
538	1.20E-02
539	1.20E-02
540	1.19E-02
541	0.011950488
542	1.20E-02
543	1.21E-02
544	1.21E-02
545	1.23E-02
546	1.24E-02
547	1.26E-02
548	1.28E-02
549	1.30E-02
550	0.01322087
551	1.35E-02
552	1.38E-02
553	0.014077719
554	1.44E-02
555	1.47E-02
556	1.51E-02
557	1.54E-02
558	1.58E-02
559	1.62E-02
560	1.66E-02
561	1.70E-02
562	0.017394993
563	1.78E-02
564	1.83E-02
565	1.88E-02
566	1.93E-02
567	1.98E-02
568	2.03E-02
569	0.02082864
570	2.13E-02
571	2.19E-02
572	2.24E-02
573	2.29E-02
574	2.35E-02
575	2.41E-02
576	2.47E-02
577	2.53E-02
578	2.59E-02
579	2.65E-02
580	2.70E-02
581	2.76E-02
582	2.81E-02
583	2.86E-02
584	2.91E-02
585	2.96E-02
586	3.00E-02
587	3.05E-02
588	3.09E-02
589	3.14E-02
590	3.19E-02
591	3.23E-02
592	3.28E-02
593	3.32E-02
594	3.37E-02
595	3.42E-02
596	3.48E-02
597	3.53E-02
598	3.58E-02
599	3.64E-02
600	3.71E-02
601	3.78E-02
602	3.86E-02
603	3.94E-02
604	4.02E-02
605	4.11E-02
606	4.20E-02
607	4.28E-02
608	4.38E-02
609	4.47E-02
610	0.045701161
611	4.67E-02
612	4.77E-02
613	4.87E-02
614	4.97E-02
615	5.07E-02
616	5.16E-02
617	5.25E-02
618	0.053209033
619	5.38E-02
620	0.054446648
621	5.48E-02
622	5.51E-02
623	5.54E-02
624	5.56E-02
625	5.57E-02
626	0.055885191
627	5.59E-02
628	5.59E-02
629	5.58E-02
630	0.05575983
631	0.055700845
632	0.055582856
633	5.54E-02
634	5.52E-02
635	5.50E-02
636	5.47E-02
637	5.42E-02
638	5.37E-02
639	0.052824165
640	5.19E-02
641	5.08E-02
642	0.049526269
643	0.047964257
644	4.63E-02
645	4.46E-02
646	4.29E-02
647	4.11E-02
648	3.94E-02
649	3.79E-02
650	3.65E-02
651	3.53E-02
652	3.43E-02
653	3.35E-02
654	3.29E-02
655	3.25E-02
656	3.24E-02
657	3.26E-02
658	3.29E-02
659	3.36E-02
660	3.44E-02
661	3.54E-02
662	3.67E-02
663	3.82E-02
664	3.97E-02
665	4.15E-02
666	4.33E-02
667	4.51E-02
668	4.69E-02
669	4.86E-02
670	5.01E-02
671	5.19E-02
672	5.35E-02
673	5.52E-02
674	5.69E-02
675	5.85E-02
676	6.01E-02
677	6.17E-02
678	6.33E-02
679	6.45E-02
680	6.53E-02
681	6.54E-02
682	6.51E-02
683	6.42E-02
684	6.26E-02
685	6.05E-02
686	5.77E-02
687	5.44E-02
688	5.11E-02
689	4.77E-02
690	4.44E-02
691	4.11E-02
692	3.79E-02
693	3.48E-02
694	3.20E-02
695	2.94E-02
696	2.71E-02
697	2.49E-02
698	2.29E-02
699	2.13E-02
700	1.99E-02
701	1.89E-02
702	1.81E-02
703	1.73E-02
704	1.66E-02
705	1.60E-02
706	1.55E-02
707	1.49E-02
708	1.44E-02
709	1.38E-02
710	1.31E-02
