OLIS-3D-ASCII	SySl1220					
375	1.18E-04					
376	3.57E-04					
377	5.07E-04					
378	5.82E-04					
379	5.96E-04					
380	5.62E-04					
381	4.95E-04					
382	4.07E-04					
383	3.28E-04					
384	2.70E-04					
385	1.98E-04					
386	2.38E-04					
387	2.64E-04					
388	3.47E-04					
389	3.76E-04					
390	3.66E-04					
391	4.22E-04					
392	4.41E-04					
393	4.34E-04					
394	4.18E-04					
395	4.05E-04					
396	4.37E-04					
397	4.25E-04					
398	4.27E-04					
399	4.45E-04					
400	4.25E-04					
401	4.06E-04					
402	3.71E-04					
403	4.03E-04					
404	3.97E-04					
405	3.89E-04					
406	3.90E-04					
407	3.98E-04					
408	4.05E-04					
409	3.80E-04					
410	3.81E-04					
411	3.61E-04					
412	3.50E-04					
413	3.39E-04					
414	3.25E-04					
415	3.61E-04					
416	3.44E-04					
417	3.52E-04					
418	3.59E-04					
419	3.47E-04					
420	3.51E-04					
421	3.59E-04					
422	3.45E-04					
423	3.23E-04					
424	3.15E-04					
425	2.93E-04					
426	2.88E-04					
427	2.94E-04					
428	2.99E-04					
429	2.99E-04					
430	2.93E-04					
431	2.94E-04					
432	3.10E-04					
433	3.17E-04					
434	3.25E-04					
435	3.20E-04					
436	3.05E-04					
437	3.15E-04					
438	3.20E-04					
439	3.21E-04					
440	3.30E-04					
441	3.33E-04					
442	3.56E-04					
443	3.54E-04					
444	3.54E-04					
445	3.53E-04					
446	3.40E-04					
447	3.17E-04					
448	3.06E-04					
449	3.08E-04					
450	2.86E-04					
451	2.75E-04					
452	2.77E-04					
453	2.66E-04					
454	2.68E-04					
455	2.57E-04					
456	2.50E-04					
457	2.34E-04					
458	2.19E-04					
459	2.22E-04					
460	2.08E-04					
461	2.16E-04					
462	2.07E-04					
463	1.98E-04					
464	1.86E-04					
465	1.63E-04					
466	1.66E-04					
467	1.53E-04					
468	1.49E-04					
469	1.47E-04					
470	1.54E-04					
471	1.63E-04					
472	1.65E-04					
473	1.82E-04					
474	1.75E-04					
475	1.63E-04					
476	1.58E-04					
477	1.53E-04					
478	1.61E-04					
479	1.55E-04					
480	1.66E-04					
481	1.65E-04					
482	1.68E-04					
483	1.64E-04					
484	1.59E-04					
485	1.56E-04					
486	1.54E-04					
487	1.48E-04					
488	1.59E-04					
489	1.56E-04					
490	1.59E-04					
491	1.55E-04					
492	1.63E-04					
493	1.58E-04					
494	1.58E-04					
495	1.50E-04					
496	1.49E-04					
497	1.46E-04					
498	1.47E-04					
499	1.42E-04					
500	1.47E-04					
501	1.50E-04					
502	1.44E-04					
503	1.56E-04					
504	1.54E-04					
505	1.58E-04					
506	1.58E-04					
507	1.56E-04					
508	1.43E-04					
509	1.31E-04					
510	1.17E-04					
511	9.88E-05					
512	8.87E-05					
513	7.90E-05					
514	8.02E-05					
515	8.25E-05					
516	7.16E-05					
517	8.94E-05					
518	9.73E-05					
519	9.36E-05					
520	9.88E-05					
521	9.27E-05					
522	8.15E-05					
523	6.23E-05					
524	5.43E-05					
525	4.32E-05					
526	4.74E-05					
527	3.47E-05					
528	2.83E-05					
529	3.32E-05					
530	3.23E-05					
531	3.75E-05					
532	5.23E-05					
533	5.91E-05					
534	6.63E-05					
535	7.39E-05					
536	9.29E-05					
537	8.96E-05					
538	8.44E-05					
539	6.30E-05					
540	4.50E-05					
541	4.31E-05					
542	3.81E-05					
543	3.44E-05					
544	2.83E-05					
545	3.74E-05					
546	3.50E-05					
547	5.28E-05					
548	5.33E-05					
549	3.97E-05					
550	3.44E-05					
551	1.52E-05					
552	1.79E-05					
553	1.71E-05					
554	1.96E-05					
555	1.28E-05					
556	6.43E-06					
557	2.23E-05					
558	2.75E-05					
559	3.65E-05					
560	3.70E-05					
561	4.32E-05					
562	3.47E-05					
563	2.50E-05					
564	2.76E-05					
565	1.27E-05					
566	4.78E-06					
567	-5.71E-07					
568	2.68E-06					
569	1.88E-05					
570	1.87E-05					
571	1.77E-05					
572	2.40E-05					
573	9.25E-06					
574	7.10E-06					
575	1.72E-05					
576	9.46E-06					
577	-3.44E-06					
578	-8.13E-06					
579	-3.67E-06					
580	5.01E-06					
581	-8.47E-06					
582	-1.73E-05					
583	-2.71E-05					
584	-3.37E-05					
585	-3.62E-05					
586	-3.17E-05					
587	-3.10E-05					
588	-3.91E-05					
589	-3.85E-05					
590	-3.39E-05					
591	-3.34E-05					
592	-3.30E-05					
593	-4.93E-05					
594	-4.07E-05					
595	-4.20E-05					
596	-2.56E-05					
597	-2.42E-05					
598	-3.87E-05					
599	-3.55E-05					
600	-2.67E-05					
601	-3.16E-05					
602	-2.79E-05					
603	-3.34E-05					
604	-3.94E-05					
605	-4.15E-05					
606	-3.33E-05					
607	-2.65E-05					
608	-1.71E-05					
609	-2.68E-05					
610	-3.83E-05					
611	-3.75E-05					
612	-2.41E-05					
613	-2.62E-05					
614	-2.50E-05					
615	-2.66E-05					
616	-3.16E-05					
617	-3.05E-05					
618	-2.76E-05					
