OLIS-3D-ASCII	SySl1318					
375	7.87E-03					
376	7.90E-03					
377	7.90E-03					
378	7.89E-03					
379	7.86E-03					
380	7.82E-03					
381	7.78E-03					
382	7.87E-03					
383	7.84E-03					
384	7.74E-03					
385	7.64E-03					
386	7.61E-03					
387	7.57E-03					
388	7.53E-03					
389	7.50E-03					
390	7.50E-03					
391	7.45E-03					
392	7.45E-03					
393	7.51E-03					
394	7.67E-03					
395	7.75E-03					
396	7.81E-03					
397	7.89E-03					
398	8.03E-03					
399	8.21E-03					
400	8.38E-03					
401	8.54E-03					
402	8.73E-03					
403	8.93E-03					
404	9.11E-03					
405	9.27E-03					
406	9.48E-03					
407	9.69E-03					
408	9.92E-03					
409	1.01E-02					
410	1.04E-02					
411	1.07E-02					
412	1.09E-02					
413	1.12E-02					
414	1.14E-02					
415	1.17E-02					
416	1.19E-02					
417	1.22E-02					
418	1.24E-02					
419	1.27E-02					
420	1.30E-02					
421	1.32E-02					
422	1.35E-02					
423	1.37E-02					
424	1.40E-02					
425	1.42E-02					
426	1.45E-02					
427	1.47E-02					
428	1.50E-02					
429	1.53E-02					
430	1.55E-02					
431	1.57E-02					
432	1.59E-02					
433	1.62E-02					
434	1.63E-02					
435	1.65E-02					
436	1.67E-02					
437	1.68E-02					
438	1.69E-02					
439	1.70E-02					
440	0.017060751					
441	1.71E-02					
442	1.72E-02					
443	1.72E-02					
444	1.72E-02					
445	0.017229736					
446	1.72E-02					
447	1.73E-02					
448	1.73E-02					
449	0.017278005					
450	0.017326306					
451	0.017374664					
452	0.017422628					
453	1.74E-02					
454	1.74E-02					
455	1.74E-02					
456	1.74E-02					
457	1.73E-02					
458	1.72E-02					
459	1.71E-02					
460	1.70E-02					
461	1.68E-02					
462	1.67E-02					
463	1.66E-02					
464	1.65E-02					
465	1.64E-02					
466	1.63E-02					
467	1.62E-02					
468	1.61E-02					
469	1.60E-02					
470	1.59E-02					
471	1.59E-02					
472	1.60E-02					
473	1.60E-02					
474	1.61E-02					
475	1.62E-02					
476	0.016383395					
477	1.65E-02					
478	1.67E-02					
479	1.69E-02					
480	1.70E-02					
481	1.72E-02					
482	1.73E-02					
483	1.74E-02					
484	1.75E-02					
485	1.75E-02					
486	1.75E-02					
487	1.74E-02					
488	1.73E-02					
489	1.72E-02					
490	0.017004423					
491	1.68E-02					
492	1.66E-02					
493	1.63E-02					
494	1.61E-02					
495	1.58E-02					
496	1.55E-02					
497	1.52E-02					
498	1.49E-02					
499	1.46E-02					
500	1.43E-02					
501	1.41E-02					
502	1.38E-02					
503	1.36E-02					
504	1.34E-02					
505	1.33E-02					
506	1.32E-02					
507	1.31E-02					
508	1.31E-02					
509	1.31E-02					
510	1.31E-02					
511	1.32E-02					
512	1.32E-02					
513	1.33E-02					
514	1.34E-02					
515	1.35E-02					
516	1.35E-02					
517	1.36E-02					
518	1.36E-02					
519	1.36E-02					
520	1.35E-02					
521	1.34E-02					
522	1.33E-02					
523	1.31E-02					
524	0.012894314					
525	1.26E-02					
526	1.23E-02					
527	1.20E-02					
528	0.011568257					
529	1.11E-02					
530	0.010671276					
531	1.02E-02					
532	9.68E-03					
533	9.17E-03					
534	8.65E-03					
535	8.13E-03					
536	7.61E-03					
537	7.10E-03					
538	6.60E-03					
539	6.12E-03					
540	5.64E-03					
541	5.17E-03					
542	4.73E-03					
543	4.33E-03					
544	3.93E-03					
545	3.57E-03					
546	3.23E-03					
547	2.90E-03					
548	2.61E-03					
549	2.34E-03					
550	2.11E-03					
551	1.89E-03					
552	1.69E-03					
553	1.49E-03					
554	1.33E-03					
555	1.18E-03					
