OLIS-3D-ASCII	SySl1174			
375	-1.54E-03			
376	-1.27E-03			
377	-1.07E-03			
378	-9.05E-04			
379	-7.82E-04			
380	-6.84E-04			
381	-6.01E-04			
382	-4.90E-04			
383	-3.65E-04			
384	-2.43E-04			
385	-2.16E-04			
386	-8.84E-05			
387	4.78E-05			
388	9.64E-05			
389	1.64E-04			
390	3.08E-04			
391	4.11E-04			
392	4.86E-04			
393	5.04E-04			
394	6.17E-04			
395	7.02E-04			
396	7.85E-04			
397	8.17E-04			
398	9.23E-04			
399	1.01E-03			
400	1.08E-03			
401	1.23E-03			
402	1.33E-03			
403	1.41E-03			
404	1.52E-03			
405	1.59E-03			
406	1.63E-03			
407	1.70E-03			
408	1.74E-03			
409	1.82E-03			
410	1.96E-03			
411	2.06E-03			
412	2.19E-03			
413	2.36E-03			
414	2.49E-03			
415	2.64E-03			
416	2.76E-03			
417	2.82E-03			
418	2.87E-03			
419	2.94E-03			
420	2.96E-03			
421	2.98E-03			
422	3.02E-03			
423	3.02E-03			
424	3.06E-03			
425	3.13E-03			
426	3.19E-03			
427	3.25E-03			
428	3.29E-03			
429	3.35E-03			
430	3.43E-03			
431	3.51E-03			
432	3.58E-03			
433	3.63E-03			
434	3.70E-03			
435	3.75E-03			
436	3.80E-03			
437	3.84E-03			
438	3.86E-03			
439	3.85E-03			
440	3.80E-03			
441	3.75E-03			
442	3.71E-03			
443	3.62E-03			
444	3.52E-03			
445	3.38E-03			
446	3.25E-03			
447	3.12E-03			
448	2.98E-03			
449	2.85E-03			
450	2.73E-03			
451	2.59E-03			
452	2.45E-03			
453	2.34E-03			
454	2.27E-03			
455	2.19E-03			
456	2.12E-03			
457	2.06E-03			
458	2.02E-03			
459	1.99E-03			
460	1.97E-03			
461	1.95E-03			
462	1.93E-03			
463	1.91E-03			
464	1.87E-03			
465	1.85E-03			
466	1.84E-03			
467	1.82E-03			
468	1.79E-03			
469	1.75E-03			
470	1.73E-03			
471	1.70E-03			
472	1.67E-03			
473	1.64E-03			
474	1.60E-03			
475	1.57E-03			
476	0.001543351			
477	1.52E-03			
478	1.50E-03			
479	1.49E-03			
480	1.48E-03			
481	1.47E-03			
482	1.47E-03			
483	1.47E-03			
484	1.48E-03			
485	1.49E-03			
486	1.50E-03			
487	1.52E-03			
488	1.53E-03			
489	1.54E-03			
490	1.55E-03			
491	1.57E-03			
492	1.58E-03			
493	1.60E-03			
494	1.62E-03			
495	1.65E-03			
496	1.67E-03			
497	1.67E-03			
498	1.69E-03			
499	1.69E-03			
500	1.68E-03			
501	1.65E-03			
502	1.64E-03			
503	1.61E-03			
504	1.57E-03			
505	1.55E-03			
506	1.51E-03			
507	1.47E-03			
508	1.43E-03			
509	1.38E-03			
510	1.33E-03			
511	1.27E-03			
512	1.22E-03			
513	1.15E-03			
514	1.11E-03			
515	1.03E-03			
516	9.89E-04			
517	9.38E-04			
518	8.84E-04			
519	8.30E-04			
520	7.96E-04			
521	7.46E-04			
522	7.18E-04			
523	6.87E-04			
524	6.51E-04			
525	6.12E-04			
526	5.92E-04			
527	5.62E-04			
528	5.50E-04			
529	5.27E-04			
530	5.13E-04			
531	4.97E-04			
532	4.99E-04			
533	4.89E-04			
534	5.02E-04			
535	5.05E-04			
536	5.10E-04			
537	5.30E-04			
538	5.56E-04			
539	5.80E-04			
540	5.89E-04			
541	5.94E-04			
542	6.20E-04			
543	6.36E-04			
544	6.54E-04			
545	6.61E-04			
546	6.86E-04			
547	7.16E-04			
548	7.45E-04			
549	7.74E-04			
550	8.00E-04			
551	8.19E-04			
552	8.48E-04			
553	8.80E-04			
554	9.26E-04			
555	9.47E-04			
556	9.76E-04			
557	9.95E-04			
558	1.04E-03			
559	1.08E-03			
560	1.11E-03			
561	1.15E-03			
562	1.17E-03			
563	1.20E-03			
564	1.24E-03			
565	1.28E-03			
566	1.32E-03			
567	1.36E-03			
568	1.41E-03			
569	1.45E-03			
570	1.52E-03			
571	1.57E-03			
