OLIS-3D-ASCII	SySl1235		
375	0.015775593		
376	1.58E-02		
377	1.58E-02		
378	1.59E-02		
379	1.60E-02		
380	1.61E-02		
381	1.62E-02		
382	1.63E-02		
383	1.63E-02		
384	1.63E-02		
385	1.63E-02		
386	1.62E-02		
387	1.61E-02		
388	1.60E-02		
389	1.59E-02		
390	1.58E-02		
391	1.57E-02		
392	1.57E-02		
393	1.57E-02		
394	1.58E-02		
395	1.58E-02		
396	1.58E-02		
397	1.59E-02		
398	1.60E-02		
399	1.61E-02		
400	1.62E-02		
401	1.64E-02		
402	1.66E-02		
403	1.69E-02		
404	1.72E-02		
405	1.74E-02		
406	1.78E-02		
407	0.018104803		
408	1.85E-02		
409	0.018838539		
410	1.93E-02		
411	1.97E-02		
412	2.01E-02		
413	2.06E-02		
414	2.10E-02		
415	2.16E-02		
416	2.20E-02		
417	2.25E-02		
418	2.29E-02		
419	2.33E-02		
420	2.38E-02		
421	2.43E-02		
422	2.47E-02		
423	2.51E-02		
424	2.54E-02		
425	2.58E-02		
426	2.61E-02		
427	2.64E-02		
428	2.67E-02		
429	0.026935092		
430	0.027210239		
431	0.027525255		
432	2.78E-02		
433	2.81E-02		
434	2.84E-02		
435	2.86E-02		
436	2.89E-02		
437	2.92E-02		
438	2.96E-02		
439	3.00E-02		
440	3.03E-02		
441	0.03072826		
442	3.11E-02		
443	3.15E-02		
444	3.18E-02		
445	3.21E-02		
446	3.23E-02		
447	3.24E-02		
448	3.25E-02		
449	0.032596654		
450	0.032562928		
451	3.25E-02		
452	0.032319161		
453	3.21E-02		
454	0.031767419		
455	3.15E-02		
456	3.12E-02		
457	3.08E-02		
458	3.03E-02		
459	2.99E-02		
460	2.95E-02		
461	2.91E-02		
462	0.028717712		
463	2.84E-02		
464	2.81E-02		
465	2.78E-02		
466	2.76E-02		
467	2.74E-02		
468	2.73E-02		
469	2.72E-02		
470	2.72E-02		
471	2.72E-02		
472	2.71E-02		
473	2.72E-02		
474	2.72E-02		
475	0.027212014		
476	2.72E-02		
477	2.73E-02		
478	2.73E-02		
479	2.74E-02		
480	2.74E-02		
481	2.75E-02		
482	2.74E-02		
483	2.74E-02		
484	2.73E-02		
485	2.71E-02		
486	2.68E-02		
487	2.65E-02		
488	2.61E-02		
489	2.57E-02		
490	2.52E-02		
491	2.46E-02		
492	2.40E-02		
493	2.32E-02		
494	2.25E-02		
495	2.17E-02		
496	2.09E-02		
497	2.00E-02		
498	1.92E-02		
499	1.84E-02		
500	1.75E-02		
501	1.67E-02		
502	0.015931571		
503	1.52E-02		
504	1.44E-02		
505	1.36E-02		
506	1.29E-02		
507	0.012166462		
508	1.15E-02		
509	1.08E-02		
510	0.010131921		
511	9.52E-03		
512	8.93E-03		
513	8.37E-03		
514	7.87E-03		
515	7.41E-03		
516	0.006973161		
517	6.55E-03		
518	6.18E-03		
519	5.83E-03		
520	5.51E-03		
521	5.21E-03		
522	4.92E-03		
523	4.67E-03		
524	4.40E-03		
525	4.15E-03		
526	3.94E-03		
527	3.77E-03		
528	3.62E-03		
529	3.46E-03		
530	3.36E-03		
531	3.26E-03		
532	3.17E-03		
533	3.07E-03		
534	0.002993198		
535	2.93E-03		
536	2.87E-03		
537	2.82E-03		
538	2.79E-03		
539	2.77E-03		
540	2.73E-03		
541	2.70E-03		
542	2.68E-03		
543	2.65E-03		
544	2.61E-03		
545	2.60E-03		
546	2.59E-03		
547	2.59E-03		
548	2.58E-03		
549	2.57E-03		
550	2.56E-03		
551	2.53E-03		
552	2.50E-03		
553	2.48E-03		
554	2.47E-03		
555	2.45E-03		
556	2.44E-03		
557	2.44E-03		
558	2.44E-03		
559	2.44E-03		
560	2.43E-03		
561	2.43E-03		
562	2.43E-03		
563	2.43E-03		
564	2.43E-03		
565	2.43E-03		
566	2.43E-03		
567	0.002427186		
568	2.42E-03		
569	2.43E-03		
570	2.45E-03		
571	2.47E-03		
572	2.51E-03		
573	2.55E-03		
574	2.59E-03		
575	2.64E-03		
576	2.68E-03		
577	2.72E-03		
578	2.77E-03		
579	2.81E-03		
580	2.85E-03		
581	2.91E-03		
582	2.98E-03		
583	3.03E-03		
584	3.09E-03		
585	3.15E-03		
586	3.22E-03		
587	3.27E-03		
588	3.33E-03		
589	3.39E-03		
590	3.45E-03		
591	3.51E-03		
592	3.58E-03		
593	3.65E-03		
594	3.71E-03		
595	3.76E-03		
596	3.82E-03		
597	3.87E-03		
598	3.93E-03		
599	3.98E-03		
600	4.01E-03		
601	4.05E-03		
602	4.07E-03		
603	4.09E-03		
604	4.10E-03		
605	4.12E-03		
606	4.14E-03		
607	4.15E-03		
608	4.16E-03		
609	4.17E-03		
610	4.20E-03		
611	4.21E-03		
612	4.20E-03		
613	4.22E-03		
614	4.21E-03		
615	4.23E-03		
616	4.22E-03		
617	4.23E-03		
618	4.26E-03		
619	4.27E-03		
620	4.27E-03		
621	4.27E-03		
622	4.28E-03		
623	4.27E-03		
624	4.30E-03		
625	4.34E-03		
626	4.39E-03		
627	4.45E-03		
628	4.53E-03		
629	4.61E-03		
630	4.72E-03		
631	4.82E-03		
632	4.91E-03		
633	5.00E-03		
634	5.11E-03		
635	5.18E-03		
636	5.28E-03		
637	5.40E-03		
638	5.55E-03		
639	5.73E-03		
640	5.93E-03		
