OLIS-3D-ASCII	SySl1318					
375	8.39E-04					
376	5.81E-04					
377	4.39E-04					
378	3.90E-04					
379	4.13E-04					
380	4.84E-04					
381	5.80E-04					
382	6.80E-04					
383	7.02E-04					
384	6.75E-04					
385	6.48E-04					
386	6.43E-04					
387	6.77E-04					
388	6.99E-04					
389	7.31E-04					
390	7.28E-04					
391	7.19E-04					
392	7.33E-04					
393	7.11E-04					
394	7.05E-04					
395	7.09E-04					
396	7.02E-04					
397	7.39E-04					
398	7.92E-04					
399	8.26E-04					
400	8.53E-04					
401	8.90E-04					
402	9.34E-04					
403	9.28E-04					
404	9.86E-04					
405	1.02E-03					
406	1.10E-03					
407	1.15E-03					
408	1.21E-03					
409	1.26E-03					
410	1.34E-03					
411	1.41E-03					
412	1.49E-03					
413	1.57E-03					
414	1.64E-03					
415	1.68E-03					
416	1.74E-03					
417	1.74E-03					
418	1.76E-03					
419	1.77E-03					
420	1.80E-03					
421	1.80E-03					
422	1.84E-03					
423	1.89E-03					
424	1.94E-03					
425	1.98E-03					
426	2.03E-03					
427	2.06E-03					
428	2.07E-03					
429	2.07E-03					
430	2.13E-03					
431	2.18E-03					
432	2.25E-03					
433	2.28E-03					
434	2.33E-03					
435	2.35E-03					
436	2.37E-03					
437	2.39E-03					
438	2.39E-03					
439	2.37E-03					
440	2.33E-03					
441	2.29E-03					
442	2.26E-03					
443	2.20E-03					
444	2.15E-03					
445	2.07E-03					
446	2.00E-03					
447	1.91E-03					
448	1.85E-03					
449	1.80E-03					
450	1.74E-03					
451	1.69E-03					
452	0.001637856					
453	1.58E-03					
454	1.53E-03					
455	1.48E-03					
456	1.46E-03					
457	1.42E-03					
458	1.38E-03					
459	1.35E-03					
460	1.34E-03					
461	1.32E-03					
462	1.29E-03					
463	1.26E-03					
464	1.22E-03					
465	1.19E-03					
466	1.15E-03					
467	1.12E-03					
468	1.09E-03					
469	1.06E-03					
470	1.05E-03					
471	1.04E-03					
472	1.03E-03					
473	1.02E-03					
474	1.02E-03					
475	1.01E-03					
476	1.01E-03					
477	1.01E-03					
478	1.01E-03					
479	1.01E-03					
480	9.99E-04					
481	9.98E-04					
482	9.95E-04					
483	9.86E-04					
484	9.79E-04					
485	9.76E-04					
486	9.62E-04					
487	9.38E-04					
488	9.30E-04					
489	9.23E-04					
490	9.16E-04					
491	9.11E-04					
492	8.88E-04					
493	8.75E-04					
494	8.53E-04					
495	8.13E-04					
496	7.80E-04					
497	7.32E-04					
498	6.93E-04					
499	6.39E-04					
500	5.92E-04					
501	5.50E-04					
502	5.13E-04					
503	4.86E-04					
504	4.48E-04					
505	4.25E-04					
506	3.91E-04					
507	3.56E-04					
508	3.41E-04					
509	3.03E-04					
510	2.79E-04					
511	2.39E-04					
512	2.13E-04					
513	1.85E-04					
514	1.63E-04					
515	1.36E-04					
516	1.04E-04					
517	9.36E-05					
518	6.84E-05					
519	5.32E-05					
520	2.92E-05					
521	-1.00E-05					
522	-4.03E-05					
523	-8.08E-05					
524	-1.17E-04					
525	-1.64E-04					
526	-2.13E-04					
527	-2.68E-04					
528	-3.15E-04					
529	-3.66E-04					
530	-4.30E-04					
531	-4.87E-04					
532	-5.45E-04					
533	-6.14E-04					
534	-6.63E-04					
535	-7.17E-04					
536	-7.61E-04					
537	-8.07E-04					
538	-8.45E-04					
539	-8.78E-04					
540	-9.22E-04					
541	-9.75E-04					
542	-1.03E-03					
543	-1.06E-03					
544	-1.09E-03					
545	-1.14E-03					
546	-1.16E-03					
547	-1.18E-03					
548	-1.20E-03					
549	-1.20E-03					
550	-1.21E-03					
551	-1.21E-03					
