OLIS-3D-ASCII	SySl1142			
375	8.73E-03			
376	8.91E-03			
377	9.13E-03			
378	9.38E-03			
379	9.63E-03			
380	9.89E-03			
381	1.01E-02			
382	1.04E-02			
383	1.05E-02			
384	1.05E-02			
385	1.06E-02			
386	1.07E-02			
387	1.07E-02			
388	0.010741837			
389	1.07E-02			
390	1.08E-02			
391	1.09E-02			
392	1.10E-02			
393	1.11E-02			
394	1.12E-02			
395	1.12E-02			
396	1.13E-02			
397	1.14E-02			
398	1.16E-02			
399	1.17E-02			
400	1.19E-02			
401	1.21E-02			
402	1.23E-02			
403	1.25E-02			
404	1.27E-02			
405	1.29E-02			
406	1.32E-02			
407	1.35E-02			
408	1.38E-02			
409	1.42E-02			
410	1.45E-02			
411	1.49E-02			
412	1.53E-02			
413	1.56E-02			
414	1.59E-02			
415	1.61E-02			
416	1.63E-02			
417	1.65E-02			
418	1.67E-02			
419	1.68E-02			
420	1.69E-02			
421	1.70E-02			
422	1.71E-02			
423	1.72E-02			
424	1.72E-02			
425	1.73E-02			
426	1.74E-02			
427	0.017578817			
428	1.77E-02			
429	1.79E-02			
430	1.81E-02			
431	0.018389723			
432	1.86E-02			
433	1.88E-02			
434	1.90E-02			
435	1.91E-02			
436	0.019213989			
437	1.93E-02			
438	1.93E-02			
439	1.92E-02			
440	1.90E-02			
441	1.88E-02			
442	1.85E-02			
443	1.82E-02			
444	1.77E-02			
445	1.72E-02			
446	1.66E-02			
447	1.60E-02			
448	0.015444935			
449	1.49E-02			
450	1.44E-02			
451	0.01389127			
452	1.35E-02			
453	1.31E-02			
454	1.27E-02			
455	1.25E-02			
456	1.23E-02			
457	1.21E-02			
458	1.19E-02			
459	1.18E-02			
460	1.16E-02			
461	0.011510345			
462	1.14E-02			
463	1.13E-02			
464	1.12E-02			
465	1.10E-02			
466	1.09E-02			
467	1.08E-02			
468	1.06E-02			
469	1.05E-02			
470	1.03E-02			
471	1.02E-02			
472	1.00E-02			
473	9.91E-03			
474	9.77E-03			
475	9.67E-03			
476	9.60E-03			
477	9.50E-03			
478	9.42E-03			
479	9.35E-03			
480	9.33E-03			
481	9.33E-03			
482	9.36E-03			
483	9.41E-03			
484	9.48E-03			
485	9.57E-03			
486	9.65E-03			
487	9.78E-03			
488	9.90E-03			
489	9.99E-03			
490	1.01E-02			
491	0.010280641			
492	1.04E-02			
493	1.06E-02			
494	1.07E-02			
495	1.09E-02			
496	1.10E-02			
497	1.11E-02			
498	1.11E-02			
499	1.11E-02			
500	1.12E-02			
501	1.12E-02			
502	1.12E-02			
503	1.12E-02			
504	1.12E-02			
505	1.12E-02			
506	1.11E-02			
507	1.11E-02			
508	1.11E-02			
509	1.10E-02			
510	1.10E-02			
511	1.10E-02			
512	1.09E-02			
513	1.09E-02			
514	1.09E-02			
515	0.010920794			
516	1.09E-02			
517	1.09E-02			
518	1.10E-02			
519	1.10E-02			
520	1.10E-02			
521	1.11E-02			
522	1.12E-02			
523	1.12E-02			
524	1.13E-02			
525	1.14E-02			
526	1.15E-02			
527	1.15E-02			
528	1.16E-02			
529	1.18E-02			
530	1.19E-02			
531	1.20E-02			
532	1.22E-02			
533	1.24E-02			
534	1.25E-02			
535	0.012682407			
536	0.012826282			
537	1.30E-02			
538	1.32E-02			
539	0.013306306			
540	1.35E-02			
541	1.37E-02			
542	1.39E-02			
543	1.41E-02			
544	1.43E-02			
545	1.45E-02			
546	1.47E-02			
547	1.49E-02			
548	1.51E-02			
549	1.53E-02			
550	1.55E-02			
551	1.56E-02			
552	1.58E-02			
553	0.016016584			
554	1.62E-02			
555	1.64E-02			
556	1.66E-02			
557	1.68E-02			
558	1.70E-02			
559	0.017150073			
560	1.74E-02			
561	1.76E-02			
562	1.78E-02			
563	1.81E-02			
564	1.83E-02			
565	0.01857174			
566	1.87E-02			
567	1.89E-02			
568	1.89E-02			
569	1.88E-02			
570	1.86E-02			
571	0.018255119			
572	1.78E-02			
573	1.71E-02			
574	1.63E-02			
575	0.015468474			
576	0.014541596			
577	1.36E-02			
578	1.26E-02			
579	1.16E-02			
580	1.07E-02			
581	9.89E-03			
582	9.13E-03			
583	8.45E-03			
584	7.85E-03			
585	7.32E-03			
586	6.88E-03			
587	6.52E-03			
588	6.20E-03			
589	5.94E-03			
590	5.70E-03			
591	5.52E-03			
592	5.37E-03			
593	5.24E-03			
594	5.16E-03			
595	5.08E-03			
596	5.01E-03			
597	4.96E-03			
598	4.93E-03			
599	4.90E-03			
600	4.89E-03			
601	4.88E-03			
602	4.89E-03			
603	4.89E-03			
604	4.89E-03			
605	4.90E-03			
606	4.93E-03			
607	4.95E-03			
