OLIS-3D-ASCII	SySl1334					
375	0.05728919					
376	5.86E-02					
377	0.059889256					
378	6.12E-02					
379	6.25E-02					
380	6.38E-02					
381	6.50E-02					
382	6.61E-02					
383	6.73E-02					
384	6.83E-02					
385	6.91E-02					
386	6.95E-02					
387	7.03E-02					
388	0.070901386					
389	7.16E-02					
390	0.072083016					
391	7.30E-02					
392	7.40E-02					
393	7.49E-02					
394	7.60E-02					
395	7.71E-02					
396	7.81E-02					
397	7.92E-02					
398	8.05E-02					
399	8.18E-02					
400	8.34E-02					
401	8.51E-02					
402	8.72E-02					
403	8.94E-02					
404	9.19E-02					
405	9.43E-02					
406	9.68E-02					
407	0.09947779					
408	0.101998684					
409	0.104370369					
410	0.106812634					
411	0.109038969					
412	0.111442213					
413	0.113399337					
414	0.115438392					
415	0.117507287					
416	0.119668578					
417	0.121645002					
418	0.123834652					
419	0.125830268					
420	0.127531197					
421	0.129261365					
422	0.130638002					
423	0.132285001					
424	0.133721422					
425	0.134745668					
426	0.13617023					
427	0.13753959					
428	0.139270519					
429	0.141085893					
430	0.143103623					
431	0.145150992					
432	0.147443452					
433	0.149413894					
434	0.151052288					
435	0.152817027					
436	0.153845737					
437	0.154499697					
438	0.154723184					
439	0.154512211					
440	0.154194016					
441	0.152833616					
442	0.150947797					
443	0.148993902					
444	0.146853457					
445	0.143937303					
446	0.14066669					
447	0.136978014					
448	0.133370881					
449	0.129911291					
450	0.126725831					
451	0.123949277					
452	0.121315303					
453	0.118809532					
454	0.116579513					
455	0.115326096					
456	0.114341275					
457	0.113337974					
458	0.112309204					
459	0.111318111					
460	0.11066888					
461	0.10990805					
462	0.109002713					
463	0.108211881					
464	0.107373676					
465	0.106429316					
466	0.104992652					
467	0.104213547					
468	0.102951014					
469	0.101737176					
470	0.100308119					
471	9.89E-02					
472	0.097561808					
473	9.60E-02					
474	9.47E-02					
475	9.37E-02					
476	9.26E-02					
477	9.18E-02					
478	9.11E-02					
479	9.08E-02					
480	0.090727663					
