OLIS-3D-ASCII	SySl1020	
375	1.82E-02	
376	1.85E-02	
377	1.89E-02	
378	1.92E-02	
379	1.96E-02	
380	0.019874164	
381	0.020152274	
382	2.03E-02	
383	0.020416956	
384	2.05E-02	
385	2.05E-02	
386	0.020344754	
387	2.02E-02	
388	2.01E-02	
389	2.00E-02	
390	2.00E-02	
391	2.01E-02	
392	2.02E-02	
393	0.020284523	
394	2.04E-02	
395	2.06E-02	
396	2.07E-02	
397	2.08E-02	
398	2.10E-02	
399	2.11E-02	
400	2.13E-02	
401	2.16E-02	
402	2.19E-02	
403	2.24E-02	
404	2.28E-02	
405	2.33E-02	
406	2.38E-02	
407	2.43E-02	
408	2.48E-02	
409	2.53E-02	
410	2.59E-02	
411	2.65E-02	
412	2.70E-02	
413	2.75E-02	
414	2.81E-02	
415	2.86E-02	
416	2.90E-02	
417	2.94E-02	
418	2.98E-02	
419	3.00E-02	
420	3.02E-02	
421	3.04E-02	
422	3.06E-02	
423	3.08E-02	
424	3.10E-02	
425	3.13E-02	
426	0.031577376	
427	3.19E-02	
428	3.23E-02	
429	0.032702702	
430	3.31E-02	
431	3.36E-02	
432	3.41E-02	
433	3.46E-02	
434	3.51E-02	
435	3.55E-02	
436	3.58E-02	
437	3.60E-02	
438	3.61E-02	
439	3.61E-02	
440	3.59E-02	
441	3.55E-02	
442	3.50E-02	
443	0.034397916	
444	3.37E-02	
445	3.29E-02	
446	3.19E-02	
447	3.10E-02	
448	3.00E-02	
449	2.91E-02	
450	2.82E-02	
451	2.74E-02	
452	2.67E-02	
453	2.61E-02	
454	2.56E-02	
455	2.51E-02	
456	2.47E-02	
457	2.44E-02	
458	2.41E-02	
459	2.38E-02	
460	2.35E-02	
461	2.33E-02	
462	2.31E-02	
463	2.29E-02	
464	2.27E-02	
465	2.25E-02	
466	2.23E-02	
467	2.21E-02	
468	2.19E-02	
469	2.17E-02	
470	2.16E-02	
471	2.14E-02	
472	2.13E-02	
473	2.12E-02	
474	2.12E-02	
475	0.021103334	
476	0.02108219	
477	2.11E-02	
478	2.12E-02	
479	2.12E-02	
480	2.14E-02	
481	2.15E-02	
482	2.16E-02	
483	2.17E-02	
484	2.17E-02	
485	2.18E-02	
486	2.18E-02	
487	2.17E-02	
488	2.17E-02	
489	2.16E-02	
490	2.15E-02	
491	2.14E-02	
492	2.13E-02	
493	2.11E-02	
494	2.10E-02	
495	2.08E-02	
496	2.05E-02	
497	2.03E-02	
498	2.00E-02	
499	1.97E-02	
500	1.94E-02	
501	1.91E-02	
502	1.88E-02	
503	1.85E-02	
504	1.82E-02	
505	1.79E-02	
506	1.77E-02	
507	1.74E-02	
508	1.72E-02	
509	1.70E-02	
510	1.68E-02	
511	1.66E-02	
512	1.64E-02	
513	0.016264341	
514	1.61E-02	
515	1.59E-02	
516	1.58E-02	
517	1.56E-02	
518	1.54E-02	
519	1.52E-02	
520	1.49E-02	
521	1.47E-02	
522	1.44E-02	
523	1.41E-02	
524	1.37E-02	
525	1.33E-02	
526	1.29E-02	
527	1.25E-02	
528	1.21E-02	
529	1.16E-02	
530	1.11E-02	
531	1.06E-02	
532	1.01E-02	
533	9.66E-03	
534	9.16E-03	
535	8.68E-03	
536	8.19E-03	
537	7.72E-03	
538	7.27E-03	
539	6.84E-03	
540	6.43E-03	
541	6.03E-03	
542	5.64E-03	
543	5.29E-03	
544	4.95E-03	
