OLIS-3D-ASCII	SySl1288	
375	2.03E-03	
376	2.13E-03	
377	2.25E-03	
378	2.37E-03	
379	2.50E-03	
380	2.62E-03	
381	2.74E-03	
382	2.82E-03	
383	2.90E-03	
384	2.95E-03	
385	3.01E-03	
386	3.13E-03	
387	3.25E-03	
388	3.30E-03	
389	3.32E-03	
390	3.38E-03	
391	3.46E-03	
392	3.45E-03	
393	3.51E-03	
394	3.53E-03	
395	3.57E-03	
396	3.64E-03	
397	3.72E-03	
398	3.78E-03	
399	3.83E-03	
400	3.83E-03	
401	3.90E-03	
402	4.04E-03	
403	4.18E-03	
404	4.27E-03	
405	4.45E-03	
406	4.60E-03	
407	4.73E-03	
408	4.92E-03	
409	5.10E-03	
410	5.21E-03	
411	5.35E-03	
412	5.47E-03	
413	5.60E-03	
414	5.80E-03	
415	5.97E-03	
416	6.07E-03	
417	6.17E-03	
418	6.26E-03	
419	6.35E-03	
420	6.44E-03	
421	6.50E-03	
422	6.54E-03	
423	6.58E-03	
424	6.59E-03	
425	6.63E-03	
426	6.72E-03	
427	6.79E-03	
428	6.83E-03	
429	6.89E-03	
430	6.98E-03	
431	7.05E-03	
432	7.12E-03	
433	7.21E-03	
434	7.26E-03	
435	7.32E-03	
436	7.35E-03	
437	7.38E-03	
438	7.39E-03	
439	0.007355759	
440	7.30E-03	
441	7.21E-03	
442	7.12E-03	
443	6.97E-03	
444	6.82E-03	
445	6.64E-03	
446	6.43E-03	
447	6.24E-03	
448	5.99E-03	
449	5.79E-03	
450	5.58E-03	
451	5.36E-03	
452	5.17E-03	
453	5.01E-03	
454	4.87E-03	
455	4.76E-03	
456	4.67E-03	
457	4.58E-03	
458	4.52E-03	
459	4.46E-03	
460	4.41E-03	
461	4.37E-03	
462	4.31E-03	
463	4.24E-03	
464	4.18E-03	
465	4.11E-03	
466	4.06E-03	
467	3.99E-03	
468	3.92E-03	
469	3.85E-03	
470	3.78E-03	
471	3.72E-03	
472	3.66E-03	
473	3.57E-03	
474	3.52E-03	
475	3.45E-03	
476	3.41E-03	
477	3.37E-03	
478	3.35E-03	
479	3.32E-03	
480	3.31E-03	
481	3.30E-03	
482	3.29E-03	
483	3.28E-03	
484	3.27E-03	
485	3.27E-03	
486	3.28E-03	
487	3.29E-03	
488	3.32E-03	
489	3.34E-03	
490	3.37E-03	
491	3.40E-03	
492	3.42E-03	
493	3.44E-03	
494	3.44E-03	
495	3.45E-03	
496	3.46E-03	
497	3.44E-03	
498	3.43E-03	
499	3.41E-03	
500	3.38E-03	
501	3.33E-03	
502	3.28E-03	
503	3.23E-03	
504	3.17E-03	
505	3.11E-03	
506	3.02E-03	
507	2.94E-03	
508	2.85E-03	
509	2.74E-03	
510	2.65E-03	
511	2.55E-03	
512	2.45E-03	
513	2.35E-03	
514	2.25E-03	
515	2.16E-03	
516	2.08E-03	
517	1.99E-03	
518	1.90E-03	
519	1.81E-03	
520	1.72E-03	
521	1.64E-03	
522	1.57E-03	
523	1.51E-03	
524	1.45E-03	
525	1.40E-03	
526	1.35E-03	
527	1.31E-03	
528	1.28E-03	
529	1.25E-03	
530	1.21E-03	
531	1.17E-03	
532	1.15E-03	
533	1.13E-03	
534	1.11E-03	
535	1.09E-03	
536	1.09E-03	
537	1.10E-03	
538	1.10E-03	
539	1.09E-03	
540	1.08E-03	
541	1.07E-03	
542	1.06E-03	
543	1.07E-03	
544	1.08E-03	
545	1.10E-03	
546	1.14E-03	
547	1.18E-03	
548	1.22E-03	
549	1.26E-03	
550	1.29E-03	
551	1.31E-03	
552	1.34E-03	
553	1.38E-03	
554	1.42E-03	
555	1.45E-03	
556	1.49E-03	
557	1.53E-03	
558	1.58E-03	
559	1.63E-03	
560	1.67E-03	
561	1.72E-03	
562	1.75E-03	
563	1.81E-03	
564	1.86E-03	
565	1.89E-03	
566	1.93E-03	
567	1.98E-03	
568	2.04E-03	
569	2.11E-03	
570	2.18E-03	
571	2.24E-03	
572	2.30E-03	
573	2.37E-03	
