OLIS-3D-ASCII	SySl1112	
375	2.60E-03	
376	2.52E-03	
377	2.50E-03	
378	2.50E-03	
379	2.53E-03	
380	2.58E-03	
381	2.62E-03	
382	2.63E-03	
383	2.68E-03	
384	2.66E-03	
385	2.58E-03	
386	2.50E-03	
387	2.50E-03	
388	2.50E-03	
389	0.002406733	
390	2.37E-03	
391	2.30E-03	
392	2.26E-03	
393	2.23E-03	
394	2.21E-03	
395	2.25E-03	
396	2.26E-03	
397	2.26E-03	
398	2.28E-03	
399	2.34E-03	
400	2.32E-03	
401	2.29E-03	
402	2.30E-03	
403	2.30E-03	
404	2.29E-03	
405	2.35E-03	
406	2.39E-03	
407	2.42E-03	
408	2.47E-03	
409	2.55E-03	
410	2.60E-03	
411	2.65E-03	
412	2.71E-03	
413	2.78E-03	
414	2.83E-03	
415	2.89E-03	
416	2.92E-03	
417	2.95E-03	
418	2.95E-03	
419	2.94E-03	
420	2.92E-03	
421	2.91E-03	
422	2.86E-03	
423	2.84E-03	
424	2.84E-03	
425	2.82E-03	
426	2.83E-03	
427	2.87E-03	
428	2.89E-03	
429	2.95E-03	
430	3.00E-03	
431	3.07E-03	
432	3.10E-03	
433	3.16E-03	
434	3.18E-03	
435	3.23E-03	
436	3.22E-03	
437	3.20E-03	
438	3.19E-03	
439	3.17E-03	
440	3.14E-03	
441	3.09E-03	
442	0.003026473	
443	2.95E-03	
444	2.87E-03	
445	2.82E-03	
446	2.74E-03	
447	2.67E-03	
448	2.57E-03	
449	2.48E-03	
450	2.40E-03	
451	2.32E-03	
452	2.25E-03	
453	2.16E-03	
454	2.08E-03	
455	2.02E-03	
456	1.98E-03	
457	1.94E-03	
458	1.89E-03	
459	1.86E-03	
460	1.83E-03	
461	1.81E-03	
462	1.78E-03	
463	1.76E-03	
464	1.75E-03	
465	1.72E-03	
466	1.71E-03	
467	1.70E-03	
468	1.67E-03	
469	1.64E-03	
470	1.62E-03	
471	1.61E-03	
472	1.59E-03	
473	1.59E-03	
474	1.57E-03	
475	1.55E-03	
476	1.55E-03	
477	1.52E-03	
478	1.52E-03	
479	1.50E-03	
480	1.49E-03	
481	1.48E-03	
482	1.49E-03	
483	1.49E-03	
484	1.51E-03	
485	1.51E-03	
486	1.52E-03	
487	1.52E-03	
488	1.53E-03	
489	1.51E-03	
490	1.51E-03	
491	1.51E-03	
492	1.50E-03	
493	1.50E-03	
494	1.50E-03	
495	1.50E-03	
496	1.49E-03	
497	1.49E-03	
498	1.49E-03	
499	1.48E-03	
500	1.47E-03	
501	1.45E-03	
502	1.44E-03	
503	1.43E-03	
504	1.42E-03	
505	1.40E-03	
506	1.38E-03	
507	1.37E-03	
508	1.36E-03	
509	1.35E-03	
510	1.34E-03	
511	1.32E-03	
512	1.30E-03	
513	1.30E-03	
514	1.28E-03	
515	1.27E-03	
516	1.25E-03	
517	1.22E-03	
518	1.21E-03	
519	1.19E-03	
520	1.18E-03	
521	1.16E-03	
522	1.15E-03	
523	1.11E-03	
524	1.08E-03	
525	1.06E-03	
526	1.04E-03	
527	1.02E-03	
528	1.01E-03	
529	9.82E-04	
530	9.64E-04	
531	9.33E-04	
532	9.11E-04	
533	8.79E-04	
534	8.30E-04	
535	7.83E-04	
536	7.47E-04	
537	7.23E-04	
538	7.11E-04	
539	7.11E-04	
540	6.95E-04	
541	6.90E-04	
542	6.80E-04	
543	6.64E-04	
544	6.48E-04	
545	6.24E-04	
546	6.07E-04	
547	6.08E-04	
548	6.14E-04	
549	6.10E-04	
550	6.27E-04	
551	6.29E-04	
552	6.44E-04	
553	6.53E-04	
554	6.53E-04	
555	6.52E-04	
556	6.46E-04	
557	6.51E-04	
558	6.65E-04	
559	6.85E-04	
560	6.78E-04	
561	6.74E-04	
562	6.85E-04	
563	6.90E-04	
564	7.09E-04	
565	7.27E-04	
566	7.37E-04	
567	7.53E-04	
568	7.73E-04	
569	8.27E-04	
570	8.65E-04	
571	8.89E-04	
572	9.10E-04	
573	9.48E-04	
574	9.68E-04	
575	9.94E-04	
576	1.01E-03	
577	1.03E-03	
578	1.03E-03	
579	1.03E-03	
580	1.05E-03	
581	0.001083072	
582	1.09E-03	
583	1.11E-03	
584	1.12E-03	
585	1.14E-03	
586	1.15E-03	
587	1.17E-03	
588	1.18E-03	
589	1.19E-03	
590	1.22E-03	
591	1.23E-03	
592	1.25E-03	
593	1.29E-03	
594	1.30E-03	
595	1.32E-03	
596	1.32E-03	
597	1.34E-03	
598	1.35E-03	
599	1.37E-03	
600	1.39E-03	
601	1.40E-03	
602	1.44E-03	
603	1.47E-03	
604	1.51E-03	
605	1.56E-03	
606	1.59E-03	
607	1.63E-03	
608	1.66E-03	
609	1.71E-03	
610	1.75E-03	
611	1.80E-03	
612	1.86E-03	
613	1.91E-03	
614	1.97E-03	
615	2.03E-03	
616	2.08E-03	
617	2.12E-03	
618	2.16E-03	
619	2.20E-03	
620	2.24E-03	
621	2.29E-03	
622	2.31E-03	
623	2.34E-03	
624	2.36E-03	
625	2.37E-03	
626	2.38E-03	
627	2.39E-03	
628	2.40E-03	
629	2.39E-03	
630	2.38E-03	
631	2.38E-03	
632	2.38E-03	
633	2.37E-03	
634	2.35E-03	
635	2.33E-03	
636	2.30E-03	
637	2.28E-03	
638	2.23E-03	
639	2.18E-03	
640	2.14E-03	
641	2.08E-03	
642	2.03E-03	
643	2.00E-03	
644	1.95E-03	
645	1.92E-03	
646	1.90E-03	
647	1.89E-03	
648	1.86E-03	
649	1.83E-03	
650	1.78E-03	
651	1.76E-03	
652	1.76E-03	
653	1.73E-03	
654	1.73E-03	
655	1.72E-03	
656	1.73E-03	
657	1.75E-03	
658	1.78E-03	
659	1.79E-03	
660	1.80E-03	
661	1.83E-03	
662	1.88E-03	
663	1.97E-03	
664	2.07E-03	
665	2.13E-03	
666	2.23E-03	
667	0.002312578	
668	2.41E-03	
669	2.50E-03	
670	2.59E-03	
671	2.68E-03	
672	2.74E-03	
673	2.81E-03	
674	2.87E-03	
675	2.93E-03	
676	3.01E-03	
677	3.08E-03	
678	3.15E-03	
679	3.20E-03	
680	3.26E-03	
681	3.24E-03	
682	3.22E-03	
683	3.19E-03	
684	3.11E-03	
685	3.00E-03	
686	2.86E-03	
687	2.68E-03	
688	2.49E-03	
689	2.31E-03	
690	2.12E-03	
691	1.93E-03	
692	1.81E-03	
693	1.61E-03	
694	1.45E-03	
695	1.31E-03	
696	1.22E-03	
697	1.14E-03	
698	1.07E-03	
699	9.96E-04	
700	9.59E-04	
701	8.77E-04	
702	7.73E-04	
703	6.95E-04	
704	6.46E-04	
705	5.10E-04	
706	3.92E-04	
707	3.08E-04	
708	2.79E-04	
709	3.23E-04	
710	4.60E-04	
