OLIS-3D-ASCII	SySl1144	
375	-1.31E-03	
376	-1.22E-03	
377	-1.13E-03	
378	-1.04E-03	
379	-9.61E-04	
380	-8.86E-04	
381	-8.21E-04	
382	-7.58E-04	
383	-8.26E-04	
384	-7.67E-04	
385	-7.03E-04	
386	-6.53E-04	
387	-6.28E-04	
388	-6.45E-04	
389	-6.41E-04	
390	-6.00E-04	
391	-5.09E-04	
392	-4.15E-04	
393	-3.82E-04	
394	-3.80E-04	
395	-3.75E-04	
396	-3.14E-04	
397	-2.74E-04	
398	-2.23E-04	
399	-1.66E-04	
400	-1.45E-04	
401	-1.18E-04	
402	-4.97E-05	
403	-1.29E-05	
404	3.89E-05	
405	5.03E-05	
406	5.64E-05	
407	9.93E-05	
408	1.70E-04	
409	2.32E-04	
410	2.91E-04	
411	3.63E-04	
412	4.01E-04	
413	4.53E-04	
414	4.92E-04	
415	5.19E-04	
416	5.36E-04	
417	5.45E-04	
418	5.69E-04	
419	5.78E-04	
420	5.89E-04	
421	6.01E-04	
422	6.22E-04	
423	6.68E-04	
424	6.81E-04	
425	7.10E-04	
426	7.37E-04	
427	7.55E-04	
428	7.68E-04	
429	8.20E-04	
430	8.62E-04	
431	8.97E-04	
432	9.34E-04	
433	9.48E-04	
434	9.70E-04	
435	9.88E-04	
436	9.91E-04	
437	1.02E-03	
438	1.02E-03	
439	9.96E-04	
440	9.78E-04	
441	9.78E-04	
442	9.77E-04	
443	9.58E-04	
444	9.43E-04	
445	8.98E-04	
446	8.85E-04	
447	8.60E-04	
448	8.59E-04	
449	8.52E-04	
450	8.37E-04	
451	8.24E-04	
452	8.32E-04	
453	8.24E-04	
454	8.29E-04	
455	8.18E-04	
456	8.19E-04	
457	8.00E-04	
458	8.04E-04	
459	7.85E-04	
460	7.83E-04	
461	7.54E-04	
462	7.40E-04	
463	7.20E-04	
464	7.24E-04	
465	7.08E-04	
466	7.01E-04	
467	6.86E-04	
468	6.84E-04	
469	6.67E-04	
470	6.74E-04	
471	6.79E-04	
472	6.73E-04	
473	6.64E-04	
474	6.47E-04	
475	6.50E-04	
476	6.61E-04	
477	6.51E-04	
478	6.33E-04	
479	6.27E-04	
480	6.28E-04	
481	6.21E-04	
482	6.25E-04	
483	6.30E-04	
484	6.32E-04	
485	6.44E-04	
486	6.49E-04	
487	6.76E-04	
488	6.88E-04	
489	6.95E-04	
490	7.13E-04	
491	7.39E-04	
492	7.55E-04	
493	7.59E-04	
494	7.73E-04	
495	7.84E-04	
496	7.89E-04	
497	7.92E-04	
498	7.88E-04	
499	7.87E-04	
500	7.82E-04	
501	7.74E-04	
502	7.73E-04	
503	7.81E-04	
504	7.75E-04	
505	7.76E-04	
506	7.90E-04	
507	7.83E-04	
508	7.95E-04	
509	7.97E-04	
510	8.00E-04	
511	8.01E-04	
512	8.02E-04	
513	7.90E-04	
514	7.99E-04	
515	7.95E-04	
516	7.82E-04	
517	7.81E-04	
518	7.72E-04	
519	7.71E-04	
520	7.90E-04	
521	7.96E-04	
522	8.11E-04	
523	8.12E-04	
524	8.21E-04	
525	8.36E-04	
526	8.48E-04	
527	8.47E-04	
528	8.45E-04	
529	8.55E-04	
530	8.43E-04	
531	8.51E-04	
532	8.66E-04	
533	8.81E-04	
534	8.95E-04	
535	9.12E-04	
536	9.24E-04	
537	9.42E-04	
538	9.56E-04	
539	9.68E-04	
540	9.81E-04	
541	1.00E-03	
542	1.01E-03	
543	1.03E-03	
544	1.06E-03	
545	1.07E-03	
546	1.09E-03	
547	1.12E-03	
548	1.12E-03	
549	1.13E-03	
550	1.15E-03	
551	1.15E-03	
552	1.18E-03	
553	1.20E-03	
554	1.20E-03	
555	1.21E-03	
556	1.22E-03	
557	1.23E-03	
558	1.24E-03	
559	1.26E-03	
560	1.27E-03	
561	1.28E-03	
562	1.30E-03	
563	1.31E-03	
564	1.33E-03	
565	1.34E-03	
566	1.34E-03	
567	1.35E-03	
568	1.34E-03	
569	1.33E-03	
570	1.32E-03	
571	1.29E-03	
572	1.25E-03	
573	1.20E-03	
574	1.13E-03	
575	1.07E-03	
576	1.01E-03	
577	9.52E-04	
578	8.70E-04	
579	8.04E-04	
580	7.50E-04	
581	6.99E-04	
582	6.54E-04	
583	6.01E-04	
584	5.64E-04	
585	5.31E-04	
586	4.89E-04	
587	4.54E-04	
588	4.25E-04	
589	4.00E-04	
590	3.78E-04	
591	3.61E-04	
592	3.52E-04	
593	3.35E-04	
594	3.37E-04	
595	3.22E-04	
